,average,q0025,q0975
93,0.918,0.839,0.996
94,0.918,0.838,1.001
95,0.903,0.821,0.984
96,0.914,0.831,0.991
97,0.905,0.82,0.979
98,0.884,0.8,0.959
99,0.893,0.811,0.966
100,0.892,0.813,0.966
101,0.908,0.825,0.985
102,0.925,0.845,1.006
103,0.929,0.849,1.008
104,0.931,0.852,1.009
105,0.933,0.851,1.009
106,0.942,0.86,1.019
107,0.933,0.852,1.011
108,0.951,0.871,1.036
109,0.94,0.855,1.023
110,0.946,0.862,1.027
111,0.942,0.859,1.023
112,0.938,0.854,1.016
113,0.942,0.858,1.022
114,0.961,0.875,1.042
115,0.964,0.879,1.046
116,0.981,0.896,1.062
117,1.0,0.912,1.084
118,0.991,0.9,1.074
119,0.991,0.901,1.072
120,0.989,0.898,1.072
121,0.996,0.908,1.082
122,0.993,0.905,1.077
123,1.004,0.912,1.088
124,0.983,0.894,1.064
125,0.985,0.897,1.07
126,0.966,0.88,1.049
127,0.955,0.865,1.04
128,0.961,0.879,1.042
129,0.972,0.893,1.052
130,0.985,0.902,1.07
131,0.97,0.89,1.06
132,0.966,0.88,1.055
133,0.953,0.869,1.041
134,0.961,0.883,1.046
135,0.963,0.886,1.048
136,0.953,0.88,1.036
137,0.968,0.896,1.054
138,0.972,0.898,1.055
139,0.961,0.886,1.044
140,0.957,0.881,1.038
141,0.944,0.87,1.026
142,0.94,0.869,1.02
143,0.935,0.862,1.013
144,0.959,0.884,1.041
145,0.966,0.889,1.05
146,0.955,0.882,1.039
147,0.976,0.901,1.06
148,0.996,0.919,1.083
149,1.011,0.934,1.103
150,1.013,0.935,1.106
151,1.024,0.945,1.111
152,1.022,0.941,1.11
153,0.996,0.913,1.084
154,1.026,0.944,1.113
155,1.021,0.936,1.109
156,1.009,0.924,1.094
157,1.004,0.916,1.087
158,1.004,0.915,1.088
159,1.007,0.923,1.093
160,0.985,0.9,1.071
161,0.993,0.903,1.077
162,0.998,0.909,1.084
163,0.979,0.897,1.066
164,0.968,0.885,1.055
165,0.963,0.882,1.048
166,0.972,0.888,1.059
167,0.97,0.883,1.054
168,0.97,0.886,1.053
169,0.972,0.887,1.06
170,0.963,0.878,1.051
171,0.959,0.873,1.045
172,0.983,0.899,1.073
173,0.993,0.904,1.086
174,0.961,0.879,1.051
175,0.97,0.887,1.059
176,0.957,0.875,1.042
177,0.964,0.88,1.05
178,0.976,0.889,1.06
179,0.968,0.882,1.052
180,0.978,0.896,1.062
181,0.985,0.904,1.069
182,0.978,0.9,1.061
183,0.966,0.888,1.048
184,0.976,0.896,1.06
185,0.976,0.899,1.059
186,0.974,0.899,1.056
187,0.972,0.894,1.053
188,0.97,0.894,1.051
189,0.964,0.888,1.044
190,0.981,0.903,1.059
191,0.991,0.907,1.071
192,0.985,0.901,1.069
193,0.987,0.903,1.069
194,0.981,0.896,1.06
195,0.979,0.897,1.057
196,0.974,0.892,1.052
197,0.968,0.884,1.047
198,0.968,0.881,1.047
199,0.961,0.876,1.04
200,0.955,0.869,1.033
201,0.972,0.89,1.049
202,0.957,0.873,1.032
203,0.951,0.869,1.031
204,0.951,0.873,1.032
205,0.968,0.889,1.051
206,0.959,0.88,1.042
207,0.963,0.883,1.042
208,0.961,0.881,1.042
209,0.959,0.882,1.042
210,0.951,0.871,1.035
211,0.948,0.865,1.03
212,0.938,0.858,1.018
213,0.95,0.87,1.026
214,0.95,0.869,1.028
215,0.942,0.859,1.02
216,0.94,0.865,1.018
217,0.957,0.877,1.033
218,0.95,0.871,1.025
219,0.963,0.881,1.042
220,0.966,0.884,1.046
221,0.978,0.899,1.058
222,0.963,0.884,1.04
223,0.978,0.896,1.055
224,0.981,0.9,1.061
225,0.989,0.906,1.071
226,1.004,0.923,1.081
227,1.015,0.933,1.091
228,1.026,0.945,1.108
229,1.007,0.926,1.088
230,1.009,0.931,1.089
231,1.011,0.932,1.096
232,1.007,0.926,1.091
233,1.011,0.93,1.093
234,1.024,0.945,1.109
235,1.009,0.928,1.089
236,1.028,0.945,1.112
237,1.036,0.949,1.116
238,1.032,0.947,1.113
239,1.022,0.939,1.104
240,1.037,0.954,1.122
241,1.03,0.947,1.115
242,1.028,0.944,1.116
243,1.011,0.928,1.1
244,1.017,0.928,1.106
245,1.004,0.915,1.091
246,0.987,0.901,1.077
247,0.979,0.892,1.068
248,0.978,0.89,1.065
249,0.985,0.899,1.07
250,0.957,0.874,1.041
251,0.961,0.877,1.045
252,0.95,0.869,1.032
253,0.942,0.86,1.024
254,0.938,0.853,1.023
255,0.935,0.848,1.021
256,0.925,0.84,1.008
257,0.935,0.851,1.016
258,0.942,0.859,1.023
259,0.944,0.859,1.027
260,0.938,0.857,1.022
261,0.936,0.853,1.017
262,0.957,0.875,1.038
263,0.948,0.865,1.03
264,0.966,0.885,1.051
265,0.963,0.88,1.045
266,0.953,0.871,1.036
267,0.959,0.874,1.04
268,0.964,0.88,1.047
269,0.957,0.871,1.038
270,0.972,0.886,1.055
271,0.964,0.877,1.05
272,0.959,0.872,1.044
273,0.97,0.889,1.059
274,0.961,0.878,1.043
275,0.959,0.877,1.045
276,0.955,0.87,1.043
277,0.959,0.876,1.052
278,0.953,0.866,1.042
279,0.955,0.875,1.042
280,0.94,0.857,1.022
281,0.944,0.863,1.029
282,0.931,0.85,1.014
283,0.925,0.844,1.01
284,0.916,0.836,1.0
285,0.925,0.842,1.01
286,0.914,0.833,0.999
287,0.914,0.836,1.0
288,0.91,0.831,1.001
289,0.935,0.852,1.024
290,0.923,0.839,1.017
291,0.92,0.835,1.009
292,0.899,0.817,0.988
293,0.892,0.81,0.976
294,0.882,0.798,0.963
295,0.892,0.809,0.973
296,0.897,0.816,0.983
297,0.907,0.827,0.992
298,0.895,0.817,0.98
299,0.899,0.819,0.982
300,0.914,0.834,0.995
301,0.921,0.84,1.005
302,0.92,0.839,1.0
303,0.933,0.855,1.015
304,0.944,0.865,1.028
305,0.927,0.851,1.009
306,0.914,0.835,0.994
307,0.903,0.825,0.985
308,0.927,0.846,1.009
309,0.953,0.87,1.038
310,0.957,0.875,1.039
311,0.972,0.891,1.054
312,0.974,0.893,1.054
313,0.972,0.892,1.052
314,0.963,0.881,1.04
315,0.964,0.884,1.046
316,0.961,0.881,1.043
317,0.97,0.889,1.055
318,0.964,0.882,1.047
319,0.976,0.892,1.06
320,0.981,0.901,1.065
321,0.991,0.91,1.079
322,0.985,0.904,1.069
323,0.983,0.9,1.067
324,0.994,0.912,1.082
325,1.0,0.919,1.086
326,0.994,0.909,1.078
327,1.002,0.92,1.08
328,1.006,0.922,1.085
329,1.0,0.916,1.082
330,1.004,0.917,1.087
331,1.009,0.931,1.094
332,1.021,0.939,1.104
333,1.013,0.929,1.099
334,1.013,0.931,1.099
335,0.998,0.914,1.086
336,1.007,0.924,1.096
337,1.0,0.919,1.084
338,0.989,0.907,1.071
339,0.985,0.902,1.067
340,0.981,0.897,1.066
341,0.987,0.902,1.072
342,0.985,0.9,1.067
343,0.979,0.894,1.062
344,0.966,0.88,1.047
345,0.983,0.898,1.061
346,0.974,0.891,1.056
347,0.97,0.888,1.048
348,0.953,0.875,1.03
349,0.953,0.874,1.03
350,0.944,0.864,1.021
351,0.944,0.862,1.021
352,0.935,0.853,1.01
353,0.95,0.87,1.025
354,0.933,0.855,1.005
355,0.91,0.832,0.986
356,0.91,0.829,0.982
357,0.892,0.812,0.964
358,0.884,0.804,0.956
359,0.884,0.804,0.958
360,0.888,0.805,0.959
361,0.877,0.795,0.953
362,0.888,0.807,0.963
363,0.882,0.797,0.957
364,0.893,0.812,0.969
365,0.89,0.81,0.965
366,0.884,0.805,0.962
367,0.895,0.816,0.974
368,0.886,0.808,0.962
369,0.88,0.802,0.955
370,0.88,0.805,0.955
371,0.875,0.799,0.949
372,0.865,0.788,0.938
373,0.862,0.783,0.933
374,0.854,0.771,0.924
375,0.845,0.763,0.92
376,0.877,0.796,0.954
377,0.884,0.801,0.963
378,0.907,0.822,0.986
379,0.901,0.819,0.981
380,0.897,0.819,0.975
381,0.879,0.801,0.957
382,0.892,0.815,0.969
383,0.91,0.832,0.989
384,0.912,0.832,0.99
385,0.92,0.839,0.999
386,0.931,0.849,1.012
387,0.931,0.852,1.015
388,0.931,0.854,1.015
389,0.927,0.848,1.006
390,0.931,0.852,1.011
391,0.948,0.866,1.03
392,0.925,0.846,1.006
393,0.933,0.854,1.018
394,0.94,0.862,1.026
395,0.94,0.858,1.027
396,0.97,0.886,1.06
397,0.974,0.894,1.061
398,0.981,0.901,1.069
399,0.97,0.891,1.054
400,0.968,0.889,1.047
401,0.972,0.893,1.054
402,0.976,0.897,1.057
403,0.983,0.901,1.065
404,0.968,0.886,1.051
405,0.964,0.885,1.046
406,0.959,0.878,1.042
407,0.951,0.869,1.03
408,0.951,0.868,1.034
409,0.935,0.854,1.018
410,0.944,0.862,1.027
411,0.95,0.864,1.032
412,0.938,0.854,1.02
413,0.92,0.838,0.999
414,0.927,0.844,1.011
415,0.957,0.87,1.04
416,0.953,0.871,1.034
417,0.953,0.866,1.034
418,0.955,0.87,1.038
419,0.948,0.864,1.033
420,0.953,0.869,1.038
421,0.963,0.877,1.042
422,0.957,0.873,1.036
423,0.957,0.874,1.035
424,0.966,0.882,1.048
425,0.959,0.878,1.038
426,0.972,0.89,1.047
427,0.963,0.879,1.04
428,0.953,0.871,1.033
429,0.955,0.866,1.036
430,0.974,0.886,1.054
431,0.985,0.898,1.063
432,0.987,0.901,1.065
433,0.994,0.91,1.077
434,1.002,0.92,1.082
435,1.007,0.922,1.09
436,1.015,0.928,1.096
437,1.017,0.933,1.099
438,1.019,0.932,1.102
439,1.032,0.947,1.111
440,1.039,0.953,1.121
441,1.037,0.953,1.119
442,1.037,0.954,1.121
443,1.045,0.959,1.13
444,1.039,0.953,1.119
445,1.047,0.96,1.128
446,1.043,0.958,1.124
447,1.05,0.963,1.133
448,1.052,0.967,1.137
449,1.056,0.971,1.142
450,1.037,0.955,1.122
451,1.032,0.948,1.114
452,1.041,0.954,1.123
453,1.052,0.962,1.141
454,1.039,0.949,1.126
455,1.041,0.956,1.127
456,1.026,0.943,1.107
457,1.017,0.936,1.1
458,1.036,0.949,1.121
459,1.024,0.941,1.108
460,1.017,0.934,1.102
461,1.013,0.928,1.097
462,1.006,0.918,1.091
463,0.989,0.905,1.077
464,0.991,0.909,1.073
465,0.983,0.903,1.066
466,0.989,0.905,1.072
467,0.974,0.897,1.059
468,0.974,0.895,1.059
469,0.957,0.876,1.048
470,0.964,0.884,1.049
471,0.959,0.878,1.048
472,0.974,0.89,1.062
473,0.976,0.896,1.061
474,0.97,0.889,1.057
475,0.981,0.903,1.064
476,0.981,0.906,1.07
477,0.953,0.878,1.036
478,0.938,0.866,1.021
479,0.946,0.873,1.025
480,0.953,0.877,1.034
481,0.955,0.88,1.037
482,0.959,0.881,1.043
483,0.946,0.872,1.031
484,0.942,0.87,1.027
485,0.933,0.857,1.018
486,0.931,0.855,1.015
487,0.942,0.865,1.028
488,0.964,0.89,1.052
489,0.976,0.903,1.065
490,0.972,0.9,1.061
491,0.964,0.891,1.053
492,0.979,0.904,1.065
493,0.976,0.901,1.059
494,0.972,0.9,1.052
495,0.959,0.884,1.044
496,0.966,0.894,1.05
497,0.981,0.905,1.069
498,0.978,0.9,1.064
499,0.978,0.901,1.065
500,0.966,0.888,1.057
501,0.946,0.868,1.031
502,0.946,0.869,1.032
503,0.942,0.863,1.027
504,0.94,0.863,1.027
505,0.944,0.87,1.031
506,0.94,0.866,1.027
507,0.927,0.851,1.01
508,0.944,0.866,1.026
509,0.959,0.883,1.037
510,0.968,0.89,1.049
511,0.961,0.881,1.044
512,0.964,0.886,1.049
513,0.964,0.887,1.045
514,0.951,0.873,1.034
515,0.963,0.885,1.048
516,0.951,0.871,1.032
517,0.938,0.86,1.021
518,0.931,0.857,1.012
519,0.94,0.866,1.022
520,0.953,0.878,1.038
521,0.957,0.884,1.041
522,0.951,0.879,1.034
523,0.955,0.88,1.039
524,0.957,0.881,1.04
525,0.979,0.896,1.067
526,0.991,0.914,1.075
527,1.002,0.924,1.087
528,1.011,0.933,1.095
529,1.013,0.939,1.096
530,1.007,0.935,1.089
531,1.007,0.936,1.091
532,1.004,0.93,1.089
533,1.002,0.926,1.085
534,1.019,0.943,1.105
535,1.004,0.929,1.092
536,0.993,0.917,1.079
537,1.0,0.921,1.088
538,0.989,0.914,1.074
539,0.989,0.911,1.076
540,1.002,0.922,1.087
541,1.004,0.926,1.089
542,0.993,0.916,1.077
543,0.976,0.898,1.061
544,0.991,0.912,1.077
545,0.983,0.907,1.071
546,0.998,0.919,1.085
547,1.002,0.92,1.088
548,0.991,0.903,1.074
549,0.996,0.912,1.078
550,0.983,0.897,1.065
551,0.994,0.907,1.08
552,1.002,0.922,1.086
553,1.006,0.919,1.092
554,0.996,0.911,1.083
555,0.993,0.908,1.08
556,1.019,0.932,1.103
557,1.013,0.926,1.096
558,1.024,0.942,1.108
559,1.009,0.926,1.094
560,1.011,0.931,1.1
561,0.994,0.911,1.081
562,0.996,0.912,1.081
563,0.996,0.909,1.083
564,1.009,0.922,1.099
565,1.002,0.916,1.091
566,0.981,0.895,1.069
567,0.959,0.874,1.043
568,0.978,0.891,1.061
569,0.985,0.9,1.067
570,0.974,0.892,1.059
571,0.989,0.906,1.072
572,0.989,0.905,1.072
573,0.996,0.912,1.081
574,0.991,0.904,1.075
575,0.978,0.885,1.058
576,0.981,0.893,1.066
577,0.981,0.895,1.065
578,0.974,0.888,1.054
579,0.978,0.889,1.061
580,0.985,0.899,1.061
581,0.989,0.902,1.068
582,0.983,0.899,1.065
583,0.972,0.887,1.052
584,0.972,0.887,1.051
585,0.978,0.891,1.057
586,0.972,0.887,1.054
587,0.957,0.874,1.037
588,0.976,0.89,1.058
589,0.97,0.882,1.056
590,0.951,0.866,1.034
591,0.948,0.86,1.033
592,0.957,0.872,1.044
593,0.964,0.879,1.052
594,0.955,0.867,1.044
595,0.955,0.869,1.04
596,0.946,0.855,1.028
597,0.955,0.87,1.04
598,0.955,0.869,1.036
599,0.963,0.874,1.044
600,0.964,0.872,1.049
601,0.97,0.885,1.052
602,0.97,0.879,1.049
603,0.968,0.879,1.048
604,0.966,0.877,1.047
605,0.961,0.872,1.042
606,0.959,0.875,1.04
607,0.946,0.861,1.026
608,0.955,0.868,1.034
609,0.963,0.878,1.042
610,0.959,0.875,1.034
611,0.948,0.867,1.026
612,0.959,0.881,1.04
613,0.951,0.873,1.03
614,0.948,0.871,1.027
615,0.936,0.862,1.019
616,0.927,0.849,1.007
617,0.927,0.849,1.004
618,0.927,0.848,1.008
619,0.914,0.837,0.994
620,0.918,0.838,0.999
621,0.94,0.859,1.025
622,0.946,0.864,1.029
623,0.938,0.862,1.021
624,0.936,0.862,1.018
625,0.927,0.85,1.011
626,0.942,0.863,1.023
627,0.938,0.858,1.024
628,0.94,0.862,1.028
629,0.944,0.865,1.027
630,0.936,0.856,1.017
631,0.95,0.867,1.032
632,0.959,0.88,1.041
633,0.963,0.887,1.049
634,0.963,0.884,1.041
635,0.968,0.887,1.05
636,0.957,0.875,1.038
637,0.963,0.878,1.042
638,0.95,0.866,1.027
639,0.948,0.868,1.027
640,0.976,0.896,1.057
641,0.964,0.884,1.048
642,0.951,0.87,1.034
643,0.944,0.865,1.028
644,0.946,0.864,1.032
645,0.938,0.857,1.025
646,0.935,0.857,1.018
647,0.931,0.849,1.014
648,0.925,0.847,1.007
649,0.95,0.868,1.037
650,0.955,0.874,1.042
651,0.951,0.872,1.036
652,0.95,0.866,1.039
653,0.931,0.844,1.015
654,0.916,0.83,1.0
655,0.92,0.834,1.004
656,0.893,0.812,0.976
657,0.905,0.821,0.986
658,0.901,0.822,0.98
659,0.897,0.819,0.974
660,0.912,0.834,0.991
661,0.92,0.841,0.998
662,0.927,0.849,1.007
663,0.918,0.841,0.996
664,0.91,0.834,0.987
665,0.92,0.845,0.999
666,0.912,0.834,0.994
667,0.907,0.828,0.986
668,0.927,0.846,1.007
669,0.95,0.867,1.03
670,0.946,0.864,1.027
671,0.95,0.872,1.032
672,0.946,0.87,1.027
673,0.942,0.862,1.027
674,0.94,0.864,1.023
675,0.953,0.875,1.039
676,0.957,0.878,1.044
677,0.946,0.867,1.028
678,0.948,0.868,1.037
679,0.95,0.87,1.037
680,0.95,0.871,1.033
681,0.955,0.874,1.039
682,0.968,0.888,1.053
683,0.972,0.891,1.054
684,0.97,0.886,1.054
685,0.957,0.875,1.042
686,0.951,0.867,1.034
687,0.953,0.87,1.039
688,0.953,0.87,1.04
689,0.95,0.866,1.038
690,0.957,0.873,1.046
691,0.968,0.881,1.053
692,0.97,0.885,1.057
693,0.981,0.894,1.07
694,0.994,0.909,1.081
695,0.974,0.891,1.056
696,0.964,0.882,1.046
697,0.978,0.893,1.06
698,0.994,0.914,1.078
699,0.998,0.917,1.082
700,0.998,0.919,1.082
701,0.983,0.901,1.068
702,0.989,0.905,1.072
703,0.987,0.902,1.073
704,0.981,0.898,1.067
705,0.985,0.896,1.074
706,0.985,0.898,1.073
707,0.991,0.904,1.073
708,0.987,0.9,1.072
709,0.991,0.905,1.07
710,1.0,0.913,1.083
711,0.998,0.91,1.079
712,1.007,0.919,1.091
713,1.006,0.92,1.086
714,0.994,0.91,1.077
715,0.993,0.909,1.071
716,0.987,0.9,1.071
717,0.97,0.884,1.056
718,0.974,0.891,1.062
719,0.972,0.891,1.058
720,0.981,0.9,1.068
721,0.983,0.899,1.069
722,0.989,0.906,1.07
723,0.987,0.905,1.069
724,0.97,0.889,1.053
725,0.974,0.893,1.062
726,0.981,0.899,1.067
727,0.978,0.896,1.07
728,0.985,0.903,1.074
729,0.998,0.92,1.085
730,0.991,0.912,1.077
731,1.004,0.924,1.093
732,1.0,0.92,1.089
733,0.996,0.913,1.082
734,0.989,0.909,1.074
735,0.996,0.913,1.083
736,0.998,0.915,1.087
737,0.987,0.904,1.072
738,1.006,0.924,1.094
739,1.007,0.924,1.095
740,1.019,0.936,1.108
741,1.006,0.92,1.091
742,1.0,0.915,1.084
743,1.015,0.928,1.102
744,1.019,0.932,1.108
745,1.026,0.942,1.112
746,1.026,0.942,1.111
747,1.03,0.948,1.12
748,1.026,0.938,1.115
749,1.039,0.951,1.129
750,1.041,0.953,1.131
751,1.037,0.949,1.129
752,1.047,0.96,1.142
753,1.05,0.963,1.145
754,1.06,0.973,1.154
755,1.058,0.97,1.15
756,1.054,0.968,1.147
757,1.054,0.968,1.143
758,1.058,0.972,1.15
759,1.058,0.976,1.146
760,1.067,0.981,1.159
761,1.069,0.985,1.159
762,1.075,0.99,1.167
763,1.077,0.993,1.168
764,1.064,0.98,1.154
765,1.067,0.984,1.156
766,1.077,0.993,1.163
767,1.071,0.986,1.156
768,1.062,0.978,1.147
769,1.062,0.974,1.148
770,1.037,0.947,1.125
771,1.026,0.936,1.113
772,1.019,0.933,1.103
773,1.024,0.936,1.105
774,1.022,0.932,1.103
775,1.0,0.91,1.084
776,0.994,0.906,1.084
777,0.998,0.915,1.084
778,1.017,0.931,1.105
779,1.022,0.938,1.109
780,1.037,0.957,1.122
781,1.036,0.958,1.128
782,1.019,0.938,1.105
783,1.03,0.951,1.119
784,1.03,0.948,1.121
785,1.028,0.949,1.119
786,1.028,0.947,1.113
787,1.021,0.939,1.108
788,1.006,0.923,1.097
789,1.009,0.926,1.103
790,1.004,0.923,1.093
791,1.002,0.921,1.096
792,1.002,0.918,1.094
793,0.996,0.911,1.085
794,0.993,0.908,1.079
795,0.993,0.906,1.078
796,0.974,0.886,1.062
797,0.974,0.889,1.062
798,0.974,0.886,1.06
799,0.978,0.892,1.064
800,0.987,0.903,1.07
801,0.991,0.907,1.075
802,0.998,0.911,1.081
803,0.985,0.9,1.067
804,0.991,0.904,1.073
805,0.983,0.903,1.066
806,0.961,0.88,1.045
807,0.959,0.876,1.042
808,0.953,0.874,1.034
809,0.935,0.862,1.02
810,0.929,0.855,1.011
811,0.927,0.858,1.007
812,0.929,0.854,1.012
813,0.925,0.851,1.009
814,0.935,0.855,1.019
815,0.929,0.85,1.011
816,0.931,0.853,1.01
817,0.936,0.857,1.017
818,0.912,0.835,0.99
819,0.907,0.832,0.983
820,0.905,0.829,0.978
821,0.927,0.85,1.0
822,0.925,0.847,0.997
823,0.925,0.846,0.998
824,0.931,0.854,1.006
825,0.921,0.847,0.994
826,0.92,0.845,0.994
827,0.916,0.839,0.988
828,0.918,0.84,0.993
829,0.921,0.849,1.0
830,0.923,0.85,0.997
831,0.921,0.844,0.997
832,0.931,0.853,1.006
833,0.927,0.845,1.004
834,0.955,0.872,1.035
835,0.966,0.884,1.045
836,0.983,0.902,1.062
837,0.97,0.888,1.049
838,0.955,0.874,1.033
839,0.964,0.886,1.045
840,0.987,0.907,1.072
841,0.989,0.906,1.071
842,0.994,0.907,1.074
843,0.993,0.908,1.07
844,1.0,0.912,1.081
845,1.0,0.912,1.081
846,0.996,0.908,1.08
847,0.994,0.908,1.076
848,0.976,0.888,1.057
849,0.998,0.91,1.078
850,1.002,0.912,1.084
851,1.011,0.919,1.093
852,1.009,0.923,1.092
853,0.993,0.907,1.075
854,0.979,0.898,1.06
855,0.979,0.895,1.063
856,0.972,0.89,1.052
857,0.974,0.892,1.054
858,0.985,0.905,1.066
859,0.981,0.902,1.062
860,0.983,0.904,1.067
861,0.97,0.89,1.053
862,0.953,0.872,1.035
863,0.944,0.862,1.026
864,0.931,0.85,1.008
865,0.946,0.867,1.026
866,0.946,0.869,1.026
867,0.946,0.871,1.028
868,0.951,0.873,1.03
869,0.95,0.866,1.028
870,0.94,0.858,1.016
871,0.935,0.854,1.015
872,0.927,0.847,1.007
873,0.935,0.854,1.019
874,0.931,0.852,1.017
875,0.933,0.856,1.017
876,0.927,0.847,1.008
877,0.936,0.856,1.015
878,0.938,0.855,1.02
879,0.948,0.861,1.032
880,0.953,0.866,1.038
881,0.961,0.873,1.045
882,0.951,0.867,1.035
883,0.957,0.871,1.043
884,0.959,0.868,1.045
885,0.964,0.876,1.048
886,0.951,0.862,1.036
887,0.957,0.869,1.042
888,0.959,0.868,1.043
889,0.961,0.872,1.048
890,0.966,0.877,1.053
891,0.961,0.873,1.047
892,0.968,0.879,1.055
893,0.966,0.879,1.049
894,0.961,0.876,1.043
895,0.951,0.865,1.034
896,0.927,0.843,1.01
897,0.944,0.859,1.025
898,0.935,0.852,1.017
899,0.938,0.851,1.02
900,0.944,0.858,1.024
901,0.95,0.865,1.032
902,0.929,0.843,1.012
903,0.936,0.851,1.018
904,0.935,0.847,1.017
905,0.944,0.856,1.025
906,0.936,0.855,1.014
907,0.94,0.856,1.017
908,0.931,0.845,1.01
909,0.929,0.844,1.005
910,0.921,0.84,1.005
911,0.907,0.826,0.986
912,0.905,0.824,0.984
913,0.925,0.844,1.004
914,0.91,0.83,0.988
915,0.933,0.846,1.01
916,0.925,0.842,1.008
917,0.923,0.841,1.004
918,0.914,0.832,0.994
919,0.908,0.832,0.988
920,0.929,0.851,1.006
921,0.923,0.849,1.003
922,0.938,0.864,1.018
923,0.935,0.864,1.014
924,0.948,0.875,1.025
925,0.944,0.873,1.018
926,0.944,0.873,1.018
927,0.957,0.883,1.036
928,0.944,0.869,1.024
929,0.942,0.868,1.025
930,0.938,0.865,1.017
931,0.927,0.856,1.006
932,0.905,0.836,0.982
933,0.923,0.85,0.998
934,0.923,0.854,1.001
935,0.925,0.852,1.004
936,0.916,0.843,0.998
937,0.931,0.856,1.009
938,0.933,0.858,1.01
939,0.92,0.845,0.996
940,0.908,0.835,0.982
941,0.91,0.835,0.987
942,0.905,0.83,0.98
943,0.895,0.821,0.97
944,0.877,0.798,0.952
945,0.882,0.804,0.96
946,0.886,0.809,0.963
947,0.873,0.794,0.948
948,0.879,0.795,0.959
949,0.875,0.795,0.956
950,0.879,0.799,0.96
951,0.886,0.804,0.965
952,0.895,0.811,0.975
953,0.888,0.807,0.963
954,0.873,0.795,0.951
955,0.867,0.789,0.944
956,0.875,0.798,0.954
957,0.875,0.795,0.954
958,0.869,0.791,0.953
959,0.86,0.785,0.944
960,0.862,0.784,0.943
961,0.867,0.79,0.953
962,0.877,0.799,0.961
963,0.871,0.795,0.956
964,0.892,0.814,0.975
965,0.895,0.817,0.976
966,0.884,0.806,0.967
967,0.888,0.811,0.973
968,0.875,0.799,0.957
969,0.893,0.813,0.977
970,0.91,0.83,0.997
971,0.903,0.822,0.988
972,0.897,0.815,0.979
973,0.897,0.816,0.981
974,0.893,0.814,0.978
975,0.892,0.813,0.976
976,0.895,0.814,0.978
977,0.882,0.805,0.963
978,0.877,0.799,0.956
979,0.897,0.818,0.979
980,0.905,0.825,0.985
981,0.905,0.821,0.986
982,0.907,0.825,0.986
983,0.918,0.836,0.997
984,0.921,0.842,1.001
985,0.908,0.83,0.986
986,0.912,0.834,0.99
987,0.91,0.835,0.99
988,0.905,0.827,0.983
989,0.893,0.817,0.976
990,0.882,0.805,0.966
991,0.879,0.801,0.96
992,0.88,0.802,0.965
993,0.895,0.816,0.982
994,0.903,0.826,0.987
995,0.895,0.818,0.977
996,0.892,0.813,0.976
997,0.893,0.816,0.978
