,average,q0025,q0975
460,0.976,0.925,1.024
461,0.972,0.923,1.023
462,0.981,0.932,1.03
463,0.986,0.936,1.036
464,0.992,0.942,1.042
465,0.988,0.935,1.037
466,0.993,0.941,1.043
467,0.997,0.946,1.046
468,0.986,0.934,1.037
469,0.982,0.928,1.033
470,0.983,0.93,1.031
471,0.975,0.923,1.023
472,0.971,0.921,1.022
473,0.969,0.919,1.019
474,0.965,0.917,1.011
475,0.96,0.91,1.007
476,0.966,0.915,1.013
477,0.962,0.912,1.006
478,0.957,0.907,1.003
479,0.958,0.907,1.002
480,0.96,0.912,1.008
481,0.96,0.913,1.009
482,0.955,0.907,1.003
483,0.954,0.907,1.004
484,0.963,0.915,1.011
485,0.953,0.906,1.003
486,0.962,0.912,1.009
487,0.957,0.907,1.004
488,0.958,0.908,1.004
489,0.966,0.915,1.012
490,0.965,0.913,1.013
491,0.963,0.913,1.009
492,0.963,0.913,1.01
493,0.963,0.912,1.01
494,0.97,0.919,1.016
495,0.97,0.917,1.019
496,0.97,0.918,1.019
497,0.968,0.915,1.015
498,0.966,0.914,1.015
499,0.959,0.906,1.007
500,0.961,0.909,1.01
501,0.961,0.909,1.008
502,0.963,0.907,1.009
503,0.968,0.913,1.014
504,0.97,0.916,1.018
505,0.972,0.917,1.022
506,0.975,0.924,1.025
507,0.981,0.927,1.029
508,0.991,0.938,1.04
509,0.985,0.928,1.034
510,0.996,0.943,1.047
511,1.0,0.944,1.049
512,0.988,0.935,1.037
513,0.986,0.932,1.034
514,0.971,0.917,1.02
515,0.97,0.917,1.022
516,0.981,0.931,1.031
517,0.986,0.93,1.035
518,0.991,0.939,1.041
519,0.993,0.942,1.041
520,1.006,0.952,1.055
521,1.008,0.955,1.056
522,1.006,0.951,1.053
523,1.003,0.95,1.051
524,1.002,0.949,1.048
525,1.008,0.954,1.057
526,1.015,0.961,1.064
527,1.011,0.959,1.061
528,1.019,0.967,1.071
529,1.018,0.964,1.069
530,1.023,0.97,1.074
531,1.018,0.962,1.07
532,1.031,0.977,1.085
533,1.034,0.978,1.089
534,1.032,0.977,1.087
535,1.042,0.985,1.096
536,1.052,0.998,1.105
537,1.046,0.991,1.096
538,1.048,0.992,1.1
539,1.059,1.003,1.113
540,1.053,0.999,1.106
541,1.043,0.989,1.097
542,1.042,0.986,1.094
543,1.046,0.989,1.097
544,1.038,0.984,1.089
545,1.031,0.977,1.082
546,1.023,0.97,1.075
547,1.013,0.959,1.064
548,1.011,0.956,1.062
549,0.995,0.943,1.045
550,0.992,0.939,1.042
551,0.984,0.93,1.035
552,0.986,0.931,1.034
553,0.978,0.923,1.027
554,0.965,0.91,1.013
555,0.956,0.902,1.005
556,0.958,0.905,1.008
557,0.956,0.903,1.008
558,0.96,0.905,1.01
559,0.959,0.909,1.014
560,0.961,0.912,1.015
561,0.95,0.9,1.004
562,0.95,0.901,1.004
563,0.955,0.902,1.011
564,0.953,0.903,1.005
565,0.951,0.902,1.003
566,0.948,0.898,1.002
567,0.946,0.897,1.0
568,0.944,0.895,0.998
569,0.939,0.892,0.994
570,0.948,0.899,1.003
571,0.964,0.912,1.018
572,0.96,0.908,1.015
573,0.948,0.896,1.002
574,0.942,0.891,0.996
575,0.955,0.905,1.01
576,0.95,0.899,1.001
577,0.953,0.901,1.004
578,0.963,0.91,1.015
579,0.968,0.914,1.02
580,0.967,0.914,1.017
581,0.976,0.924,1.026
582,0.976,0.924,1.026
583,0.988,0.938,1.041
584,0.984,0.932,1.038
585,0.987,0.936,1.04
586,0.991,0.942,1.042
587,0.99,0.94,1.043
588,0.991,0.941,1.042
589,0.98,0.931,1.032
590,0.984,0.937,1.036
591,0.985,0.938,1.036
592,0.992,0.945,1.045
593,0.998,0.95,1.051
594,1.006,0.961,1.058
595,1.002,0.955,1.059
596,0.996,0.949,1.051
597,1.015,0.966,1.069
598,1.008,0.96,1.062
599,1.006,0.96,1.06
600,1.001,0.957,1.054
601,1.002,0.955,1.055
602,1.002,0.955,1.055
603,1.003,0.955,1.057
604,1.006,0.953,1.06
605,1.008,0.955,1.062
606,1.002,0.95,1.056
607,1.008,0.956,1.063
608,1.001,0.947,1.055
609,1.008,0.953,1.063
610,1.006,0.952,1.06
611,1.012,0.954,1.065
612,1.007,0.953,1.061
613,1.006,0.955,1.059
614,1.009,0.957,1.065
615,1.008,0.951,1.062
616,1.008,0.954,1.062
617,0.999,0.946,1.052
618,0.997,0.943,1.05
619,0.996,0.94,1.047
620,0.996,0.941,1.048
621,1.01,0.955,1.063
622,0.996,0.944,1.049
623,1.001,0.95,1.054
624,1.011,0.955,1.062
625,1.016,0.961,1.068
626,1.019,0.966,1.071
627,1.015,0.96,1.067
628,1.019,0.963,1.07
629,1.011,0.954,1.061
630,1.011,0.956,1.061
631,1.006,0.95,1.058
632,1.008,0.953,1.059
633,1.001,0.947,1.053
634,1.003,0.95,1.055
635,0.993,0.941,1.044
636,0.991,0.939,1.041
637,0.994,0.94,1.044
638,0.983,0.931,1.033
639,0.991,0.935,1.041
640,0.983,0.929,1.031
641,0.975,0.921,1.021
642,0.978,0.927,1.029
643,0.978,0.927,1.029
644,0.976,0.924,1.023
645,0.975,0.922,1.026
646,0.973,0.92,1.022
647,0.978,0.928,1.028
648,0.988,0.934,1.037
649,0.988,0.932,1.037
650,0.981,0.926,1.031
651,0.998,0.943,1.05
652,1.003,0.947,1.056
653,1.003,0.948,1.054
654,1.007,0.953,1.058
655,1.026,0.97,1.078
656,1.033,0.977,1.085
657,1.056,0.998,1.109
658,1.064,1.008,1.118
659,1.071,1.013,1.127
660,1.084,1.025,1.14
661,1.081,1.024,1.135
662,1.07,1.016,1.125
663,1.076,1.022,1.128
664,1.074,1.02,1.126
665,1.073,1.02,1.127
666,1.079,1.027,1.137
667,1.071,1.022,1.125
668,1.074,1.022,1.129
669,1.069,1.016,1.122
670,1.07,1.018,1.127
671,1.071,1.021,1.127
672,1.069,1.022,1.124
673,1.059,1.01,1.117
674,1.061,1.013,1.118
675,1.057,1.008,1.113
676,1.057,1.008,1.112
677,1.047,0.998,1.101
678,1.046,0.996,1.1
679,1.051,1.0,1.106
680,1.042,0.99,1.094
681,1.052,0.999,1.108
682,1.051,0.996,1.11
683,1.043,0.989,1.1
684,1.039,0.985,1.096
685,1.027,0.973,1.084
686,1.021,0.967,1.075
687,1.022,0.969,1.076
688,1.021,0.969,1.076
689,1.026,0.974,1.084
690,1.018,0.966,1.073
691,1.013,0.96,1.066
692,1.01,0.958,1.065
693,1.012,0.961,1.066
694,1.01,0.958,1.065
695,1.0,0.95,1.056
696,0.989,0.938,1.043
697,0.993,0.944,1.048
698,0.988,0.938,1.044
699,0.988,0.937,1.042
700,0.991,0.941,1.046
701,0.995,0.943,1.049
702,1.003,0.952,1.058
703,1.011,0.961,1.065
704,1.007,0.956,1.062
705,1.004,0.953,1.057
706,1.003,0.952,1.056
707,1.003,0.953,1.056
708,1.001,0.953,1.053
709,0.991,0.941,1.043
710,0.993,0.94,1.044
711,0.992,0.94,1.043
712,0.996,0.946,1.048
713,1.005,0.954,1.057
714,1.001,0.951,1.053
715,0.988,0.938,1.044
716,0.986,0.936,1.039
717,0.979,0.927,1.031
718,0.971,0.92,1.024
719,0.976,0.925,1.028
720,0.97,0.918,1.021
721,0.97,0.918,1.023
722,0.978,0.926,1.031
723,0.978,0.924,1.03
724,0.981,0.929,1.035
725,0.984,0.93,1.035
726,0.978,0.928,1.028
727,0.976,0.926,1.025
728,0.972,0.923,1.02
729,0.986,0.935,1.037
730,0.988,0.936,1.039
731,0.979,0.929,1.029
732,0.972,0.921,1.023
733,0.973,0.923,1.026
734,0.981,0.929,1.03
735,0.993,0.94,1.043
736,0.993,0.942,1.045
737,0.996,0.944,1.046
738,0.991,0.94,1.044
739,0.99,0.936,1.04
740,0.996,0.94,1.045
741,0.983,0.93,1.034
742,0.986,0.931,1.037
743,0.986,0.93,1.038
744,0.976,0.924,1.027
745,0.972,0.919,1.023
746,0.97,0.916,1.02
747,0.971,0.913,1.022
748,0.976,0.919,1.026
749,0.991,0.936,1.04
750,0.993,0.938,1.042
751,0.985,0.932,1.035
752,0.974,0.92,1.026
753,0.984,0.932,1.036
754,0.994,0.941,1.047
755,0.987,0.934,1.038
756,0.988,0.937,1.041
757,1.0,0.948,1.051
758,0.993,0.941,1.043
759,0.993,0.94,1.042
760,0.993,0.942,1.046
761,0.992,0.942,1.044
762,0.986,0.938,1.036
763,0.991,0.942,1.041
764,0.995,0.945,1.046
765,0.985,0.934,1.036
766,0.991,0.939,1.041
767,0.983,0.931,1.036
768,0.985,0.935,1.037
769,0.986,0.937,1.037
770,0.984,0.934,1.035
771,0.985,0.934,1.036
772,0.973,0.924,1.025
773,0.975,0.924,1.029
774,0.98,0.93,1.03
775,0.988,0.939,1.037
776,0.99,0.94,1.042
777,0.997,0.948,1.049
778,0.992,0.941,1.042
779,0.982,0.929,1.033
780,0.977,0.925,1.027
781,0.978,0.927,1.029
782,0.976,0.924,1.028
783,0.981,0.933,1.03
784,0.985,0.935,1.036
785,0.983,0.93,1.035
786,0.982,0.93,1.032
787,0.972,0.923,1.023
788,0.977,0.928,1.026
789,0.968,0.918,1.019
790,0.973,0.922,1.027
791,0.965,0.914,1.021
792,0.963,0.911,1.017
793,0.96,0.909,1.015
794,0.96,0.908,1.014
795,0.974,0.919,1.027
796,0.976,0.925,1.026
797,0.983,0.931,1.036
798,0.991,0.939,1.044
799,0.99,0.94,1.042
800,0.991,0.939,1.043
801,1.001,0.945,1.052
802,0.996,0.944,1.047
803,0.998,0.948,1.05
804,1.003,0.952,1.054
805,1.001,0.949,1.051
806,1.012,0.961,1.062
807,1.017,0.965,1.069
808,1.014,0.963,1.065
809,1.007,0.957,1.056
810,0.998,0.947,1.047
811,0.998,0.95,1.045
812,0.997,0.948,1.047
813,0.997,0.949,1.047
814,1.012,0.962,1.061
815,1.012,0.961,1.062
816,1.01,0.959,1.058
817,1.019,0.966,1.071
818,1.02,0.97,1.07
819,1.026,0.975,1.081
820,1.018,0.967,1.073
821,1.021,0.971,1.073
822,1.004,0.952,1.054
823,0.986,0.935,1.037
824,0.978,0.926,1.028
825,0.978,0.926,1.029
826,0.976,0.923,1.025
827,0.974,0.923,1.025
828,0.969,0.916,1.019
829,0.973,0.921,1.025
830,0.976,0.924,1.027
831,0.97,0.92,1.021
832,0.978,0.926,1.029
833,0.973,0.919,1.024
834,0.973,0.919,1.026
835,0.961,0.907,1.014
836,0.961,0.907,1.015
837,0.963,0.912,1.016
838,0.958,0.909,1.009
839,0.944,0.896,0.993
840,0.946,0.898,0.995
841,0.948,0.898,0.999
842,0.953,0.906,1.005
843,0.96,0.912,1.01
844,0.956,0.91,1.007
845,0.961,0.915,1.014
846,0.967,0.919,1.02
847,0.965,0.918,1.018
848,0.967,0.918,1.019
849,0.974,0.925,1.026
850,0.973,0.923,1.025
851,0.978,0.925,1.03
852,0.985,0.931,1.038
853,0.986,0.934,1.039
854,0.989,0.937,1.043
855,0.996,0.943,1.05
856,1.003,0.948,1.057
857,0.998,0.946,1.052
858,0.991,0.939,1.044
859,0.984,0.934,1.038
860,0.986,0.935,1.039
861,0.985,0.932,1.036
862,0.978,0.924,1.027
863,0.983,0.931,1.033
864,0.993,0.939,1.044
865,1.008,0.955,1.058
866,0.996,0.94,1.047
867,0.994,0.938,1.046
868,0.98,0.926,1.029
869,0.972,0.916,1.02
870,0.967,0.913,1.014
871,0.96,0.907,1.006
872,0.948,0.894,0.995
873,0.949,0.897,0.994
874,0.943,0.89,0.989
875,0.932,0.881,0.979
876,0.938,0.888,0.984
877,0.941,0.891,0.989
878,0.936,0.886,0.984
879,0.938,0.886,0.986
880,0.932,0.881,0.98
881,0.939,0.886,0.989
882,0.944,0.892,0.993
883,0.945,0.894,0.996
884,0.953,0.901,1.002
885,0.955,0.905,1.005
886,0.948,0.898,0.997
887,0.926,0.875,0.976
888,0.919,0.87,0.969
889,0.919,0.869,0.969
890,0.927,0.878,0.976
891,0.922,0.874,0.97
892,0.913,0.865,0.961
893,0.91,0.863,0.958
894,0.903,0.855,0.952
895,0.896,0.849,0.945
896,0.901,0.853,0.952
897,0.905,0.858,0.956
898,0.896,0.851,0.947
899,0.885,0.84,0.935
900,0.894,0.847,0.946
901,0.897,0.854,0.949
902,0.903,0.858,0.953
903,0.9,0.856,0.951
904,0.903,0.856,0.954
905,0.907,0.861,0.955
906,0.906,0.861,0.955
907,0.908,0.863,0.955
908,0.896,0.85,0.942
909,0.897,0.85,0.944
910,0.895,0.846,0.945
911,0.88,0.833,0.929
912,0.882,0.834,0.931
913,0.895,0.845,0.942
914,0.909,0.859,0.958
915,0.911,0.864,0.962
916,0.922,0.875,0.971
917,0.92,0.873,0.971
918,0.925,0.878,0.978
919,0.932,0.884,0.986
920,0.93,0.881,0.982
921,0.936,0.886,0.987
922,0.936,0.884,0.986
923,0.944,0.893,0.993
924,0.948,0.897,0.999
925,0.947,0.896,0.997
926,0.95,0.898,1.0
927,0.938,0.889,0.987
928,0.937,0.887,0.986
929,0.942,0.894,0.992
930,0.94,0.894,0.991
931,0.943,0.895,0.993
932,0.943,0.896,0.993
933,0.941,0.893,0.993
934,0.945,0.896,0.995
935,0.951,0.9,1.003
936,0.95,0.9,1.001
937,0.947,0.896,0.998
938,0.947,0.895,0.997
939,0.95,0.901,1.003
940,0.954,0.904,1.006
941,0.958,0.906,1.01
942,0.962,0.91,1.016
943,0.95,0.898,1.005
944,0.958,0.907,1.011
945,0.956,0.906,1.008
946,0.95,0.897,1.0
947,0.95,0.899,1.002
948,0.95,0.898,1.001
949,0.94,0.888,0.99
950,0.943,0.892,0.995
951,0.945,0.896,0.994
952,0.935,0.886,0.986
953,0.935,0.887,0.986
954,0.921,0.874,0.971
955,0.93,0.882,0.98
956,0.938,0.89,0.989
957,0.94,0.891,0.992
958,0.945,0.896,0.996
959,0.945,0.895,0.995
960,0.939,0.892,0.989
961,0.938,0.892,0.987
962,0.935,0.888,0.984
963,0.944,0.892,0.993
964,0.953,0.903,1.004
965,0.958,0.906,1.008
966,0.965,0.911,1.015
967,0.952,0.896,1.002
968,0.954,0.901,1.005
969,0.933,0.881,0.981
970,0.928,0.876,0.977
971,0.93,0.878,0.978
972,0.93,0.876,0.981
973,0.933,0.881,0.982
974,0.94,0.888,0.991
975,0.934,0.883,0.985
976,0.935,0.883,0.984
977,0.929,0.877,0.976
978,0.928,0.876,0.976
979,0.928,0.878,0.98
980,0.927,0.875,0.978
981,0.934,0.882,0.983
982,0.917,0.866,0.967
983,0.915,0.864,0.966
984,0.914,0.864,0.966
985,0.916,0.866,0.965
986,0.922,0.871,0.972
987,0.915,0.866,0.965
988,0.923,0.874,0.973
989,0.925,0.875,0.976
990,0.931,0.881,0.984
991,0.93,0.879,0.983
992,0.924,0.872,0.975
993,0.93,0.88,0.983
994,0.921,0.871,0.973
995,0.922,0.874,0.971
996,0.925,0.875,0.975
997,0.922,0.871,0.973
