,average,q0025,q0975
87,0.828,0.769,0.885
88,0.833,0.776,0.89
89,0.843,0.785,0.898
90,0.838,0.78,0.895
91,0.835,0.775,0.891
92,0.84,0.78,0.897
93,0.852,0.793,0.91
94,0.848,0.79,0.907
95,0.845,0.789,0.903
96,0.859,0.803,0.917
97,0.865,0.809,0.922
98,0.864,0.81,0.924
99,0.861,0.804,0.919
100,0.843,0.789,0.902
101,0.844,0.788,0.9
102,0.844,0.787,0.902
103,0.843,0.786,0.903
104,0.833,0.776,0.894
105,0.835,0.777,0.895
106,0.831,0.772,0.892
107,0.838,0.777,0.896
108,0.839,0.779,0.898
109,0.846,0.787,0.902
110,0.852,0.792,0.908
111,0.857,0.798,0.913
112,0.851,0.793,0.907
113,0.857,0.798,0.913
114,0.861,0.801,0.918
115,0.853,0.793,0.911
116,0.864,0.804,0.924
117,0.862,0.803,0.923
118,0.858,0.801,0.917
119,0.866,0.807,0.928
120,0.869,0.809,0.929
121,0.872,0.815,0.931
122,0.879,0.82,0.936
123,0.876,0.819,0.935
124,0.884,0.827,0.943
125,0.889,0.832,0.947
126,0.886,0.828,0.946
127,0.887,0.831,0.945
128,0.89,0.833,0.946
129,0.889,0.833,0.945
130,0.895,0.838,0.951
131,0.892,0.835,0.947
132,0.89,0.833,0.945
133,0.902,0.845,0.957
134,0.897,0.839,0.952
135,0.904,0.847,0.96
136,0.902,0.846,0.955
137,0.897,0.84,0.952
138,0.899,0.843,0.954
139,0.905,0.851,0.958
140,0.903,0.848,0.956
141,0.897,0.841,0.95
142,0.908,0.854,0.962
143,0.896,0.842,0.949
144,0.904,0.853,0.96
145,0.902,0.847,0.955
146,0.899,0.848,0.953
147,0.902,0.849,0.958
148,0.891,0.837,0.945
149,0.896,0.841,0.952
150,0.893,0.84,0.948
151,0.905,0.851,0.962
152,0.901,0.846,0.958
153,0.897,0.842,0.954
154,0.899,0.844,0.954
155,0.904,0.85,0.96
156,0.907,0.853,0.963
157,0.903,0.848,0.958
158,0.888,0.834,0.943
159,0.883,0.825,0.94
160,0.887,0.83,0.943
161,0.885,0.829,0.942
162,0.87,0.815,0.927
163,0.859,0.805,0.916
164,0.852,0.799,0.911
165,0.846,0.793,0.903
166,0.853,0.796,0.908
167,0.848,0.792,0.904
168,0.856,0.798,0.913
169,0.847,0.788,0.901
170,0.838,0.78,0.893
171,0.832,0.775,0.887
172,0.828,0.77,0.883
173,0.83,0.773,0.885
174,0.823,0.766,0.878
175,0.818,0.762,0.873
176,0.817,0.759,0.872
177,0.804,0.744,0.86
178,0.805,0.745,0.861
179,0.811,0.752,0.867
180,0.81,0.753,0.867
181,0.808,0.75,0.86
182,0.813,0.755,0.864
183,0.821,0.761,0.876
184,0.828,0.77,0.881
185,0.833,0.774,0.887
186,0.818,0.761,0.873
187,0.823,0.764,0.877
188,0.833,0.774,0.889
189,0.841,0.783,0.897
190,0.843,0.788,0.9
191,0.847,0.79,0.905
192,0.849,0.793,0.906
193,0.849,0.791,0.905
194,0.851,0.793,0.905
195,0.856,0.796,0.913
196,0.867,0.809,0.923
197,0.881,0.823,0.937
198,0.886,0.827,0.942
199,0.884,0.824,0.941
200,0.885,0.827,0.945
201,0.89,0.83,0.947
202,0.892,0.83,0.95
203,0.906,0.845,0.965
204,0.911,0.849,0.971
205,0.911,0.851,0.971
206,0.908,0.848,0.966
207,0.911,0.853,0.968
208,0.909,0.849,0.967
209,0.913,0.852,0.971
210,0.915,0.854,0.973
211,0.9,0.84,0.958
212,0.898,0.838,0.956
213,0.897,0.837,0.957
214,0.9,0.842,0.958
215,0.908,0.85,0.966
216,0.903,0.846,0.962
217,0.898,0.84,0.958
218,0.898,0.841,0.959
219,0.895,0.838,0.955
220,0.884,0.826,0.943
221,0.879,0.824,0.94
222,0.882,0.827,0.943
223,0.876,0.82,0.936
224,0.871,0.813,0.929
225,0.864,0.807,0.922
226,0.869,0.814,0.928
227,0.852,0.797,0.91
228,0.847,0.794,0.907
229,0.824,0.77,0.882
230,0.822,0.766,0.881
231,0.833,0.776,0.89
232,0.832,0.776,0.889
233,0.845,0.79,0.901
234,0.843,0.786,0.9
235,0.84,0.784,0.897
236,0.838,0.781,0.896
237,0.841,0.786,0.9
238,0.835,0.781,0.891
239,0.83,0.777,0.885
240,0.827,0.774,0.886
241,0.832,0.778,0.89
242,0.828,0.776,0.887
243,0.832,0.778,0.89
244,0.829,0.773,0.886
245,0.829,0.774,0.886
246,0.832,0.777,0.888
247,0.829,0.772,0.887
248,0.832,0.775,0.891
249,0.839,0.782,0.898
250,0.83,0.775,0.888
251,0.819,0.765,0.877
252,0.827,0.77,0.886
253,0.829,0.772,0.89
254,0.832,0.779,0.889
255,0.828,0.775,0.889
256,0.823,0.77,0.88
257,0.836,0.781,0.894
258,0.824,0.767,0.884
259,0.831,0.777,0.891
260,0.824,0.766,0.881
261,0.826,0.768,0.884
262,0.819,0.759,0.878
263,0.817,0.758,0.875
264,0.804,0.747,0.862
265,0.811,0.756,0.866
266,0.815,0.758,0.871
267,0.814,0.76,0.868
268,0.808,0.751,0.863
269,0.82,0.767,0.872
270,0.827,0.771,0.881
271,0.834,0.781,0.888
272,0.827,0.772,0.881
273,0.84,0.786,0.893
274,0.847,0.789,0.9
275,0.841,0.786,0.893
276,0.843,0.789,0.894
277,0.836,0.779,0.888
278,0.835,0.781,0.89
279,0.843,0.786,0.899
280,0.835,0.78,0.892
281,0.836,0.78,0.892
282,0.843,0.787,0.897
283,0.859,0.8,0.916
284,0.857,0.798,0.914
285,0.852,0.795,0.908
286,0.855,0.797,0.911
287,0.845,0.786,0.901
288,0.855,0.798,0.911
289,0.855,0.8,0.911
290,0.854,0.799,0.914
291,0.863,0.807,0.924
292,0.857,0.8,0.915
293,0.863,0.807,0.925
294,0.866,0.809,0.923
295,0.865,0.806,0.925
296,0.867,0.81,0.928
297,0.868,0.81,0.93
298,0.868,0.812,0.928
299,0.878,0.821,0.937
300,0.878,0.823,0.937
301,0.88,0.825,0.939
302,0.886,0.833,0.946
303,0.892,0.838,0.953
304,0.902,0.848,0.965
305,0.899,0.842,0.959
306,0.915,0.857,0.974
307,0.912,0.853,0.97
308,0.901,0.842,0.96
309,0.895,0.837,0.953
310,0.906,0.847,0.965
311,0.91,0.85,0.968
312,0.888,0.829,0.943
313,0.9,0.842,0.956
314,0.905,0.847,0.959
315,0.91,0.852,0.964
316,0.901,0.842,0.955
317,0.891,0.833,0.944
318,0.901,0.843,0.955
319,0.899,0.843,0.954
320,0.902,0.843,0.958
321,0.894,0.836,0.947
322,0.889,0.834,0.944
323,0.884,0.828,0.937
324,0.887,0.831,0.943
325,0.893,0.838,0.948
326,0.897,0.84,0.953
327,0.886,0.832,0.945
328,0.88,0.827,0.941
329,0.888,0.832,0.951
330,0.897,0.84,0.959
331,0.908,0.85,0.967
332,0.898,0.842,0.958
333,0.912,0.854,0.973
334,0.913,0.853,0.973
335,0.908,0.851,0.966
336,0.903,0.846,0.964
337,0.904,0.846,0.963
338,0.896,0.838,0.955
339,0.899,0.843,0.961
340,0.904,0.848,0.965
341,0.902,0.847,0.962
342,0.906,0.848,0.967
343,0.914,0.855,0.975
344,0.912,0.853,0.973
345,0.92,0.859,0.978
346,0.927,0.867,0.987
347,0.933,0.871,0.994
348,0.923,0.861,0.981
349,0.927,0.863,0.983
350,0.929,0.864,0.987
351,0.922,0.858,0.978
352,0.913,0.851,0.971
353,0.904,0.842,0.962
354,0.904,0.844,0.961
355,0.895,0.835,0.952
356,0.886,0.827,0.943
357,0.879,0.821,0.935
358,0.88,0.822,0.937
359,0.892,0.831,0.949
360,0.894,0.835,0.953
361,0.899,0.839,0.957
362,0.894,0.837,0.951
363,0.894,0.836,0.951
364,0.892,0.833,0.949
365,0.879,0.821,0.936
366,0.873,0.814,0.927
367,0.884,0.823,0.938
368,0.889,0.83,0.946
369,0.876,0.819,0.933
370,0.848,0.792,0.902
371,0.847,0.791,0.905
372,0.846,0.789,0.906
373,0.839,0.781,0.901
374,0.849,0.792,0.906
375,0.83,0.773,0.884
376,0.837,0.782,0.891
377,0.832,0.775,0.886
378,0.838,0.78,0.894
379,0.829,0.77,0.886
380,0.827,0.769,0.882
381,0.832,0.772,0.886
382,0.831,0.77,0.887
383,0.831,0.776,0.885
384,0.838,0.781,0.894
385,0.841,0.782,0.895
386,0.839,0.78,0.898
387,0.836,0.779,0.894
388,0.846,0.789,0.902
389,0.849,0.791,0.905
390,0.845,0.787,0.902
391,0.85,0.791,0.907
392,0.872,0.812,0.931
393,0.872,0.811,0.933
394,0.876,0.816,0.936
395,0.879,0.819,0.939
396,0.87,0.811,0.928
397,0.868,0.81,0.927
398,0.876,0.818,0.933
399,0.875,0.816,0.932
400,0.875,0.815,0.933
401,0.884,0.826,0.943
402,0.885,0.826,0.945
403,0.883,0.823,0.943
404,0.881,0.822,0.942
405,0.88,0.821,0.937
406,0.875,0.816,0.934
407,0.88,0.822,0.937
408,0.874,0.816,0.931
409,0.863,0.806,0.919
410,0.866,0.807,0.923
411,0.876,0.815,0.932
412,0.889,0.829,0.945
413,0.892,0.836,0.947
414,0.897,0.838,0.955
415,0.899,0.839,0.96
416,0.906,0.848,0.964
417,0.918,0.859,0.977
418,0.918,0.86,0.975
419,0.924,0.867,0.98
420,0.931,0.871,0.99
421,0.922,0.865,0.981
422,0.919,0.863,0.98
423,0.921,0.864,0.983
424,0.925,0.867,0.986
425,0.922,0.864,0.983
426,0.923,0.867,0.983
427,0.917,0.862,0.977
428,0.921,0.864,0.98
429,0.915,0.858,0.974
430,0.929,0.87,0.989
431,0.939,0.881,0.996
432,0.934,0.873,0.994
433,0.933,0.871,0.99
434,0.942,0.882,1.001
435,0.94,0.878,0.999
436,0.961,0.9,1.023
437,0.964,0.903,1.026
438,0.965,0.902,1.026
439,0.949,0.887,1.011
440,0.934,0.871,0.997
441,0.942,0.881,1.004
442,0.938,0.876,1.0
443,0.937,0.877,0.997
444,0.943,0.885,1.003
445,0.935,0.876,0.991
446,0.934,0.875,0.992
447,0.932,0.872,0.996
448,0.924,0.867,0.986
449,0.917,0.858,0.975
450,0.911,0.852,0.968
451,0.908,0.849,0.964
452,0.909,0.85,0.966
453,0.899,0.84,0.956
454,0.905,0.848,0.962
455,0.906,0.848,0.963
456,0.899,0.839,0.956
457,0.888,0.829,0.946
458,0.894,0.834,0.952
459,0.889,0.829,0.948
460,0.893,0.833,0.95
461,0.887,0.829,0.944
462,0.892,0.835,0.949
463,0.882,0.826,0.938
464,0.893,0.836,0.949
465,0.89,0.832,0.947
466,0.896,0.839,0.951
467,0.898,0.841,0.951
468,0.903,0.844,0.96
469,0.901,0.842,0.959
470,0.912,0.854,0.97
471,0.911,0.853,0.968
472,0.914,0.854,0.97
473,0.89,0.829,0.944
474,0.877,0.815,0.932
475,0.883,0.822,0.938
476,0.889,0.828,0.944
477,0.89,0.831,0.949
478,0.896,0.838,0.956
479,0.909,0.848,0.969
480,0.909,0.847,0.965
481,0.897,0.837,0.952
482,0.908,0.849,0.961
483,0.919,0.857,0.975
484,0.933,0.871,0.991
485,0.938,0.875,0.995
486,0.932,0.871,0.992
487,0.909,0.849,0.973
488,0.909,0.848,0.97
489,0.903,0.845,0.964
490,0.907,0.848,0.967
491,0.903,0.844,0.965
492,0.901,0.845,0.96
493,0.896,0.839,0.957
494,0.888,0.831,0.946
495,0.868,0.809,0.928
496,0.877,0.818,0.937
497,0.875,0.82,0.935
498,0.88,0.824,0.942
499,0.887,0.828,0.947
500,0.894,0.838,0.955
501,0.886,0.832,0.944
502,0.89,0.832,0.946
503,0.891,0.833,0.952
504,0.875,0.817,0.937
505,0.867,0.81,0.929
506,0.879,0.82,0.94
507,0.886,0.831,0.945
508,0.885,0.828,0.942
509,0.876,0.818,0.935
510,0.88,0.821,0.938
511,0.878,0.821,0.936
512,0.883,0.826,0.94
513,0.884,0.825,0.94
514,0.899,0.84,0.955
515,0.899,0.84,0.955
516,0.904,0.844,0.961
517,0.901,0.84,0.958
518,0.902,0.842,0.958
519,0.9,0.84,0.959
520,0.891,0.832,0.95
521,0.908,0.846,0.966
522,0.897,0.837,0.955
523,0.905,0.846,0.962
524,0.906,0.845,0.962
525,0.908,0.848,0.964
526,0.909,0.848,0.965
527,0.899,0.839,0.955
528,0.909,0.847,0.963
529,0.907,0.847,0.965
530,0.9,0.837,0.958
531,0.893,0.831,0.951
532,0.891,0.829,0.947
533,0.902,0.838,0.957
534,0.902,0.842,0.96
535,0.914,0.854,0.972
536,0.922,0.863,0.981
537,0.925,0.863,0.985
538,0.923,0.863,0.978
539,0.924,0.862,0.983
540,0.928,0.868,0.986
541,0.922,0.864,0.983
542,0.907,0.849,0.968
543,0.905,0.846,0.965
544,0.903,0.844,0.96
545,0.903,0.844,0.96
546,0.899,0.841,0.957
547,0.908,0.849,0.967
548,0.91,0.851,0.968
549,0.908,0.847,0.965
550,0.904,0.845,0.961
551,0.907,0.849,0.967
552,0.909,0.852,0.968
553,0.914,0.855,0.976
554,0.907,0.851,0.968
555,0.909,0.855,0.967
556,0.926,0.871,0.986
557,0.927,0.872,0.987
558,0.923,0.866,0.986
559,0.922,0.864,0.984
560,0.909,0.853,0.971
561,0.915,0.858,0.979
562,0.904,0.847,0.965
563,0.907,0.851,0.97
564,0.91,0.852,0.973
565,0.907,0.85,0.968
566,0.904,0.845,0.963
567,0.89,0.834,0.949
568,0.887,0.831,0.945
569,0.881,0.824,0.939
570,0.889,0.83,0.947
571,0.873,0.815,0.931
572,0.874,0.816,0.931
573,0.86,0.804,0.917
574,0.845,0.787,0.9
575,0.862,0.808,0.918
576,0.867,0.812,0.924
577,0.873,0.818,0.933
578,0.861,0.806,0.918
579,0.861,0.807,0.917
580,0.869,0.814,0.925
581,0.86,0.807,0.917
582,0.869,0.813,0.926
583,0.878,0.821,0.934
584,0.875,0.821,0.933
585,0.871,0.816,0.928
586,0.874,0.819,0.931
587,0.871,0.814,0.926
588,0.876,0.818,0.93
589,0.875,0.819,0.931
590,0.873,0.818,0.926
591,0.874,0.818,0.929
592,0.885,0.829,0.941
593,0.882,0.827,0.935
594,0.887,0.831,0.942
595,0.886,0.831,0.941
596,0.901,0.847,0.959
597,0.898,0.845,0.958
598,0.893,0.839,0.95
599,0.895,0.838,0.952
600,0.89,0.834,0.946
601,0.895,0.839,0.95
602,0.9,0.844,0.957
603,0.9,0.846,0.957
604,0.892,0.837,0.949
605,0.892,0.836,0.95
606,0.898,0.843,0.954
607,0.894,0.841,0.949
608,0.875,0.823,0.93
609,0.87,0.814,0.925
610,0.873,0.819,0.928
611,0.872,0.819,0.925
612,0.871,0.818,0.927
613,0.873,0.819,0.931
614,0.876,0.82,0.935
615,0.87,0.815,0.927
616,0.863,0.805,0.921
617,0.868,0.809,0.927
618,0.868,0.809,0.923
619,0.862,0.804,0.918
620,0.874,0.815,0.932
621,0.867,0.808,0.925
622,0.884,0.823,0.943
623,0.891,0.831,0.949
624,0.887,0.826,0.945
625,0.89,0.831,0.95
626,0.901,0.841,0.959
627,0.893,0.83,0.949
628,0.887,0.829,0.945
629,0.888,0.829,0.946
630,0.891,0.832,0.951
631,0.9,0.841,0.958
632,0.912,0.854,0.973
633,0.911,0.852,0.971
634,0.919,0.857,0.978
635,0.926,0.862,0.986
636,0.925,0.864,0.987
637,0.915,0.852,0.975
638,0.898,0.837,0.956
639,0.906,0.846,0.964
640,0.901,0.841,0.959
641,0.887,0.827,0.945
642,0.886,0.825,0.946
643,0.883,0.821,0.941
644,0.896,0.834,0.952
645,0.893,0.828,0.952
646,0.884,0.824,0.94
647,0.888,0.827,0.943
648,0.888,0.828,0.943
649,0.9,0.842,0.957
650,0.89,0.832,0.949
651,0.886,0.829,0.947
652,0.892,0.832,0.952
653,0.887,0.828,0.947
654,0.875,0.819,0.937
655,0.865,0.808,0.926
656,0.852,0.794,0.912
657,0.847,0.791,0.906
658,0.844,0.79,0.9
659,0.846,0.789,0.902
660,0.845,0.787,0.901
661,0.835,0.778,0.892
662,0.834,0.775,0.892
663,0.827,0.772,0.884
664,0.836,0.782,0.892
665,0.823,0.767,0.881
666,0.818,0.764,0.876
667,0.814,0.758,0.873
668,0.82,0.762,0.876
669,0.821,0.764,0.877
670,0.8,0.746,0.854
671,0.796,0.741,0.849
672,0.799,0.745,0.848
673,0.794,0.74,0.846
674,0.805,0.75,0.859
675,0.808,0.753,0.862
676,0.815,0.762,0.868
677,0.821,0.767,0.874
678,0.836,0.782,0.889
679,0.841,0.784,0.895
680,0.832,0.776,0.888
681,0.826,0.77,0.882
682,0.826,0.772,0.885
683,0.831,0.776,0.888
684,0.834,0.779,0.892
685,0.84,0.786,0.898
686,0.848,0.794,0.906
687,0.846,0.791,0.903
688,0.844,0.785,0.902
689,0.842,0.782,0.901
690,0.851,0.789,0.909
691,0.856,0.798,0.913
692,0.854,0.795,0.911
693,0.854,0.798,0.908
694,0.86,0.806,0.916
695,0.86,0.806,0.916
696,0.865,0.809,0.921
697,0.862,0.804,0.918
698,0.875,0.817,0.931
699,0.87,0.813,0.926
700,0.868,0.809,0.923
701,0.876,0.814,0.933
702,0.876,0.817,0.933
703,0.862,0.805,0.917
704,0.86,0.801,0.917
705,0.855,0.797,0.911
706,0.855,0.797,0.912
707,0.849,0.793,0.905
708,0.85,0.794,0.903
709,0.858,0.799,0.91
710,0.862,0.805,0.916
711,0.868,0.808,0.924
712,0.867,0.806,0.921
713,0.877,0.817,0.934
714,0.886,0.828,0.943
715,0.893,0.832,0.948
716,0.897,0.836,0.953
717,0.902,0.842,0.958
718,0.914,0.855,0.976
719,0.913,0.855,0.976
720,0.922,0.865,0.982
721,0.916,0.857,0.975
722,0.92,0.863,0.977
723,0.92,0.861,0.979
724,0.92,0.86,0.978
725,0.921,0.862,0.979
726,0.905,0.847,0.962
727,0.913,0.856,0.97
728,0.911,0.855,0.968
729,0.918,0.862,0.974
730,0.915,0.858,0.969
731,0.903,0.848,0.96
732,0.906,0.851,0.962
733,0.909,0.855,0.967
734,0.893,0.84,0.949
735,0.893,0.837,0.947
736,0.878,0.822,0.933
737,0.891,0.834,0.947
738,0.893,0.836,0.948
739,0.903,0.847,0.959
740,0.893,0.834,0.948
741,0.893,0.832,0.949
742,0.889,0.829,0.946
743,0.897,0.838,0.953
744,0.887,0.83,0.943
745,0.901,0.844,0.957
746,0.914,0.856,0.972
747,0.911,0.852,0.968
748,0.905,0.842,0.963
749,0.914,0.852,0.971
750,0.918,0.856,0.975
751,0.918,0.855,0.974
752,0.918,0.857,0.974
753,0.913,0.852,0.97
754,0.915,0.855,0.972
755,0.914,0.856,0.97
756,0.903,0.845,0.961
757,0.898,0.842,0.952
758,0.9,0.844,0.952
759,0.892,0.838,0.945
760,0.879,0.826,0.933
761,0.886,0.833,0.941
762,0.895,0.84,0.951
763,0.894,0.841,0.949
764,0.902,0.847,0.958
765,0.902,0.848,0.957
766,0.9,0.845,0.954
767,0.895,0.84,0.951
768,0.882,0.826,0.939
769,0.877,0.823,0.935
770,0.874,0.82,0.929
771,0.865,0.811,0.92
772,0.865,0.81,0.92
773,0.877,0.82,0.935
774,0.876,0.823,0.935
775,0.876,0.822,0.934
776,0.867,0.811,0.926
777,0.879,0.823,0.939
778,0.879,0.823,0.94
779,0.875,0.819,0.934
780,0.883,0.828,0.94
781,0.879,0.821,0.938
782,0.879,0.823,0.936
783,0.869,0.813,0.926
784,0.877,0.819,0.937
785,0.877,0.821,0.936
786,0.863,0.806,0.921
787,0.855,0.798,0.912
788,0.869,0.811,0.927
789,0.872,0.815,0.932
790,0.868,0.812,0.929
791,0.866,0.809,0.928
792,0.852,0.795,0.913
793,0.848,0.793,0.907
794,0.856,0.798,0.913
795,0.852,0.796,0.91
796,0.852,0.795,0.91
797,0.854,0.8,0.914
798,0.852,0.797,0.912
799,0.847,0.792,0.904
800,0.842,0.787,0.897
801,0.858,0.804,0.915
802,0.846,0.793,0.9
803,0.857,0.802,0.911
804,0.855,0.803,0.909
805,0.851,0.796,0.905
806,0.868,0.813,0.922
807,0.862,0.807,0.915
808,0.863,0.807,0.917
809,0.863,0.806,0.918
810,0.865,0.81,0.921
811,0.862,0.805,0.916
812,0.874,0.817,0.928
813,0.88,0.824,0.935
814,0.883,0.828,0.938
815,0.892,0.833,0.946
816,0.885,0.827,0.939
817,0.882,0.825,0.933
818,0.89,0.833,0.946
819,0.882,0.826,0.937
820,0.885,0.828,0.942
821,0.89,0.831,0.947
822,0.881,0.822,0.938
823,0.874,0.816,0.932
824,0.875,0.814,0.932
825,0.877,0.816,0.935
826,0.871,0.809,0.929
827,0.876,0.816,0.932
828,0.876,0.814,0.932
829,0.879,0.816,0.936
830,0.882,0.819,0.941
831,0.865,0.803,0.925
832,0.871,0.812,0.928
833,0.868,0.806,0.928
834,0.871,0.811,0.929
835,0.87,0.812,0.929
836,0.87,0.815,0.931
837,0.878,0.82,0.937
838,0.876,0.817,0.936
839,0.886,0.829,0.945
840,0.889,0.831,0.949
841,0.885,0.827,0.946
842,0.895,0.838,0.955
843,0.891,0.832,0.952
844,0.889,0.831,0.95
845,0.893,0.835,0.955
846,0.889,0.834,0.951
847,0.894,0.837,0.956
848,0.904,0.849,0.964
849,0.905,0.848,0.964
850,0.909,0.855,0.97
851,0.908,0.855,0.968
852,0.908,0.856,0.97
853,0.909,0.856,0.969
854,0.905,0.852,0.966
855,0.906,0.853,0.964
856,0.905,0.851,0.964
857,0.889,0.835,0.947
858,0.89,0.836,0.949
859,0.879,0.824,0.939
860,0.872,0.819,0.932
861,0.866,0.814,0.923
862,0.871,0.817,0.928
863,0.868,0.811,0.927
864,0.869,0.813,0.926
865,0.875,0.817,0.934
866,0.882,0.826,0.942
867,0.884,0.827,0.942
868,0.88,0.823,0.94
869,0.89,0.831,0.951
870,0.884,0.827,0.942
871,0.88,0.821,0.939
872,0.879,0.821,0.938
873,0.885,0.828,0.945
874,0.873,0.816,0.932
875,0.871,0.812,0.929
876,0.866,0.807,0.925
877,0.862,0.804,0.923
878,0.874,0.815,0.933
879,0.88,0.821,0.939
880,0.89,0.83,0.953
881,0.89,0.83,0.949
882,0.897,0.836,0.96
883,0.893,0.832,0.956
884,0.888,0.83,0.949
885,0.885,0.827,0.947
886,0.879,0.821,0.941
887,0.887,0.83,0.945
888,0.888,0.832,0.948
889,0.888,0.831,0.947
890,0.881,0.822,0.943
891,0.885,0.824,0.948
892,0.88,0.821,0.939
893,0.884,0.822,0.941
894,0.888,0.828,0.945
895,0.89,0.831,0.948
896,0.9,0.842,0.96
897,0.899,0.839,0.96
898,0.893,0.835,0.952
899,0.897,0.839,0.955
900,0.904,0.845,0.962
901,0.9,0.842,0.958
902,0.912,0.853,0.968
903,0.914,0.857,0.972
904,0.929,0.869,0.988
905,0.934,0.877,0.994
906,0.933,0.874,0.994
907,0.925,0.868,0.983
908,0.916,0.861,0.973
909,0.925,0.869,0.982
910,0.913,0.856,0.967
911,0.922,0.868,0.978
912,0.911,0.857,0.97
913,0.912,0.858,0.966
914,0.915,0.861,0.969
915,0.924,0.87,0.978
916,0.936,0.88,0.992
917,0.934,0.876,0.991
918,0.941,0.883,1.0
919,0.944,0.888,1.003
920,0.936,0.88,0.992
921,0.931,0.874,0.989
922,0.92,0.866,0.978
923,0.912,0.858,0.969
924,0.925,0.869,0.983
925,0.926,0.866,0.987
926,0.929,0.871,0.986
927,0.935,0.875,0.991
928,0.931,0.874,0.988
929,0.935,0.874,0.993
930,0.939,0.88,0.997
931,0.931,0.874,0.988
932,0.943,0.886,1.001
933,0.943,0.887,1.002
934,0.95,0.892,1.006
935,0.956,0.897,1.012
936,0.951,0.893,1.007
937,0.944,0.885,1.002
938,0.932,0.872,0.987
939,0.928,0.868,0.983
940,0.926,0.867,0.98
941,0.937,0.876,0.993
942,0.939,0.879,0.996
943,0.924,0.867,0.984
944,0.929,0.872,0.991
945,0.925,0.87,0.985
946,0.921,0.867,0.982
947,0.923,0.868,0.984
948,0.914,0.856,0.975
949,0.914,0.856,0.973
950,0.916,0.86,0.974
951,0.914,0.857,0.971
952,0.907,0.851,0.962
953,0.905,0.85,0.961
954,0.903,0.848,0.961
955,0.908,0.853,0.967
956,0.891,0.835,0.948
957,0.902,0.846,0.959
958,0.905,0.849,0.96
959,0.895,0.841,0.949
960,0.887,0.831,0.944
961,0.887,0.835,0.943
962,0.887,0.831,0.946
963,0.879,0.826,0.938
964,0.873,0.818,0.929
965,0.864,0.809,0.919
966,0.865,0.811,0.921
967,0.859,0.804,0.914
968,0.858,0.804,0.914
969,0.867,0.812,0.922
970,0.877,0.823,0.934
971,0.876,0.824,0.934
972,0.891,0.835,0.949
973,0.891,0.835,0.948
974,0.889,0.832,0.946
975,0.885,0.828,0.943
976,0.887,0.831,0.947
977,0.879,0.819,0.939
978,0.871,0.815,0.934
979,0.871,0.816,0.933
980,0.871,0.814,0.93
981,0.867,0.81,0.925
982,0.865,0.806,0.923
983,0.86,0.801,0.917
984,0.873,0.814,0.93
985,0.879,0.822,0.937
986,0.875,0.816,0.933
987,0.884,0.826,0.942
988,0.894,0.836,0.953
989,0.896,0.84,0.955
990,0.89,0.831,0.948
991,0.887,0.829,0.945
992,0.89,0.83,0.95
993,0.888,0.83,0.943
994,0.884,0.823,0.94
995,0.89,0.831,0.947
996,0.892,0.833,0.949
997,0.892,0.835,0.949
