,average,q0025,q0975
132,0.827,0.628,1.039
133,0.815,0.627,1.028
134,0.777,0.589,0.979
135,0.802,0.602,1.016
136,0.802,0.602,1.014
137,0.777,0.577,0.977
138,0.765,0.566,0.963
139,0.765,0.576,0.977
140,0.79,0.601,0.991
141,0.84,0.652,1.052
142,0.865,0.664,1.069
143,0.89,0.689,1.1
144,0.89,0.692,1.093
145,0.878,0.69,1.076
146,0.89,0.701,1.093
147,0.878,0.679,1.078
148,0.89,0.701,1.089
149,0.953,0.752,1.157
150,1.015,0.802,1.242
151,0.953,0.762,1.176
152,0.928,0.74,1.145
153,0.84,0.664,1.04
154,0.852,0.674,1.051
155,0.865,0.689,1.066
156,0.878,0.701,1.079
157,0.89,0.713,1.092
158,0.903,0.713,1.102
159,0.915,0.714,1.128
160,0.94,0.739,1.154
161,0.953,0.753,1.164
162,0.978,0.776,1.191
163,0.953,0.751,1.152
164,0.915,0.714,1.116
165,0.878,0.677,1.088
166,0.865,0.665,1.066
167,0.878,0.69,1.089
168,0.89,0.69,1.093
169,0.915,0.725,1.128
170,0.903,0.702,1.118
171,0.915,0.714,1.14
172,0.878,0.678,1.088
173,0.89,0.69,1.113
174,0.878,0.689,1.091
175,0.852,0.651,1.069
176,0.827,0.628,1.042
177,0.802,0.615,1.005
178,0.765,0.565,0.977
179,0.815,0.602,1.029
180,0.802,0.601,1.004
181,0.827,0.626,1.028
182,0.878,0.664,1.089
183,0.878,0.664,1.089
184,0.953,0.738,1.163
185,0.89,0.678,1.102
186,0.928,0.727,1.143
187,0.965,0.764,1.203
188,0.928,0.726,1.143
189,0.89,0.689,1.106
190,0.89,0.689,1.105
191,0.89,0.701,1.114
192,0.928,0.727,1.153
193,0.928,0.727,1.153
194,0.953,0.752,1.178
195,0.965,0.753,1.191
196,0.953,0.752,1.166
197,0.965,0.764,1.178
198,0.928,0.726,1.142
199,0.99,0.778,1.208
200,0.953,0.752,1.182
201,0.965,0.764,1.192
202,0.953,0.752,1.179
203,1.015,0.802,1.244
204,0.953,0.751,1.166
205,0.953,0.74,1.175
206,0.953,0.751,1.169
207,0.928,0.728,1.144
208,0.915,0.727,1.129
209,0.94,0.751,1.154
210,0.915,0.715,1.129
211,0.903,0.713,1.115
212,0.94,0.737,1.165
213,0.928,0.726,1.143
214,0.878,0.677,1.091
215,0.878,0.678,1.091
216,0.89,0.689,1.116
217,0.827,0.627,1.053
218,0.802,0.626,1.014
219,0.752,0.575,0.954
220,0.765,0.576,0.967
221,0.802,0.602,1.014
222,0.827,0.625,1.029
223,0.852,0.64,1.054
224,0.815,0.615,1.005
225,0.878,0.676,1.08
226,0.865,0.663,1.067
227,0.865,0.664,1.076
228,0.865,0.652,1.078
229,0.852,0.651,1.066
230,0.827,0.638,1.032
231,0.777,0.589,0.978
232,0.752,0.565,0.951
233,0.715,0.539,0.903
234,0.677,0.513,0.865
235,0.627,0.463,0.813
236,0.652,0.476,0.828
237,0.652,0.477,0.827
238,0.74,0.554,0.93
239,0.702,0.515,0.888
240,0.727,0.539,0.917
241,0.702,0.538,0.891
242,0.727,0.553,0.917
243,0.702,0.529,0.89
244,0.69,0.514,0.866
245,0.715,0.529,0.901
246,0.727,0.539,0.914
247,0.752,0.564,0.94
248,0.752,0.563,0.941
249,0.74,0.54,0.941
250,0.69,0.501,0.88
251,0.702,0.514,0.889
252,0.69,0.501,0.878
253,0.702,0.513,0.89
254,0.727,0.538,0.916
255,0.715,0.538,0.903
256,0.74,0.539,0.929
257,0.79,0.59,0.99
258,0.84,0.638,1.04
259,0.89,0.678,1.102
260,0.89,0.688,1.094
261,0.903,0.69,1.105
262,0.903,0.701,1.115
263,0.915,0.715,1.128
264,0.928,0.716,1.141
265,0.915,0.713,1.129
266,0.915,0.701,1.127
267,0.915,0.7,1.129
268,0.89,0.677,1.104
269,0.903,0.702,1.115
270,0.827,0.627,1.039
271,0.802,0.602,1.002
272,0.815,0.615,1.006
273,0.827,0.638,1.027
274,0.84,0.638,1.03
275,0.827,0.627,1.016
276,0.852,0.652,1.042
277,0.89,0.701,1.091
278,0.903,0.703,1.115
279,0.94,0.74,1.156
280,0.915,0.715,1.13
281,0.928,0.738,1.144
282,0.965,0.765,1.19
283,0.928,0.728,1.142
284,0.915,0.714,1.127
285,0.928,0.727,1.141
286,0.953,0.739,1.164
287,0.915,0.714,1.117
288,0.878,0.678,1.079
289,0.89,0.69,1.091
290,0.84,0.651,1.03
291,0.852,0.665,1.041
292,0.878,0.69,1.077
293,0.89,0.701,1.09
294,0.878,0.69,1.079
295,0.878,0.691,1.077
296,0.865,0.679,1.064
297,0.852,0.666,1.042
298,0.865,0.678,1.054
299,0.865,0.666,1.066
300,0.89,0.702,1.081
301,0.852,0.665,1.052
302,0.878,0.679,1.078
303,0.802,0.615,0.989
304,0.79,0.614,0.979
305,0.79,0.603,0.989
306,0.765,0.589,0.94
307,0.727,0.55,0.902
308,0.715,0.54,0.889
309,0.715,0.539,0.89
310,0.765,0.578,0.941
311,0.815,0.626,1.003
312,0.79,0.602,0.978
313,0.79,0.602,0.978
314,0.815,0.614,1.001
315,0.777,0.579,0.968
316,0.79,0.591,0.977
317,0.827,0.627,1.015
318,0.878,0.677,1.078
319,0.928,0.714,1.128
320,0.928,0.715,1.128
321,0.928,0.715,1.128
322,0.94,0.726,1.151
323,0.965,0.74,1.178
324,0.928,0.713,1.132
325,0.965,0.742,1.178
326,1.015,0.792,1.238
327,1.041,0.815,1.265
328,1.041,0.813,1.264
329,1.091,0.854,1.306
330,1.116,0.888,1.34
331,1.128,0.902,1.354
332,1.078,0.852,1.303
333,1.141,0.915,1.376
334,1.128,0.891,1.366
335,1.166,0.929,1.391
336,1.166,0.929,1.39
337,1.153,0.926,1.379
338,1.204,0.966,1.442
339,1.229,0.989,1.456
340,1.204,0.966,1.442
341,1.229,0.979,1.457
342,1.241,1.001,1.466
343,1.216,0.965,1.44
344,1.178,0.941,1.412
345,1.141,0.904,1.37
346,1.166,0.916,1.403
347,1.191,0.941,1.428
348,1.178,0.929,1.428
349,1.141,0.9,1.379
350,1.141,0.903,1.366
351,1.153,0.915,1.39
352,1.091,0.853,1.315
353,1.091,0.864,1.306
354,1.041,0.816,1.257
355,1.053,0.827,1.27
356,1.053,0.825,1.277
357,1.053,0.816,1.277
358,1.015,0.788,1.251
359,1.041,0.815,1.276
360,1.015,0.8,1.24
361,1.078,0.852,1.304
362,1.103,0.889,1.339
363,1.128,0.913,1.356
364,1.128,0.901,1.355
365,1.204,0.966,1.451
366,1.204,0.976,1.441
367,1.191,0.952,1.429
368,1.266,1.039,1.516
369,1.241,1.015,1.48
370,1.266,1.038,1.51
371,1.279,1.04,1.528
372,1.266,1.039,1.518
373,1.266,1.04,1.517
374,1.266,1.028,1.524
375,1.304,1.066,1.554
376,1.279,1.029,1.53
377,1.291,1.051,1.544
378,1.291,1.052,1.552
379,1.291,1.051,1.552
380,1.241,1.004,1.491
381,1.266,1.028,1.506
382,1.229,0.978,1.465
383,1.254,1.004,1.504
384,1.216,0.977,1.455
385,1.166,0.928,1.412
386,1.191,0.953,1.441
387,1.178,0.941,1.428
388,1.128,0.89,1.365
389,1.053,0.829,1.278
390,0.953,0.751,1.166
391,0.94,0.727,1.154
392,0.94,0.74,1.156
393,0.94,0.74,1.143
394,0.915,0.715,1.126
395,0.928,0.739,1.14
396,0.953,0.753,1.178
397,0.94,0.74,1.158
398,0.915,0.726,1.127
399,0.852,0.665,1.053
400,0.89,0.702,1.091
401,0.89,0.689,1.093
402,0.878,0.678,1.079
403,0.84,0.653,1.029
404,0.815,0.638,1.007
405,0.827,0.639,1.028
406,0.84,0.639,1.042
407,0.865,0.665,1.079
408,0.852,0.652,1.066
409,0.865,0.666,1.078
410,0.878,0.677,1.09
411,0.865,0.665,1.068
412,0.865,0.676,1.067
413,0.852,0.652,1.054
414,0.84,0.64,1.054
415,0.84,0.65,1.053
416,0.84,0.651,1.051
417,0.815,0.626,1.018
418,0.74,0.563,0.941
419,0.74,0.563,0.928
420,0.727,0.551,0.917
421,0.715,0.539,0.902
422,0.727,0.551,0.926
423,0.752,0.577,0.941
424,0.79,0.601,0.98
425,0.815,0.627,1.017
426,0.815,0.628,1.015
427,0.878,0.688,1.092
428,0.865,0.665,1.078
429,0.903,0.702,1.116
430,0.928,0.716,1.143
431,1.003,0.79,1.228
432,1.041,0.815,1.267
433,0.99,0.778,1.217
434,1.041,0.828,1.268
435,1.015,0.802,1.241
436,0.99,0.778,1.215
437,1.053,0.841,1.288
438,1.066,0.852,1.304
439,1.153,0.939,1.407
440,1.166,0.94,1.421
441,1.166,0.942,1.417
442,1.128,0.917,1.379
443,1.166,0.963,1.417
444,1.166,0.953,1.416
445,1.204,0.992,1.451
446,1.191,0.991,1.442
447,1.241,1.027,1.491
448,1.241,1.016,1.478
449,1.166,0.954,1.407
450,1.153,0.94,1.406
451,1.178,0.976,1.441
452,1.166,0.954,1.426
453,1.141,0.928,1.39
454,1.116,0.914,1.356
455,1.041,0.839,1.265
456,1.015,0.816,1.232
457,1.003,0.804,1.217
458,0.953,0.753,1.152
459,0.94,0.741,1.165
460,0.903,0.704,1.127
461,0.903,0.711,1.117
462,0.865,0.676,1.078
463,0.89,0.691,1.103
464,0.827,0.639,1.028
465,0.852,0.664,1.055
466,0.84,0.652,1.05
467,0.865,0.677,1.077
468,0.827,0.639,1.03
469,0.815,0.628,1.016
470,0.815,0.627,1.016
471,0.777,0.589,0.978
472,0.777,0.589,0.977
473,0.79,0.602,0.99
474,0.777,0.588,0.976
475,0.815,0.614,1.015
476,0.802,0.601,1.003
477,0.802,0.591,1.016
478,0.802,0.6,1.003
479,0.777,0.576,0.977
480,0.815,0.602,1.016
481,0.827,0.614,1.027
482,0.84,0.627,1.042
483,0.852,0.639,1.057
484,0.815,0.603,1.015
485,0.852,0.64,1.053
486,0.852,0.649,1.051
487,0.878,0.665,1.09
488,0.865,0.653,1.077
489,0.865,0.652,1.065
490,0.928,0.702,1.128
491,0.99,0.765,1.201
492,1.128,0.889,1.366
493,1.153,0.915,1.393
494,1.128,0.892,1.376
495,1.166,0.929,1.416
496,1.191,0.953,1.443
497,1.178,0.955,1.418
498,1.204,0.981,1.444
499,1.204,0.981,1.444
500,1.191,0.976,1.441
501,1.153,0.939,1.396
502,1.103,0.893,1.339
503,1.153,0.938,1.393
504,1.166,0.943,1.405
505,1.128,0.905,1.369
506,1.128,0.905,1.365
507,1.128,0.903,1.368
508,1.141,0.928,1.38
509,1.153,0.94,1.395
510,1.166,0.952,1.407
511,1.141,0.926,1.37
512,1.116,0.903,1.352
513,1.066,0.866,1.293
514,1.041,0.851,1.267
515,1.003,0.802,1.231
516,0.965,0.764,1.189
517,0.94,0.751,1.154
518,0.94,0.751,1.155
519,0.84,0.653,1.041
520,0.84,0.651,1.04
521,0.802,0.616,1.002
522,0.777,0.602,0.977
523,0.777,0.602,0.978
524,0.74,0.565,0.94
525,0.752,0.576,0.942
526,0.715,0.551,0.901
527,0.752,0.565,0.941
528,0.74,0.564,0.929
529,0.702,0.526,0.879
530,0.702,0.526,0.879
531,0.677,0.501,0.854
532,0.715,0.538,0.903
533,0.715,0.539,0.904
534,0.727,0.55,0.938
535,0.752,0.575,0.963
536,0.765,0.588,0.964
537,0.765,0.588,0.968
538,0.752,0.579,0.953
539,0.765,0.591,0.965
540,0.765,0.59,0.967
541,0.79,0.613,1.001
542,0.802,0.626,1.004
543,0.865,0.678,1.092
544,0.84,0.664,1.054
545,0.815,0.638,1.039
546,0.827,0.638,1.042
547,0.827,0.64,1.051
548,0.827,0.64,1.051
549,0.852,0.654,1.067
550,0.84,0.642,1.052
551,0.827,0.63,1.04
552,0.727,0.564,0.927
553,0.702,0.54,0.902
554,0.664,0.501,0.853
555,0.677,0.501,0.864
556,0.702,0.527,0.878
557,0.715,0.54,0.904
558,0.715,0.54,0.89
559,0.74,0.564,0.927
560,0.752,0.563,0.94
561,0.777,0.588,0.966
562,0.777,0.589,0.965
563,0.802,0.602,0.99
564,0.84,0.629,1.03
565,0.79,0.591,0.98
566,0.79,0.591,0.989
567,0.802,0.612,0.993
568,0.827,0.627,1.028
569,0.84,0.64,1.041
570,0.852,0.652,1.055
571,0.903,0.689,1.104
572,0.915,0.702,1.128
573,0.99,0.766,1.215
574,0.99,0.766,1.207
575,0.99,0.777,1.215
576,1.041,0.828,1.268
577,1.041,0.827,1.267
578,1.078,0.853,1.304
579,1.053,0.828,1.278
580,1.003,0.791,1.229
581,1.015,0.802,1.23
582,1.028,0.815,1.253
583,1.028,0.816,1.242
584,1.015,0.815,1.243
585,1.003,0.791,1.23
586,1.028,0.815,1.254
587,1.078,0.853,1.302
588,1.103,0.889,1.34
589,1.116,0.89,1.352
590,1.141,0.914,1.382
591,1.116,0.893,1.349
592,1.141,0.904,1.368
593,1.116,0.89,1.342
594,1.128,0.904,1.355
595,1.128,0.902,1.357
596,1.153,0.916,1.39
597,1.128,0.89,1.365
598,1.053,0.839,1.278
599,0.99,0.777,1.204
600,1.003,0.787,1.22
601,0.965,0.753,1.191
602,0.965,0.75,1.191
603,0.978,0.751,1.182
604,1.028,0.801,1.253
605,1.091,0.864,1.327
606,1.153,0.913,1.38
607,1.166,0.926,1.393
608,1.191,0.941,1.428
609,1.178,0.928,1.43
610,1.153,0.904,1.393
611,1.153,0.915,1.404
612,1.166,0.915,1.405
613,1.204,0.954,1.453
614,1.191,0.953,1.44
615,1.153,0.928,1.39
616,1.128,0.89,1.354
617,1.204,0.965,1.437
618,1.229,0.99,1.467
619,1.241,1.004,1.477
620,1.254,1.015,1.505
621,1.279,1.04,1.529
622,1.291,1.039,1.542
623,1.279,1.039,1.519
624,1.291,1.052,1.541
625,1.266,1.039,1.518
626,1.216,0.99,1.453
627,1.204,0.98,1.442
628,1.204,0.976,1.432
629,1.191,0.966,1.426
630,1.254,1.015,1.504
631,1.229,1.005,1.482
632,1.254,1.018,1.504
633,1.241,0.992,1.49
634,1.241,1.002,1.494
635,1.216,0.968,1.465
636,1.216,0.977,1.455
637,1.166,0.939,1.408
638,1.141,0.903,1.384
639,1.103,0.877,1.345
640,1.078,0.853,1.313
641,1.066,0.85,1.304
642,0.99,0.789,1.215
643,0.99,0.789,1.203
644,0.965,0.764,1.19
645,0.953,0.739,1.167
646,0.965,0.764,1.179
647,0.965,0.765,1.178
648,0.94,0.74,1.163
649,0.953,0.751,1.177
650,0.94,0.74,1.166
651,0.903,0.715,1.116
652,0.89,0.701,1.104
653,0.827,0.65,1.039
654,0.802,0.626,0.992
655,0.815,0.628,1.015
656,0.777,0.6,0.977
657,0.702,0.527,0.877
658,0.677,0.502,0.851
659,0.702,0.527,0.878
660,0.702,0.526,0.89
661,0.727,0.551,0.903
662,0.702,0.538,0.879
663,0.702,0.538,0.878
664,0.69,0.515,0.869
665,0.702,0.538,0.89
666,0.765,0.577,0.955
667,0.777,0.59,0.977
668,0.802,0.615,1.004
669,0.84,0.651,1.041
670,0.852,0.665,1.053
671,0.852,0.653,1.064
672,0.865,0.653,1.076
673,0.903,0.691,1.114
674,0.852,0.653,1.055
675,0.89,0.691,1.089
676,0.94,0.728,1.153
677,0.928,0.727,1.139
678,0.928,0.726,1.152
679,0.903,0.702,1.117
680,0.953,0.752,1.189
681,0.978,0.776,1.215
682,0.978,0.777,1.211
683,1.003,0.79,1.232
684,1.003,0.789,1.229
685,1.028,0.814,1.254
686,1.078,0.842,1.319
687,1.078,0.851,1.316
688,1.078,0.863,1.315
689,1.103,0.888,1.329
690,1.178,0.951,1.417
691,1.229,0.99,1.469
692,1.216,0.979,1.447
693,1.216,0.967,1.454
694,1.191,0.953,1.44
695,1.204,0.964,1.465
696,1.241,0.991,1.491
697,1.191,0.941,1.439
698,1.178,0.938,1.427
699,1.178,0.929,1.415
700,1.103,0.865,1.341
701,1.141,0.914,1.379
702,1.116,0.89,1.353
703,1.141,0.902,1.381
704,1.191,0.95,1.44
705,1.166,0.927,1.43
706,1.141,0.904,1.401
707,1.128,0.89,1.379
708,1.091,0.852,1.329
709,1.128,0.904,1.378
710,1.153,0.914,1.414
711,1.116,0.888,1.365
712,1.091,0.877,1.342
713,1.091,0.875,1.34
714,1.053,0.838,1.304
715,1.066,0.839,1.318
716,1.103,0.877,1.352
717,1.053,0.841,1.289
718,1.066,0.852,1.295
719,1.053,0.839,1.291
720,1.078,0.866,1.317
721,1.066,0.852,1.303
722,1.028,0.815,1.256
723,1.066,0.841,1.291
724,1.028,0.815,1.263
725,0.99,0.787,1.227
726,0.99,0.79,1.215
727,1.015,0.815,1.231
728,1.003,0.801,1.217
729,0.965,0.765,1.177
730,0.99,0.777,1.204
731,1.003,0.789,1.229
732,1.103,0.877,1.343
733,1.091,0.867,1.33
734,1.116,0.889,1.363
735,1.091,0.876,1.324
736,1.141,0.915,1.381
737,1.103,0.889,1.339
738,1.103,0.891,1.329
739,1.078,0.876,1.316
740,1.066,0.843,1.293
741,1.041,0.827,1.255
742,1.041,0.838,1.264
743,1.041,0.828,1.254
744,1.053,0.838,1.267
745,1.015,0.792,1.226
746,1.003,0.778,1.205
747,1.015,0.802,1.216
748,0.99,0.777,1.193
749,0.99,0.777,1.192
750,0.953,0.739,1.157
751,0.953,0.741,1.153
752,0.915,0.716,1.117
753,0.89,0.7,1.09
754,0.878,0.678,1.079
755,0.89,0.689,1.092
756,0.865,0.666,1.068
757,0.915,0.714,1.127
758,0.915,0.715,1.13
759,0.878,0.677,1.098
760,0.865,0.665,1.078
761,0.865,0.666,1.078
762,0.84,0.64,1.044
763,0.878,0.676,1.089
764,0.852,0.652,1.057
765,0.827,0.639,1.027
766,0.802,0.614,1.001
767,0.802,0.626,1.002
768,0.802,0.626,1.003
769,0.79,0.601,0.981
770,0.815,0.627,1.017
771,0.84,0.664,1.042
772,0.878,0.69,1.091
773,0.928,0.728,1.151
774,0.953,0.754,1.178
775,0.965,0.766,1.182
776,1.003,0.802,1.239
777,1.003,0.804,1.251
778,1.003,0.815,1.24
779,0.965,0.767,1.194
780,0.978,0.778,1.194
781,0.978,0.787,1.204
782,0.94,0.741,1.167
783,0.928,0.728,1.153
784,0.928,0.739,1.154
785,0.965,0.764,1.18
786,0.953,0.741,1.167
787,0.953,0.752,1.167
788,0.94,0.74,1.164
789,0.928,0.738,1.142
790,0.89,0.702,1.101
791,0.878,0.69,1.09
792,0.865,0.678,1.077
793,0.878,0.69,1.077
794,0.865,0.677,1.078
795,0.915,0.727,1.13
796,0.865,0.678,1.067
797,0.903,0.714,1.105
798,0.89,0.702,1.102
799,0.89,0.702,1.106
800,0.84,0.652,1.042
801,0.777,0.59,0.977
802,0.74,0.552,0.927
803,0.777,0.591,0.979
804,0.79,0.591,0.991
805,0.827,0.638,1.04
806,0.84,0.649,1.054
807,0.827,0.628,1.042
808,0.802,0.614,1.005
809,0.777,0.599,0.977
810,0.765,0.577,0.976
811,0.727,0.551,0.927
812,0.802,0.614,1.016
813,0.84,0.64,1.064
814,0.852,0.664,1.068
815,0.852,0.666,1.078
816,0.815,0.637,1.017
817,0.865,0.676,1.079
818,0.878,0.688,1.09
819,0.878,0.688,1.09
820,0.878,0.689,1.089
821,0.852,0.663,1.055
822,0.89,0.689,1.102
823,0.903,0.702,1.106
824,0.965,0.765,1.179
825,0.89,0.69,1.103
826,0.89,0.7,1.093
827,0.84,0.651,1.043
828,0.89,0.689,1.092
829,0.915,0.713,1.117
830,0.928,0.738,1.13
831,0.94,0.751,1.163
832,1.028,0.839,1.253
833,1.041,0.838,1.267
834,1.078,0.868,1.304
835,1.103,0.89,1.327
836,1.153,0.94,1.398
837,1.178,0.966,1.421
838,1.178,0.954,1.42
839,1.191,0.967,1.44
840,1.191,0.977,1.439
841,1.191,0.976,1.43
842,1.229,1.013,1.476
843,1.191,0.966,1.43
844,1.216,0.978,1.455
845,1.166,0.94,1.403
846,1.141,0.904,1.376
847,1.116,0.89,1.351
848,1.028,0.805,1.262
849,1.053,0.827,1.279
850,1.078,0.864,1.305
851,1.078,0.855,1.315
852,1.078,0.864,1.306
853,1.066,0.842,1.302
854,1.028,0.814,1.252
855,1.066,0.84,1.291
856,1.041,0.816,1.256
857,1.003,0.789,1.224
858,0.99,0.765,1.203
859,0.965,0.741,1.166
860,0.94,0.727,1.142
861,0.928,0.714,1.118
862,0.965,0.752,1.177
863,0.94,0.727,1.14
864,0.915,0.713,1.116
865,0.89,0.689,1.089
866,0.89,0.689,1.09
867,0.89,0.69,1.09
868,0.878,0.677,1.079
869,0.84,0.64,1.051
870,0.852,0.652,1.053
871,0.865,0.664,1.078
872,0.865,0.665,1.068
873,0.89,0.69,1.104
874,0.915,0.714,1.141
875,0.903,0.702,1.128
876,0.89,0.689,1.116
877,0.94,0.729,1.167
878,0.94,0.739,1.157
879,0.94,0.739,1.157
880,0.94,0.75,1.163
881,0.915,0.715,1.144
882,0.978,0.777,1.203
883,0.99,0.779,1.218
884,0.978,0.765,1.204
885,0.94,0.739,1.154
886,0.965,0.751,1.202
887,0.965,0.753,1.189
888,0.965,0.752,1.179
889,0.978,0.754,1.201
890,0.94,0.74,1.151
891,0.953,0.752,1.166
892,0.99,0.777,1.217
893,1.015,0.802,1.23
894,1.028,0.803,1.243
895,1.066,0.84,1.292
896,1.103,0.877,1.334
897,1.128,0.903,1.366
898,1.178,0.953,1.415
899,1.178,0.952,1.411
900,1.204,0.965,1.442
901,1.229,0.991,1.477
902,1.204,0.966,1.44
903,1.254,1.015,1.49
904,1.229,0.989,1.468
905,1.216,1.001,1.465
906,1.216,0.99,1.456
907,1.191,0.966,1.432
908,1.178,0.954,1.406
909,1.204,0.977,1.441
910,1.254,1.018,1.492
911,1.329,1.09,1.582
912,1.404,1.154,1.669
913,1.417,1.166,1.675
914,1.404,1.141,1.666
915,1.404,1.151,1.665
916,1.392,1.13,1.643
917,1.429,1.165,1.682
918,1.467,1.204,1.717
919,1.429,1.167,1.679
920,1.404,1.145,1.655
921,1.417,1.154,1.667
922,1.417,1.151,1.661
923,1.429,1.153,1.679
924,1.442,1.166,1.686
925,1.442,1.165,1.689
926,1.467,1.206,1.706
927,1.442,1.178,1.693
928,1.429,1.163,1.68
929,1.392,1.128,1.64
930,1.392,1.128,1.641
931,1.341,1.078,1.58
932,1.266,1.018,1.504
933,1.166,0.927,1.402
934,1.153,0.928,1.401
935,1.128,0.914,1.365
936,1.078,0.876,1.294
937,1.015,0.814,1.231
938,0.978,0.777,1.189
939,0.978,0.777,1.191
940,0.99,0.777,1.203
941,0.978,0.765,1.19
942,0.928,0.715,1.141
943,0.878,0.665,1.077
944,0.865,0.653,1.067
945,0.865,0.664,1.066
946,0.852,0.64,1.064
947,0.84,0.64,1.052
948,0.84,0.639,1.041
949,0.852,0.652,1.066
950,0.802,0.603,1.017
951,0.802,0.603,1.018
952,0.79,0.59,1.015
953,0.815,0.628,1.052
954,0.852,0.664,1.079
955,0.84,0.651,1.069
956,0.84,0.652,1.076
957,0.84,0.664,1.064
958,0.827,0.642,1.053
959,0.878,0.689,1.104
960,0.903,0.703,1.139
961,0.89,0.691,1.115
962,0.915,0.704,1.142
963,0.903,0.69,1.131
964,0.903,0.69,1.13
965,0.953,0.739,1.18
966,0.928,0.715,1.157
967,0.978,0.763,1.215
968,1.028,0.815,1.267
969,1.103,0.89,1.351
970,1.066,0.84,1.308
971,1.028,0.802,1.267
972,1.066,0.829,1.316
973,1.028,0.803,1.267
974,1.053,0.826,1.292
975,1.066,0.838,1.305
976,1.091,0.865,1.33
977,1.053,0.827,1.295
978,1.066,0.841,1.308
979,1.053,0.829,1.292
980,1.041,0.826,1.278
981,1.053,0.84,1.29
982,1.066,0.853,1.302
983,1.053,0.839,1.28
984,1.066,0.84,1.303
985,1.028,0.804,1.254
986,0.99,0.776,1.214
987,1.028,0.79,1.265
988,0.978,0.751,1.203
989,0.953,0.727,1.179
990,0.965,0.754,1.192
991,0.965,0.753,1.191
992,0.965,0.764,1.19
993,0.915,0.715,1.142
994,0.878,0.678,1.093
995,0.89,0.688,1.128
996,0.852,0.664,1.067
997,0.79,0.602,1.001
