,average,q0025,q0975
80,0.893,0.736,1.066
81,0.893,0.736,1.064
82,0.886,0.736,1.05
83,0.878,0.729,1.043
84,0.886,0.729,1.05
85,0.871,0.722,1.029
86,0.856,0.707,1.013
87,0.811,0.67,0.961
88,0.796,0.654,0.946
89,0.781,0.64,0.925
90,0.729,0.595,0.878
91,0.707,0.573,0.849
92,0.7,0.558,0.841
93,0.7,0.558,0.849
94,0.737,0.594,0.893
95,0.759,0.611,0.916
96,0.722,0.588,0.872
97,0.744,0.604,0.898
98,0.789,0.641,0.945
99,0.759,0.618,0.901
100,0.774,0.633,0.923
101,0.796,0.654,0.953
102,0.781,0.633,0.937
103,0.796,0.648,0.945
104,0.796,0.654,0.945
105,0.796,0.654,0.94
106,0.811,0.67,0.961
107,0.804,0.655,0.962
108,0.871,0.714,1.041
109,0.878,0.729,1.041
110,0.9,0.752,1.057
111,0.893,0.746,1.05
112,0.93,0.782,1.094
113,0.938,0.789,1.095
114,0.953,0.797,1.118
115,0.945,0.796,1.115
116,0.938,0.781,1.106
117,0.938,0.781,1.107
118,0.9,0.744,1.069
119,0.915,0.76,1.079
120,0.9,0.738,1.074
121,0.923,0.766,1.095
122,0.908,0.751,1.079
123,0.893,0.737,1.069
124,0.893,0.737,1.066
125,0.9,0.743,1.072
126,0.886,0.723,1.056
127,0.856,0.699,1.021
128,0.848,0.693,1.019
129,0.819,0.656,0.983
130,0.781,0.624,0.943
131,0.811,0.654,0.975
132,0.781,0.626,0.931
133,0.789,0.633,0.938
134,0.796,0.64,0.953
135,0.811,0.655,0.968
136,0.811,0.655,0.976
137,0.796,0.641,0.96
138,0.796,0.646,0.959
139,0.796,0.647,0.96
140,0.796,0.646,0.953
141,0.789,0.646,0.946
142,0.737,0.603,0.887
143,0.781,0.639,0.939
144,0.804,0.655,0.96
145,0.781,0.633,0.931
146,0.819,0.671,0.975
147,0.804,0.662,0.953
148,0.826,0.677,0.983
149,0.856,0.7,1.013
150,0.841,0.691,0.999
151,0.833,0.692,0.99
152,0.841,0.692,0.99
153,0.856,0.707,1.005
154,0.9,0.744,1.056
155,0.908,0.745,1.064
156,0.908,0.758,1.067
157,0.886,0.73,1.043
158,0.863,0.715,1.014
159,0.863,0.714,1.019
160,0.863,0.714,1.008
161,0.863,0.714,1.01
162,0.856,0.706,1.013
163,0.886,0.742,1.043
164,0.886,0.737,1.042
165,0.893,0.737,1.05
166,0.886,0.729,1.042
167,0.863,0.707,1.014
168,0.863,0.713,1.013
169,0.871,0.715,1.033
170,0.886,0.731,1.047
171,0.878,0.722,1.041
172,0.826,0.67,0.984
173,0.826,0.676,0.982
174,0.819,0.671,0.983
175,0.804,0.661,0.964
176,0.774,0.634,0.931
177,0.752,0.617,0.907
178,0.804,0.657,0.952
179,0.774,0.632,0.922
180,0.767,0.618,0.916
181,0.744,0.603,0.901
182,0.737,0.602,0.899
183,0.774,0.626,0.93
184,0.781,0.632,0.942
185,0.752,0.603,0.902
186,0.744,0.596,0.886
187,0.744,0.595,0.886
188,0.752,0.603,0.894
189,0.789,0.64,0.939
190,0.804,0.654,0.959
191,0.796,0.641,0.953
192,0.804,0.655,0.958
193,0.811,0.662,0.969
194,0.819,0.663,0.975
195,0.796,0.647,0.951
196,0.826,0.677,0.982
197,0.819,0.677,0.974
198,0.848,0.699,1.005
199,0.871,0.716,1.027
200,0.871,0.722,1.039
201,0.878,0.721,1.033
202,0.893,0.743,1.062
203,0.886,0.73,1.051
204,0.848,0.698,1.004
205,0.804,0.662,0.961
206,0.826,0.684,0.979
207,0.804,0.669,0.96
208,0.781,0.647,0.931
209,0.752,0.617,0.901
210,0.759,0.624,0.914
211,0.752,0.617,0.894
212,0.774,0.633,0.93
213,0.781,0.646,0.93
214,0.789,0.647,0.937
215,0.811,0.67,0.953
216,0.796,0.655,0.939
217,0.744,0.603,0.891
218,0.759,0.624,0.902
219,0.737,0.602,0.879
220,0.722,0.581,0.863
221,0.767,0.625,0.908
222,0.774,0.631,0.915
223,0.752,0.61,0.892
224,0.737,0.595,0.872
225,0.759,0.611,0.901
226,0.752,0.61,0.903
227,0.774,0.625,0.93
228,0.767,0.618,0.929
229,0.774,0.633,0.931
230,0.811,0.663,0.975
231,0.826,0.677,0.99
232,0.833,0.684,0.998
233,0.833,0.677,0.991
234,0.833,0.677,0.992
235,0.811,0.656,0.966
236,0.878,0.714,1.035
237,0.923,0.753,1.086
238,0.9,0.736,1.058
239,0.923,0.759,1.085
240,0.878,0.714,1.032
241,0.93,0.766,1.102
242,0.908,0.738,1.073
243,0.886,0.723,1.049
244,0.878,0.714,1.041
245,0.863,0.699,1.02
246,0.871,0.713,1.026
247,0.841,0.678,0.996
248,0.826,0.663,0.976
249,0.826,0.67,0.974
250,0.841,0.671,0.997
251,0.841,0.677,0.99
252,0.833,0.676,0.984
253,0.848,0.678,1.004
254,0.841,0.678,0.997
255,0.841,0.677,0.99
256,0.811,0.655,0.959
257,0.819,0.661,0.969
258,0.826,0.663,0.968
259,0.841,0.692,0.99
260,0.841,0.692,0.983
261,0.863,0.707,1.013
262,0.856,0.699,1.006
263,0.871,0.714,1.026
264,0.848,0.693,1.005
265,0.848,0.693,1.007
266,0.841,0.693,0.997
267,0.841,0.7,0.996
268,0.886,0.738,1.041
269,0.871,0.728,1.027
270,0.9,0.745,1.058
271,0.938,0.783,1.1
272,0.93,0.78,1.088
273,0.96,0.803,1.123
274,0.93,0.774,1.088
275,0.982,0.819,1.146
276,1.012,0.835,1.18
277,1.02,0.849,1.182
278,1.02,0.848,1.184
279,1.049,0.872,1.219
280,1.057,0.871,1.229
281,1.057,0.877,1.228
282,1.005,0.826,1.168
283,1.02,0.841,1.182
284,1.027,0.849,1.189
285,1.064,0.878,1.241
286,1.049,0.863,1.221
287,1.042,0.863,1.219
288,1.064,0.871,1.249
289,1.072,0.884,1.25
290,1.049,0.863,1.234
291,1.064,0.871,1.252
292,1.079,0.893,1.264
293,1.086,0.909,1.262
294,1.109,0.931,1.281
295,1.094,0.921,1.28
296,1.101,0.931,1.281
297,1.131,0.96,1.311
298,1.094,0.924,1.279
299,1.079,0.914,1.252
300,1.057,0.893,1.225
301,1.064,0.9,1.236
302,1.057,0.887,1.228
303,1.049,0.892,1.212
304,1.101,0.937,1.278
305,1.094,0.93,1.267
306,1.034,0.884,1.199
307,1.02,0.864,1.191
308,1.027,0.877,1.193
309,1.049,0.899,1.214
310,1.079,0.922,1.244
311,1.042,0.893,1.206
312,1.049,0.893,1.221
313,1.034,0.884,1.206
314,1.042,0.886,1.22
315,1.012,0.857,1.196
316,1.005,0.849,1.177
317,0.953,0.804,1.125
318,0.953,0.796,1.122
319,0.893,0.739,1.056
320,0.856,0.707,1.019
321,0.848,0.706,1.005
322,0.811,0.662,0.968
323,0.863,0.709,1.022
324,0.9,0.752,1.064
325,0.923,0.768,1.093
326,0.915,0.767,1.087
327,0.908,0.752,1.071
328,0.886,0.737,1.049
329,0.878,0.729,1.04
330,0.848,0.699,1.011
331,0.841,0.684,0.997
332,0.893,0.729,1.057
333,0.893,0.722,1.052
334,0.908,0.737,1.079
335,0.938,0.773,1.108
336,0.96,0.798,1.137
337,0.9,0.742,1.071
338,0.893,0.735,1.058
339,0.938,0.774,1.108
340,0.945,0.782,1.116
341,0.96,0.796,1.13
342,0.967,0.803,1.137
343,0.967,0.804,1.136
344,0.938,0.774,1.102
345,0.938,0.774,1.109
346,0.967,0.803,1.139
347,0.975,0.804,1.146
348,0.982,0.811,1.147
349,0.96,0.795,1.131
350,0.945,0.767,1.116
351,0.997,0.819,1.168
352,0.982,0.805,1.154
353,0.96,0.789,1.131
354,1.027,0.846,1.2
355,1.02,0.848,1.197
356,0.997,0.826,1.176
357,1.012,0.841,1.184
358,0.997,0.825,1.169
359,1.005,0.834,1.184
360,1.005,0.834,1.176
361,0.997,0.825,1.161
362,0.99,0.818,1.155
363,1.005,0.833,1.174
364,0.967,0.797,1.14
365,0.967,0.804,1.146
366,0.982,0.818,1.153
367,1.02,0.85,1.19
368,1.02,0.854,1.189
369,1.034,0.864,1.207
370,0.975,0.818,1.145
371,0.982,0.82,1.148
372,0.96,0.795,1.117
373,0.953,0.782,1.109
374,0.953,0.79,1.118
375,0.967,0.812,1.132
376,0.945,0.787,1.103
377,0.967,0.803,1.13
378,0.938,0.774,1.109
379,0.93,0.773,1.097
380,0.953,0.782,1.125
381,0.93,0.752,1.102
382,0.9,0.73,1.064
383,0.848,0.699,1.005
384,0.819,0.669,0.976
385,0.819,0.669,0.982
386,0.796,0.641,0.954
387,0.789,0.64,0.938
388,0.833,0.677,0.99
389,0.863,0.708,1.026
390,0.841,0.691,0.998
391,0.841,0.685,0.998
392,0.863,0.706,1.027
393,0.841,0.684,1.003
394,0.819,0.662,0.976
395,0.819,0.662,0.977
396,0.819,0.655,0.968
397,0.796,0.64,0.952
398,0.774,0.619,0.931
399,0.796,0.64,0.945
400,0.819,0.663,0.968
401,0.826,0.669,0.968
402,0.811,0.654,0.955
403,0.826,0.662,0.969
404,0.826,0.663,0.972
405,0.833,0.678,0.983
406,0.848,0.692,1.004
407,0.886,0.722,1.051
408,0.938,0.774,1.116
409,0.915,0.759,1.079
410,0.908,0.744,1.07
411,0.915,0.751,1.078
412,0.893,0.73,1.048
413,0.923,0.757,1.078
414,0.953,0.789,1.108
415,0.975,0.812,1.13
416,1.005,0.842,1.161
417,1.02,0.855,1.183
418,1.012,0.849,1.175
419,1.012,0.847,1.182
420,1.005,0.843,1.176
421,1.005,0.84,1.176
422,1.02,0.848,1.197
423,1.034,0.857,1.206
424,1.012,0.848,1.183
425,1.012,0.848,1.178
426,0.99,0.833,1.153
427,0.975,0.818,1.131
428,0.93,0.781,1.087
429,0.9,0.758,1.054
430,0.9,0.759,1.05
431,0.893,0.751,1.055
432,0.9,0.758,1.064
433,0.908,0.76,1.075
434,0.923,0.774,1.087
435,0.938,0.788,1.101
436,0.908,0.758,1.071
437,0.908,0.75,1.079
438,0.871,0.721,1.034
439,0.811,0.662,0.967
440,0.804,0.654,0.959
441,0.811,0.664,0.967
442,0.796,0.648,0.952
443,0.781,0.647,0.937
444,0.737,0.602,0.88
445,0.759,0.617,0.902
446,0.767,0.625,0.914
447,0.767,0.632,0.915
448,0.774,0.632,0.915
449,0.774,0.626,0.909
450,0.819,0.669,0.961
451,0.833,0.684,0.976
452,0.796,0.648,0.939
453,0.789,0.647,0.931
454,0.841,0.691,0.99
455,0.848,0.699,1.0
456,0.856,0.706,0.999
457,0.863,0.714,1.011
458,0.893,0.738,1.042
459,0.886,0.73,1.049
460,0.908,0.752,1.072
461,0.938,0.782,1.108
462,0.915,0.766,1.086
463,0.93,0.774,1.1
464,0.923,0.766,1.089
465,0.93,0.774,1.099
466,0.893,0.743,1.066
467,0.915,0.767,1.087
468,0.945,0.795,1.123
469,0.967,0.818,1.147
470,0.967,0.818,1.146
471,0.953,0.796,1.131
472,0.915,0.76,1.094
473,0.93,0.781,1.108
474,0.915,0.759,1.094
475,0.9,0.745,1.079
476,0.878,0.729,1.062
477,0.863,0.715,1.043
478,0.856,0.708,1.033
479,0.871,0.722,1.04
480,0.886,0.737,1.05
481,0.893,0.744,1.072
482,0.863,0.715,1.035
483,0.893,0.744,1.069
484,0.908,0.752,1.078
485,0.9,0.751,1.065
486,0.923,0.767,1.088
487,0.93,0.78,1.094
488,0.9,0.744,1.065
489,0.908,0.744,1.072
490,0.938,0.781,1.109
491,0.953,0.79,1.131
492,0.908,0.751,1.085
493,0.915,0.759,1.087
494,0.938,0.786,1.108
495,0.938,0.783,1.115
496,0.953,0.803,1.13
497,0.982,0.818,1.148
498,1.02,0.855,1.207
499,1.049,0.87,1.229
500,1.042,0.857,1.221
501,1.02,0.848,1.192
502,1.049,0.865,1.215
503,1.064,0.878,1.241
504,1.064,0.878,1.237
505,1.101,0.914,1.279
506,1.146,0.953,1.324
507,1.139,0.953,1.315
508,1.124,0.938,1.301
509,1.146,0.961,1.324
510,1.183,0.997,1.364
511,1.153,0.968,1.342
512,1.139,0.959,1.324
513,1.101,0.923,1.282
514,1.079,0.901,1.252
515,1.072,0.893,1.243
516,1.064,0.886,1.235
517,1.042,0.87,1.214
518,1.042,0.864,1.22
519,1.094,0.916,1.274
520,1.049,0.876,1.218
521,1.064,0.885,1.242
522,1.064,0.892,1.235
523,1.057,0.885,1.222
524,1.027,0.849,1.191
525,1.057,0.884,1.226
526,1.042,0.871,1.213
527,1.049,0.87,1.214
528,1.057,0.879,1.234
529,1.049,0.879,1.219
530,1.057,0.886,1.226
531,1.027,0.857,1.204
532,1.02,0.848,1.193
533,1.012,0.849,1.189
534,1.057,0.884,1.228
535,1.034,0.869,1.2
536,1.094,0.922,1.265
537,1.116,0.946,1.294
538,1.161,0.983,1.352
539,1.161,0.984,1.342
540,1.168,0.982,1.346
541,1.153,0.974,1.333
542,1.131,0.947,1.308
543,1.079,0.908,1.258
544,1.086,0.914,1.265
545,1.064,0.892,1.233
546,1.064,0.893,1.241
547,1.064,0.899,1.25
548,1.072,0.9,1.264
549,1.049,0.879,1.236
550,1.042,0.871,1.22
551,1.049,0.879,1.227
552,1.057,0.892,1.228
553,0.99,0.825,1.162
554,0.99,0.827,1.167
555,0.975,0.818,1.144
556,0.975,0.819,1.137
557,0.908,0.752,1.073
558,0.886,0.737,1.047
559,0.878,0.722,1.027
560,0.841,0.685,0.997
561,0.886,0.722,1.043
562,0.833,0.677,0.999
563,0.886,0.723,1.051
564,0.878,0.716,1.048
565,0.856,0.707,1.014
566,0.878,0.722,1.034
567,0.886,0.729,1.042
568,0.908,0.751,1.059
569,0.9,0.752,1.056
570,0.886,0.738,1.036
571,0.893,0.738,1.044
572,0.938,0.789,1.1
573,0.982,0.828,1.157
574,0.982,0.826,1.145
575,1.012,0.85,1.184
576,1.049,0.886,1.222
577,1.049,0.893,1.22
578,1.042,0.884,1.213
579,1.049,0.885,1.22
580,1.057,0.899,1.23
581,1.101,0.93,1.27
582,1.109,0.945,1.28
583,1.139,0.974,1.316
584,1.139,0.968,1.32
585,1.153,0.991,1.334
586,1.153,0.983,1.332
587,1.153,0.984,1.333
588,1.183,1.011,1.365
589,1.161,0.982,1.342
590,1.183,1.006,1.369
591,1.206,1.028,1.391
592,1.206,1.037,1.4
593,1.191,1.014,1.385
594,1.183,1.011,1.371
595,1.191,1.019,1.385
596,1.176,0.996,1.369
597,1.183,0.99,1.371
598,1.161,0.961,1.349
599,1.139,0.946,1.329
600,1.153,0.967,1.339
601,1.131,0.945,1.309
602,1.183,1.002,1.357
603,1.168,0.997,1.345
604,1.153,0.983,1.331
605,1.139,0.982,1.317
606,1.139,0.974,1.317
607,1.116,0.954,1.297
608,1.072,0.908,1.244
609,1.057,0.899,1.23
610,1.034,0.877,1.206
611,1.02,0.863,1.193
612,1.034,0.878,1.213
613,0.997,0.847,1.167
614,0.975,0.818,1.138
615,0.96,0.804,1.126
616,0.982,0.825,1.153
617,0.967,0.811,1.147
618,0.938,0.783,1.111
619,0.908,0.752,1.067
620,0.908,0.759,1.067
621,0.886,0.737,1.049
622,0.886,0.73,1.049
623,0.819,0.668,0.973
624,0.796,0.647,0.946
625,0.796,0.647,0.952
626,0.804,0.648,0.953
627,0.826,0.669,0.977
628,0.841,0.684,0.989
629,0.826,0.676,0.974
630,0.796,0.648,0.947
631,0.819,0.671,0.975
632,0.841,0.692,0.989
633,0.886,0.737,1.049
634,0.886,0.729,1.042
635,0.923,0.768,1.073
636,0.93,0.78,1.087
637,0.915,0.766,1.072
638,0.915,0.762,1.073
639,0.96,0.797,1.124
640,0.96,0.803,1.122
641,0.923,0.767,1.072
642,0.945,0.783,1.099
643,0.93,0.768,1.08
644,0.93,0.765,1.093
645,0.893,0.737,1.041
646,0.93,0.774,1.08
647,1.005,0.842,1.167
648,1.027,0.862,1.183
649,1.012,0.848,1.177
650,1.012,0.849,1.178
651,1.057,0.889,1.227
652,1.027,0.862,1.198
653,1.012,0.848,1.181
654,1.027,0.849,1.198
655,1.02,0.842,1.191
656,1.005,0.833,1.175
657,1.049,0.87,1.227
658,0.982,0.812,1.153
659,0.982,0.811,1.154
660,1.005,0.834,1.171
661,1.005,0.833,1.163
662,1.005,0.834,1.166
663,1.042,0.876,1.203
664,1.042,0.877,1.214
665,1.079,0.907,1.257
666,1.072,0.906,1.241
667,1.034,0.864,1.212
668,1.034,0.863,1.205
669,1.042,0.878,1.214
670,1.034,0.872,1.208
671,1.049,0.879,1.223
672,1.042,0.871,1.219
673,1.042,0.877,1.221
674,1.072,0.906,1.255
675,1.057,0.887,1.243
676,1.049,0.872,1.227
677,1.086,0.915,1.261
678,1.131,0.953,1.31
679,1.124,0.944,1.304
680,1.116,0.944,1.288
681,1.131,0.96,1.303
682,1.116,0.944,1.286
683,1.086,0.901,1.251
684,1.124,0.946,1.288
685,1.124,0.944,1.293
686,1.094,0.918,1.26
687,1.109,0.93,1.274
688,1.168,0.991,1.339
689,1.206,1.03,1.391
690,1.176,0.997,1.363
691,1.191,1.012,1.367
692,1.22,1.035,1.399
693,1.213,1.034,1.39
694,1.191,1.012,1.369
695,1.183,0.999,1.364
696,1.139,0.966,1.317
697,1.153,0.975,1.341
698,1.109,0.939,1.292
699,1.101,0.924,1.286
700,1.094,0.922,1.285
701,1.101,0.924,1.296
702,1.072,0.893,1.258
703,1.094,0.921,1.274
704,1.116,0.944,1.3
705,1.124,0.952,1.308
706,1.146,0.968,1.331
707,1.109,0.938,1.296
708,1.094,0.923,1.279
709,1.02,0.856,1.196
710,0.982,0.818,1.16
711,0.975,0.811,1.147
712,0.99,0.833,1.177
713,0.975,0.825,1.16
714,0.953,0.796,1.137
715,0.982,0.832,1.167
716,0.967,0.81,1.147
717,0.953,0.797,1.137
718,0.953,0.796,1.129
719,0.967,0.806,1.147
720,0.967,0.804,1.145
721,0.967,0.811,1.144
722,0.975,0.819,1.146
723,1.005,0.842,1.177
724,0.975,0.811,1.147
725,1.005,0.842,1.185
726,1.02,0.864,1.205
727,0.982,0.826,1.168
728,0.953,0.796,1.129
729,0.945,0.796,1.114
730,0.93,0.78,1.107
731,0.938,0.782,1.117
732,0.93,0.78,1.107
733,0.915,0.759,1.094
734,0.871,0.721,1.049
735,0.871,0.714,1.042
736,0.841,0.692,1.007
737,0.833,0.684,0.997
738,0.833,0.685,0.996
739,0.841,0.685,1.004
740,0.848,0.692,1.011
741,0.886,0.729,1.049
742,0.878,0.728,1.041
743,0.856,0.698,1.01
744,0.833,0.685,0.982
745,0.848,0.692,0.998
746,0.819,0.662,0.966
747,0.819,0.663,0.966
748,0.826,0.67,0.973
749,0.833,0.683,0.997
750,0.811,0.663,0.966
751,0.789,0.647,0.94
752,0.796,0.654,0.959
753,0.833,0.685,0.995
754,0.833,0.683,0.989
755,0.841,0.685,0.998
756,0.863,0.708,1.022
757,0.893,0.738,1.057
758,0.945,0.781,1.109
759,0.96,0.796,1.125
760,0.945,0.782,1.114
761,0.982,0.82,1.161
762,0.96,0.804,1.125
763,0.99,0.828,1.155
764,0.99,0.828,1.168
765,1.012,0.842,1.183
766,1.034,0.864,1.212
767,1.064,0.891,1.237
768,1.012,0.849,1.175
769,1.02,0.849,1.199
770,1.042,0.864,1.213
771,1.057,0.879,1.242
772,1.064,0.9,1.237
773,1.079,0.915,1.253
774,1.086,0.915,1.259
775,1.079,0.917,1.25
776,1.064,0.908,1.229
777,1.064,0.908,1.229
778,1.049,0.886,1.223
779,1.072,0.908,1.245
780,1.057,0.894,1.234
781,1.057,0.898,1.229
782,1.094,0.923,1.278
783,1.049,0.886,1.228
784,1.042,0.878,1.215
785,1.012,0.847,1.191
786,0.975,0.811,1.145
787,0.953,0.789,1.138
788,0.945,0.776,1.116
789,0.967,0.803,1.131
790,0.982,0.811,1.148
791,0.975,0.804,1.146
792,0.967,0.803,1.129
793,0.945,0.775,1.11
794,0.915,0.751,1.085
795,0.9,0.745,1.067
796,0.878,0.716,1.041
797,0.863,0.707,1.035
798,0.893,0.736,1.064
799,0.863,0.708,1.031
800,0.856,0.706,1.02
801,0.856,0.7,1.014
802,0.848,0.699,1.012
803,0.871,0.715,1.028
804,0.878,0.722,1.042
805,0.856,0.706,1.021
806,0.841,0.685,0.996
807,0.841,0.693,0.991
808,0.856,0.708,1.004
809,0.833,0.685,0.981
810,0.833,0.691,0.989
811,0.841,0.706,0.998
812,0.848,0.698,1.011
813,0.841,0.692,0.996
814,0.878,0.729,1.034
815,0.908,0.758,1.058
816,0.886,0.73,1.041
817,0.9,0.737,1.063
818,0.93,0.765,1.085
819,0.915,0.758,1.07
820,0.886,0.722,1.033
821,0.9,0.736,1.043
822,0.878,0.721,1.028
823,0.878,0.723,1.033
824,0.908,0.751,1.063
825,0.915,0.759,1.07
826,0.908,0.752,1.063
827,0.923,0.767,1.072
828,0.908,0.759,1.063
829,0.908,0.751,1.057
830,0.953,0.796,1.11
831,0.953,0.794,1.115
832,0.93,0.767,1.1
833,0.96,0.796,1.124
834,0.99,0.826,1.155
835,1.005,0.839,1.175
836,1.005,0.835,1.171
837,1.012,0.841,1.183
838,1.034,0.864,1.205
839,1.02,0.851,1.198
840,0.975,0.818,1.148
841,0.967,0.811,1.139
842,0.96,0.803,1.132
843,0.938,0.776,1.104
844,0.967,0.805,1.146
845,0.99,0.826,1.17
846,0.967,0.811,1.154
847,0.99,0.834,1.177
848,1.005,0.849,1.191
849,0.938,0.789,1.114
850,0.945,0.791,1.108
851,0.96,0.813,1.132
852,0.982,0.832,1.161
853,0.953,0.797,1.13
854,0.953,0.804,1.131
855,0.975,0.819,1.142
856,0.997,0.84,1.168
857,0.99,0.841,1.162
858,1.034,0.879,1.214
859,1.027,0.878,1.199
860,0.997,0.842,1.168
861,0.99,0.841,1.163
862,0.997,0.841,1.17
863,1.027,0.87,1.211
864,1.034,0.878,1.212
865,1.005,0.841,1.183
866,0.982,0.818,1.161
867,0.975,0.811,1.155
868,0.99,0.813,1.169
869,0.975,0.797,1.154
870,0.975,0.803,1.152
871,0.982,0.811,1.161
872,0.99,0.825,1.17
873,0.967,0.804,1.138
874,0.997,0.833,1.176
875,0.99,0.826,1.169
876,0.99,0.827,1.161
877,0.96,0.804,1.13
878,0.96,0.804,1.126
879,0.953,0.796,1.117
880,0.938,0.781,1.102
881,0.945,0.789,1.109
882,0.915,0.757,1.086
883,0.923,0.765,1.093
884,0.908,0.758,1.072
885,0.886,0.738,1.056
886,0.9,0.752,1.071
887,0.893,0.745,1.071
888,0.9,0.753,1.071
889,0.878,0.736,1.035
890,0.878,0.736,1.035
891,0.9,0.751,1.057
892,0.9,0.759,1.063
893,0.923,0.774,1.092
894,0.893,0.745,1.057
895,0.9,0.752,1.071
896,0.9,0.751,1.074
897,0.908,0.757,1.093
898,0.9,0.751,1.079
899,0.886,0.735,1.058
900,0.9,0.751,1.065
901,0.915,0.76,1.08
902,0.923,0.767,1.085
903,0.9,0.744,1.064
904,0.945,0.783,1.103
905,0.96,0.795,1.117
906,0.945,0.783,1.102
907,0.938,0.775,1.093
908,0.9,0.744,1.051
909,0.908,0.75,1.058
910,0.893,0.736,1.05
911,0.886,0.728,1.036
912,0.863,0.701,1.013
913,0.848,0.692,0.996
914,0.833,0.671,0.983
915,0.856,0.701,1.012
916,0.878,0.715,1.027
917,0.915,0.752,1.079
918,0.945,0.789,1.116
919,0.99,0.82,1.168
920,0.975,0.811,1.145
921,0.975,0.809,1.146
922,0.953,0.788,1.117
923,0.938,0.774,1.101
924,0.967,0.805,1.137
925,0.99,0.82,1.159
926,1.005,0.841,1.168
927,0.99,0.824,1.161
928,0.99,0.826,1.157
929,0.99,0.827,1.154
930,1.02,0.856,1.195
931,1.027,0.862,1.201
932,1.012,0.85,1.185
933,1.027,0.862,1.2
934,1.027,0.87,1.198
935,1.034,0.87,1.213
936,1.02,0.855,1.182
937,1.042,0.871,1.213
938,1.02,0.856,1.188
939,1.012,0.842,1.181
940,1.005,0.826,1.17
941,1.012,0.84,1.178
942,1.012,0.841,1.184
943,0.99,0.819,1.162
944,1.012,0.833,1.182
945,1.034,0.856,1.205
946,1.02,0.847,1.181
947,1.034,0.856,1.207
948,1.034,0.864,1.205
949,1.057,0.879,1.228
950,1.057,0.878,1.228
951,1.079,0.895,1.263
952,1.101,0.921,1.28
953,1.072,0.899,1.251
954,1.072,0.9,1.25
955,1.049,0.878,1.229
956,1.086,0.908,1.264
957,1.101,0.923,1.28
958,1.064,0.884,1.238
959,1.064,0.892,1.242
960,1.049,0.872,1.228
961,1.049,0.879,1.233
962,1.064,0.9,1.243
963,1.086,0.907,1.264
964,1.02,0.854,1.183
965,0.997,0.828,1.154
966,1.02,0.855,1.184
967,0.997,0.833,1.162
968,0.982,0.826,1.14
969,0.997,0.833,1.162
970,1.034,0.871,1.196
971,1.012,0.848,1.182
972,0.997,0.834,1.161
973,1.02,0.849,1.193
974,0.975,0.818,1.139
975,0.96,0.803,1.118
976,0.915,0.759,1.081
977,0.93,0.766,1.101
978,0.945,0.775,1.122
979,0.945,0.781,1.115
980,0.967,0.803,1.139
981,0.945,0.774,1.115
982,0.893,0.728,1.057
983,0.9,0.73,1.072
984,0.893,0.729,1.054
985,0.886,0.729,1.049
986,0.915,0.752,1.077
987,0.908,0.744,1.066
988,0.93,0.774,1.099
989,0.982,0.812,1.152
990,0.997,0.832,1.169
991,0.967,0.804,1.14
992,0.975,0.805,1.147
993,0.975,0.81,1.146
994,0.982,0.826,1.155
995,0.982,0.818,1.147
996,1.02,0.855,1.193
997,1.027,0.862,1.198
