,average,q0025,q0975
124,0.976,0.778,1.174
125,0.964,0.766,1.164
126,0.902,0.705,1.1
127,0.865,0.666,1.064
128,0.914,0.716,1.125
129,0.889,0.68,1.098
130,0.877,0.68,1.077
131,0.852,0.664,1.065
132,0.865,0.677,1.078
133,0.877,0.679,1.098
134,0.902,0.701,1.123
135,0.902,0.691,1.111
136,0.877,0.669,1.088
137,0.914,0.704,1.134
138,0.951,0.741,1.185
139,0.939,0.728,1.162
140,0.927,0.715,1.148
141,0.939,0.729,1.151
142,0.927,0.716,1.137
143,0.914,0.705,1.125
144,0.964,0.754,1.196
145,1.001,0.79,1.237
146,0.976,0.754,1.207
147,0.939,0.728,1.161
148,0.927,0.728,1.146
149,0.889,0.69,1.108
150,0.877,0.679,1.087
151,0.927,0.715,1.147
152,0.927,0.718,1.15
153,0.939,0.731,1.153
154,0.927,0.717,1.148
155,0.927,0.719,1.146
156,0.889,0.69,1.098
157,0.865,0.667,1.073
158,0.877,0.668,1.076
159,0.877,0.667,1.083
160,0.877,0.679,1.073
161,0.877,0.668,1.085
162,0.889,0.692,1.09
163,0.865,0.665,1.064
164,0.803,0.605,1.001
165,0.803,0.617,1.013
166,0.778,0.581,0.988
167,0.778,0.581,0.978
168,0.791,0.594,1.0
169,0.778,0.581,0.985
170,0.803,0.605,1.003
171,0.778,0.582,0.976
172,0.828,0.63,1.027
173,0.828,0.64,1.029
174,0.852,0.655,1.06
175,0.828,0.63,1.039
176,0.828,0.631,1.036
177,0.803,0.618,1.003
178,0.828,0.642,1.026
179,0.815,0.631,1.014
180,0.84,0.654,1.038
181,0.791,0.605,0.976
182,0.754,0.58,0.936
183,0.754,0.57,0.928
184,0.778,0.592,0.96
185,0.778,0.595,0.975
186,0.778,0.593,0.965
187,0.778,0.594,0.963
188,0.741,0.556,0.926
189,0.754,0.568,0.939
190,0.754,0.58,0.928
191,0.803,0.618,0.989
192,0.815,0.63,1.001
193,0.803,0.628,0.989
194,0.778,0.605,0.952
195,0.791,0.618,0.975
196,0.766,0.593,0.952
197,0.766,0.591,0.95
198,0.778,0.605,0.966
199,0.803,0.63,1.003
200,0.852,0.668,1.061
201,0.865,0.679,1.063
202,0.902,0.714,1.111
203,0.964,0.765,1.185
204,0.939,0.739,1.158
205,0.976,0.776,1.197
206,0.976,0.767,1.198
207,1.001,0.788,1.234
208,0.951,0.752,1.185
209,0.951,0.752,1.177
210,0.951,0.753,1.175
211,0.988,0.777,1.216
212,1.05,0.829,1.273
213,1.075,0.842,1.299
214,1.137,0.916,1.373
215,1.137,0.914,1.373
216,1.137,0.914,1.382
217,1.161,0.94,1.398
218,1.149,0.928,1.386
219,1.124,0.913,1.361
220,1.1,0.879,1.334
221,1.1,0.879,1.323
222,1.1,0.876,1.333
223,1.087,0.863,1.311
224,1.087,0.865,1.32
225,1.075,0.851,1.309
226,1.013,0.781,1.246
227,0.951,0.719,1.175
228,0.951,0.718,1.174
229,0.927,0.716,1.15
230,0.877,0.679,1.089
231,0.902,0.692,1.122
232,0.902,0.703,1.123
233,0.877,0.679,1.087
234,0.852,0.654,1.061
235,0.84,0.641,1.039
236,0.877,0.679,1.099
237,0.951,0.727,1.172
238,0.939,0.716,1.159
239,0.927,0.715,1.146
240,0.951,0.741,1.163
241,0.964,0.754,1.186
242,1.013,0.802,1.235
243,1.025,0.814,1.246
244,1.025,0.814,1.248
245,1.001,0.801,1.212
246,0.988,0.779,1.201
247,1.025,0.815,1.261
248,1.062,0.84,1.297
249,1.112,0.89,1.348
250,1.075,0.865,1.311
251,1.1,0.876,1.346
252,1.124,0.89,1.359
253,1.124,0.889,1.359
254,1.137,0.903,1.384
255,1.198,0.941,1.446
256,1.272,1.013,1.53
257,1.322,1.071,1.581
258,1.396,1.148,1.665
259,1.396,1.138,1.648
260,1.396,1.133,1.656
261,1.334,1.077,1.594
262,1.297,1.05,1.557
263,1.272,1.028,1.521
264,1.235,0.99,1.484
265,1.26,1.024,1.521
266,1.223,0.99,1.472
267,1.211,0.987,1.459
268,1.198,0.966,1.435
269,1.161,0.937,1.398
270,1.161,0.938,1.394
271,1.149,0.926,1.374
272,1.1,0.876,1.334
273,1.075,0.855,1.31
274,1.112,0.888,1.357
275,1.062,0.842,1.285
276,1.075,0.864,1.307
277,1.075,0.865,1.288
278,1.075,0.851,1.3
279,1.05,0.817,1.265
280,1.038,0.805,1.259
281,0.964,0.755,1.173
282,0.914,0.715,1.124
283,0.877,0.68,1.087
284,0.914,0.714,1.125
285,0.902,0.694,1.112
286,0.889,0.681,1.098
287,0.889,0.692,1.11
288,0.84,0.642,1.048
289,0.852,0.653,1.062
290,0.828,0.642,1.039
291,0.815,0.618,1.024
292,0.815,0.629,1.023
293,0.865,0.667,1.064
294,0.877,0.679,1.075
295,0.877,0.68,1.076
296,0.84,0.641,1.037
297,0.865,0.666,1.062
298,0.865,0.656,1.054
299,0.865,0.667,1.062
300,0.877,0.678,1.074
301,0.889,0.692,1.099
302,0.865,0.656,1.075
303,0.84,0.632,1.05
304,0.865,0.656,1.083
305,0.889,0.679,1.111
306,0.865,0.655,1.077
307,0.902,0.693,1.112
308,0.964,0.741,1.186
309,0.889,0.679,1.099
310,0.939,0.728,1.16
311,1.013,0.79,1.224
312,1.05,0.827,1.272
313,1.025,0.803,1.25
314,1.025,0.8,1.235
315,1.038,0.813,1.25
316,1.062,0.839,1.288
317,1.05,0.829,1.273
318,1.013,0.791,1.236
319,1.1,0.865,1.334
320,1.124,0.89,1.359
321,1.1,0.878,1.321
322,1.087,0.852,1.309
323,1.075,0.853,1.297
324,1.124,0.891,1.345
325,1.1,0.878,1.328
326,1.112,0.89,1.343
327,1.112,0.889,1.337
328,1.05,0.839,1.283
329,1.025,0.815,1.257
330,1.025,0.815,1.248
331,0.988,0.781,1.211
332,0.964,0.767,1.186
333,0.951,0.74,1.173
334,0.988,0.777,1.209
335,0.976,0.765,1.202
336,0.927,0.718,1.162
337,0.889,0.693,1.112
338,0.889,0.703,1.112
339,0.852,0.655,1.074
340,0.852,0.656,1.05
341,0.803,0.618,1.002
342,0.791,0.606,0.999
343,0.754,0.581,0.951
344,0.766,0.593,0.964
345,0.741,0.569,0.938
346,0.704,0.532,0.901
347,0.766,0.593,0.975
348,0.717,0.556,0.914
349,0.741,0.57,0.95
350,0.717,0.555,0.915
351,0.766,0.594,0.976
352,0.717,0.544,0.903
353,0.754,0.569,0.939
354,0.741,0.567,0.915
355,0.778,0.593,0.962
356,0.84,0.643,1.028
357,0.865,0.668,1.062
358,0.803,0.618,1.0
359,0.791,0.617,0.989
360,0.852,0.656,1.051
361,0.865,0.677,1.075
362,0.902,0.703,1.112
363,0.927,0.729,1.138
364,0.964,0.766,1.187
365,0.964,0.756,1.197
366,0.939,0.731,1.162
367,1.001,0.78,1.236
368,1.001,0.79,1.237
369,1.025,0.815,1.272
370,1.075,0.853,1.323
371,1.112,0.889,1.371
372,1.1,0.878,1.346
373,1.112,0.878,1.36
374,1.062,0.839,1.311
375,1.112,0.877,1.349
376,1.038,0.815,1.272
377,1.025,0.814,1.237
378,0.976,0.767,1.185
379,0.976,0.766,1.199
380,1.013,0.791,1.236
381,1.025,0.803,1.25
382,1.075,0.854,1.309
383,1.1,0.877,1.332
384,1.124,0.902,1.348
385,1.1,0.877,1.321
386,1.124,0.9,1.348
387,1.124,0.902,1.349
388,1.1,0.887,1.323
389,1.1,0.874,1.327
390,1.1,0.878,1.33
391,1.05,0.839,1.269
392,1.013,0.792,1.237
393,1.05,0.828,1.274
394,1.087,0.877,1.314
395,1.1,0.888,1.325
396,1.075,0.865,1.299
397,1.025,0.816,1.248
398,0.988,0.78,1.211
399,0.951,0.753,1.172
400,0.976,0.769,1.197
401,0.951,0.752,1.174
402,1.001,0.792,1.224
403,1.025,0.816,1.249
404,0.976,0.79,1.198
405,0.951,0.754,1.174
406,0.964,0.767,1.186
407,0.939,0.742,1.151
408,0.939,0.742,1.154
409,0.927,0.74,1.138
410,0.927,0.728,1.138
411,0.939,0.742,1.159
412,0.988,0.789,1.211
413,0.939,0.728,1.149
414,0.927,0.716,1.137
415,1.001,0.789,1.224
416,1.025,0.816,1.249
417,1.05,0.828,1.285
418,1.025,0.805,1.258
419,1.025,0.803,1.259
420,1.025,0.802,1.253
421,1.013,0.792,1.233
422,1.001,0.777,1.226
423,1.025,0.815,1.259
424,1.013,0.8,1.249
425,1.075,0.853,1.326
426,1.087,0.863,1.336
427,1.038,0.815,1.286
428,1.062,0.84,1.322
429,1.05,0.829,1.308
430,1.025,0.815,1.274
431,1.062,0.841,1.313
432,1.062,0.841,1.322
433,1.062,0.842,1.299
434,1.1,0.864,1.348
435,1.112,0.877,1.36
436,1.1,0.865,1.358
437,1.087,0.851,1.334
438,1.075,0.839,1.322
439,1.062,0.827,1.309
440,1.062,0.815,1.3
441,1.05,0.815,1.273
442,1.038,0.804,1.263
443,1.025,0.79,1.259
444,1.038,0.801,1.272
445,1.038,0.802,1.28
446,1.038,0.803,1.263
447,1.025,0.803,1.251
448,1.001,0.766,1.214
449,1.05,0.816,1.271
450,1.025,0.801,1.248
451,0.976,0.743,1.209
452,0.964,0.73,1.194
453,0.964,0.729,1.184
454,0.927,0.693,1.137
455,0.939,0.727,1.149
456,0.939,0.716,1.16
457,0.951,0.741,1.173
458,0.976,0.755,1.198
459,0.976,0.754,1.2
460,0.988,0.777,1.211
461,0.988,0.776,1.209
462,1.001,0.79,1.212
463,0.964,0.754,1.175
464,0.976,0.777,1.21
465,0.914,0.705,1.126
466,0.927,0.728,1.137
467,0.927,0.716,1.149
468,0.927,0.717,1.149
469,0.951,0.74,1.173
470,0.976,0.752,1.197
471,1.001,0.778,1.224
472,0.976,0.763,1.2
473,0.927,0.706,1.138
474,0.914,0.704,1.125
475,0.914,0.704,1.125
476,0.964,0.742,1.186
477,1.013,0.789,1.236
478,1.038,0.813,1.261
479,1.038,0.813,1.259
480,1.062,0.828,1.287
481,1.1,0.875,1.323
482,1.075,0.864,1.308
483,1.062,0.848,1.285
484,1.112,0.879,1.348
485,1.149,0.914,1.383
486,1.161,0.926,1.395
487,1.186,0.94,1.436
488,1.186,0.938,1.431
489,1.186,0.94,1.42
490,1.186,0.929,1.423
491,1.161,0.913,1.396
492,1.124,0.89,1.358
493,1.1,0.876,1.333
494,1.013,0.789,1.235
495,1.05,0.817,1.272
496,1.013,0.792,1.234
497,0.988,0.779,1.2
498,0.976,0.766,1.199
499,0.964,0.752,1.19
500,0.976,0.753,1.2
501,0.976,0.753,1.189
502,0.988,0.766,1.212
503,0.988,0.757,1.211
504,0.964,0.755,1.174
505,0.951,0.742,1.169
506,0.902,0.715,1.112
507,0.914,0.716,1.137
508,0.902,0.705,1.123
509,0.902,0.704,1.123
510,0.927,0.732,1.138
511,0.889,0.693,1.099
512,0.902,0.704,1.111
513,0.84,0.654,1.049
514,0.815,0.63,1.016
515,0.84,0.655,1.038
516,0.828,0.653,1.026
517,0.84,0.656,1.038
518,0.877,0.692,1.084
519,0.889,0.694,1.1
520,0.951,0.753,1.173
521,0.951,0.754,1.173
522,0.988,0.791,1.223
523,1.013,0.813,1.247
524,0.988,0.777,1.21
525,1.013,0.802,1.234
526,1.013,0.813,1.246
527,0.976,0.778,1.194
528,0.964,0.754,1.175
529,0.914,0.717,1.135
530,0.927,0.728,1.14
531,0.927,0.729,1.135
532,0.951,0.754,1.16
533,0.964,0.754,1.185
534,0.988,0.779,1.2
535,1.001,0.79,1.212
536,1.025,0.815,1.248
537,1.025,0.803,1.247
538,1.038,0.814,1.249
539,1.062,0.851,1.278
540,1.075,0.852,1.298
541,1.075,0.852,1.309
542,1.05,0.816,1.263
543,1.075,0.852,1.297
544,1.112,0.889,1.335
545,1.137,0.913,1.361
546,1.149,0.924,1.379
547,1.112,0.89,1.342
548,1.137,0.903,1.372
549,1.075,0.843,1.299
550,1.062,0.839,1.298
551,1.001,0.79,1.223
552,0.976,0.755,1.191
553,1.013,0.789,1.233
554,1.001,0.767,1.213
555,0.951,0.741,1.162
556,0.964,0.753,1.175
557,0.951,0.742,1.161
558,0.976,0.765,1.185
559,0.976,0.766,1.177
560,0.939,0.74,1.147
561,0.927,0.729,1.135
562,0.902,0.703,1.104
563,0.877,0.679,1.086
564,0.914,0.715,1.135
565,0.889,0.692,1.109
566,0.914,0.714,1.136
567,0.889,0.679,1.111
568,0.927,0.717,1.138
569,0.951,0.73,1.171
570,1.062,0.852,1.295
571,1.062,0.84,1.291
572,1.062,0.84,1.297
573,1.087,0.855,1.324
574,1.075,0.852,1.311
575,1.137,0.902,1.375
576,1.161,0.937,1.395
577,1.161,0.94,1.406
578,1.186,0.963,1.442
579,1.198,0.976,1.456
580,1.211,0.997,1.47
581,1.223,1.002,1.473
582,1.235,1.024,1.484
583,1.235,1.015,1.473
584,1.248,1.029,1.508
585,1.198,0.979,1.447
586,1.186,0.974,1.434
587,1.186,0.962,1.431
588,1.149,0.928,1.394
589,1.161,0.947,1.42
590,1.137,0.913,1.385
591,1.087,0.888,1.333
592,1.001,0.802,1.234
593,0.976,0.767,1.198
594,0.951,0.754,1.175
595,0.939,0.742,1.159
596,0.951,0.756,1.183
597,0.902,0.705,1.124
598,0.902,0.705,1.123
599,0.889,0.704,1.111
600,0.889,0.703,1.113
601,0.902,0.706,1.124
602,0.877,0.68,1.099
603,0.902,0.703,1.134
604,0.852,0.654,1.051
605,0.865,0.656,1.066
606,0.852,0.653,1.062
607,0.865,0.666,1.076
608,0.852,0.655,1.052
609,0.902,0.693,1.112
610,0.927,0.718,1.135
611,0.902,0.692,1.113
612,0.914,0.705,1.113
613,0.927,0.707,1.134
614,0.902,0.692,1.101
615,0.927,0.729,1.135
616,0.927,0.726,1.126
617,0.914,0.717,1.124
618,0.927,0.727,1.135
619,0.951,0.742,1.161
620,0.939,0.74,1.15
621,0.927,0.728,1.138
622,0.988,0.776,1.2
623,1.013,0.792,1.225
624,1.013,0.792,1.238
625,1.038,0.816,1.274
626,1.149,0.916,1.395
627,1.161,0.929,1.407
628,1.248,1.012,1.504
629,1.31,1.075,1.579
630,1.334,1.087,1.605
631,1.384,1.135,1.657
632,1.371,1.121,1.628
633,1.334,1.096,1.594
634,1.347,1.099,1.598
635,1.31,1.062,1.556
636,1.322,1.074,1.57
637,1.285,1.038,1.532
638,1.297,1.05,1.544
639,1.248,1.013,1.484
640,1.248,1.013,1.489
641,1.26,1.035,1.506
642,1.235,1.012,1.472
643,1.248,1.014,1.482
644,1.223,0.989,1.462
645,1.235,1.002,1.472
646,1.211,0.975,1.445
647,1.174,0.953,1.409
648,1.198,0.973,1.443
649,1.198,0.973,1.436
650,1.174,0.942,1.419
651,1.149,0.925,1.385
652,1.137,0.927,1.373
653,1.137,0.927,1.362
654,1.1,0.89,1.32
655,1.087,0.879,1.319
656,1.062,0.864,1.287
657,1.038,0.839,1.262
658,1.062,0.854,1.297
659,1.062,0.865,1.286
660,1.087,0.875,1.323
661,1.05,0.839,1.288
662,1.013,0.803,1.249
663,1.05,0.839,1.287
664,1.062,0.853,1.297
665,1.062,0.842,1.294
666,1.1,0.876,1.332
667,1.1,0.888,1.335
668,1.112,0.89,1.347
669,1.075,0.864,1.31
670,1.05,0.851,1.286
671,1.038,0.839,1.251
672,1.001,0.802,1.236
673,0.939,0.742,1.161
674,0.914,0.729,1.148
675,0.877,0.693,1.101
676,0.852,0.667,1.074
677,0.914,0.716,1.148
678,0.964,0.763,1.198
679,0.964,0.753,1.198
680,0.988,0.778,1.224
681,1.025,0.804,1.271
682,1.05,0.829,1.297
683,1.001,0.779,1.238
684,0.939,0.729,1.172
685,0.951,0.754,1.183
686,0.976,0.768,1.206
687,0.976,0.768,1.201
688,0.964,0.764,1.184
689,0.964,0.755,1.176
690,0.927,0.718,1.135
691,0.914,0.715,1.125
692,0.939,0.73,1.148
693,0.976,0.765,1.186
694,1.001,0.791,1.224
695,1.062,0.842,1.308
696,1.05,0.84,1.286
697,1.062,0.841,1.298
698,1.075,0.841,1.312
699,1.112,0.889,1.349
700,1.124,0.903,1.36
701,1.186,0.962,1.424
702,1.149,0.915,1.383
703,1.161,0.927,1.397
704,1.161,0.914,1.418
705,1.211,0.977,1.468
706,1.235,1.001,1.497
707,1.285,1.049,1.544
708,1.322,1.076,1.585
709,1.31,1.062,1.572
710,1.297,1.051,1.56
711,1.26,1.013,1.52
712,1.248,1.012,1.509
713,1.26,1.012,1.523
714,1.31,1.072,1.581
715,1.297,1.062,1.569
716,1.285,1.036,1.555
717,1.322,1.077,1.582
718,1.334,1.087,1.585
719,1.248,1.001,1.483
720,1.334,1.075,1.581
721,1.396,1.124,1.655
722,1.359,1.11,1.629
723,1.297,1.048,1.554
724,1.297,1.039,1.543
725,1.297,1.048,1.555
726,1.285,1.038,1.532
727,1.26,1.013,1.52
728,1.31,1.062,1.569
729,1.297,1.058,1.551
730,1.26,1.015,1.517
731,1.198,0.951,1.458
732,1.149,0.913,1.397
733,1.137,0.9,1.396
734,1.186,0.939,1.433
735,1.161,0.928,1.397
736,1.174,0.951,1.431
737,1.161,0.928,1.408
738,1.186,0.953,1.427
739,1.223,0.991,1.456
740,1.186,0.963,1.418
741,1.211,0.987,1.436
742,1.211,0.976,1.448
743,1.223,0.976,1.468
744,1.248,1.004,1.497
745,1.248,1.0,1.494
746,1.285,1.04,1.533
747,1.235,1.0,1.473
748,1.211,0.976,1.446
749,1.186,0.94,1.422
750,1.174,0.939,1.406
751,1.1,0.867,1.336
752,1.05,0.827,1.285
753,1.05,0.828,1.282
754,1.05,0.827,1.283
755,1.013,0.791,1.237
756,0.964,0.753,1.186
757,0.976,0.766,1.187
758,0.976,0.755,1.188
759,0.988,0.778,1.199
760,1.025,0.815,1.248
761,1.062,0.841,1.286
762,1.025,0.816,1.246
763,1.05,0.843,1.261
764,1.013,0.816,1.221
765,1.038,0.841,1.248
766,1.075,0.877,1.298
767,1.038,0.839,1.261
768,0.927,0.742,1.135
769,0.889,0.705,1.098
770,0.877,0.702,1.086
771,0.791,0.619,0.987
772,0.84,0.656,1.039
773,0.852,0.679,1.052
774,0.84,0.666,1.041
775,0.877,0.691,1.089
776,0.902,0.705,1.113
777,0.902,0.716,1.125
778,0.902,0.716,1.127
779,0.852,0.67,1.065
780,0.852,0.669,1.073
781,0.828,0.652,1.04
782,0.828,0.653,1.04
783,0.815,0.641,1.024
784,0.754,0.581,0.952
785,0.754,0.58,0.952
786,0.766,0.593,0.962
787,0.717,0.543,0.925
788,0.704,0.531,0.903
789,0.754,0.579,0.953
790,0.803,0.618,1.013
791,0.84,0.642,1.052
792,0.815,0.629,1.015
793,0.803,0.606,1.001
794,0.815,0.628,1.003
795,0.803,0.617,0.99
796,0.791,0.593,0.987
797,0.803,0.605,1.002
798,0.778,0.592,0.977
799,0.766,0.581,0.963
800,0.766,0.592,0.964
801,0.754,0.569,0.937
802,0.741,0.568,0.925
803,0.729,0.554,0.903
804,0.754,0.569,0.942
805,0.791,0.594,0.99
806,0.766,0.581,0.962
807,0.778,0.593,0.975
808,0.828,0.63,1.028
809,0.889,0.68,1.099
810,0.889,0.68,1.101
811,0.877,0.678,1.087
812,0.889,0.679,1.099
813,0.914,0.704,1.127
814,0.976,0.755,1.198
815,1.025,0.804,1.261
816,1.038,0.814,1.285
817,1.05,0.826,1.289
818,1.05,0.827,1.298
819,1.013,0.791,1.227
820,1.025,0.805,1.248
821,1.038,0.828,1.261
822,1.05,0.852,1.274
823,1.062,0.852,1.296
824,1.112,0.901,1.345
825,1.149,0.936,1.386
826,1.174,0.962,1.41
827,1.211,0.989,1.446
828,1.235,1.013,1.472
829,1.235,1.0,1.483
830,1.248,1.012,1.495
831,1.235,1.013,1.483
832,1.186,0.964,1.413
833,1.186,0.963,1.42
834,1.198,0.976,1.433
835,1.186,0.962,1.436
836,1.211,0.963,1.469
837,1.161,0.926,1.42
838,1.124,0.903,1.384
839,1.112,0.886,1.371
840,1.05,0.828,1.287
841,1.05,0.839,1.296
842,1.062,0.841,1.297
843,1.087,0.865,1.321
844,1.112,0.877,1.356
845,1.05,0.827,1.287
846,1.001,0.779,1.227
847,1.013,0.791,1.236
848,1.05,0.829,1.284
849,0.964,0.754,1.191
850,1.001,0.781,1.224
851,1.05,0.828,1.295
852,0.988,0.778,1.223
853,0.951,0.741,1.175
854,0.927,0.717,1.148
855,0.939,0.728,1.161
856,0.988,0.778,1.22
857,0.988,0.779,1.21
858,0.988,0.777,1.198
859,1.001,0.779,1.224
860,0.976,0.766,1.185
861,0.951,0.742,1.159
862,0.976,0.766,1.196
863,0.988,0.777,1.199
864,0.988,0.779,1.208
865,0.976,0.765,1.197
866,0.939,0.741,1.149
867,0.939,0.74,1.161
868,0.976,0.767,1.198
869,0.951,0.741,1.172
870,0.964,0.753,1.188
871,0.951,0.74,1.185
872,0.964,0.754,1.188
873,0.976,0.765,1.211
874,1.025,0.815,1.251
875,1.038,0.828,1.272
876,1.025,0.815,1.249
877,1.025,0.813,1.257
878,0.976,0.767,1.196
879,0.976,0.766,1.198
880,0.927,0.729,1.152
881,0.914,0.705,1.136
882,0.865,0.666,1.088
883,0.865,0.669,1.087
884,0.865,0.667,1.084
885,0.877,0.677,1.109
886,0.902,0.704,1.126
887,0.902,0.692,1.123
888,0.877,0.68,1.088
889,0.877,0.679,1.087
890,0.865,0.668,1.075
891,0.889,0.692,1.101
892,0.852,0.667,1.062
893,0.828,0.631,1.027
894,0.791,0.593,0.987
895,0.778,0.592,0.974
896,0.778,0.593,0.964
897,0.704,0.53,0.89
898,0.704,0.519,0.891
899,0.704,0.531,0.901
900,0.679,0.507,0.855
901,0.679,0.507,0.855
902,0.704,0.531,0.889
903,0.704,0.519,0.889
904,0.692,0.506,0.865
905,0.667,0.494,0.841
906,0.667,0.494,0.851
907,0.717,0.532,0.901
908,0.766,0.581,0.963
909,0.741,0.557,0.928
910,0.741,0.556,0.939
911,0.803,0.617,0.999
912,0.815,0.619,1.013
913,0.704,0.532,0.89
914,0.729,0.544,0.917
915,0.704,0.531,0.89
916,0.754,0.569,0.94
917,0.754,0.569,0.951
918,0.778,0.593,0.975
919,0.84,0.653,1.027
920,0.889,0.693,1.099
921,0.889,0.692,1.098
922,0.889,0.691,1.099
923,0.939,0.738,1.152
924,1.001,0.79,1.222
925,0.988,0.779,1.211
926,1.001,0.793,1.223
927,1.001,0.792,1.214
928,1.001,0.79,1.214
929,1.038,0.839,1.26
930,1.038,0.828,1.271
931,1.075,0.865,1.308
932,1.038,0.832,1.272
933,1.075,0.868,1.309
934,1.075,0.874,1.31
935,1.001,0.803,1.233
936,1.05,0.84,1.287
937,1.124,0.902,1.357
938,1.087,0.875,1.32
939,1.149,0.917,1.384
940,1.124,0.901,1.36
941,1.112,0.89,1.344
942,1.124,0.904,1.359
943,1.112,0.89,1.348
944,1.137,0.914,1.372
945,1.174,0.955,1.422
946,1.211,0.99,1.457
947,1.186,0.963,1.439
948,1.223,1.0,1.473
949,1.186,0.973,1.433
950,1.223,1.01,1.481
951,1.211,0.99,1.457
952,1.211,0.987,1.461
953,1.272,1.038,1.531
954,1.272,1.038,1.529
955,1.248,1.013,1.504
956,1.26,1.027,1.506
957,1.248,1.014,1.497
958,1.211,0.977,1.462
959,1.174,0.94,1.419
960,1.062,0.851,1.284
961,1.062,0.851,1.285
962,1.013,0.792,1.238
963,0.988,0.768,1.224
964,0.988,0.766,1.223
965,1.038,0.816,1.275
966,1.001,0.79,1.226
967,1.001,0.781,1.222
968,0.976,0.766,1.183
969,0.951,0.742,1.15
970,0.976,0.765,1.186
971,0.951,0.74,1.161
972,0.964,0.74,1.175
973,0.939,0.73,1.147
974,1.001,0.779,1.222
975,0.964,0.742,1.175
976,0.964,0.754,1.171
977,0.914,0.704,1.114
978,0.927,0.705,1.138
979,0.964,0.741,1.186
980,0.939,0.718,1.161
981,0.927,0.716,1.137
982,0.902,0.692,1.11
983,0.914,0.714,1.114
984,0.877,0.679,1.075
985,0.902,0.704,1.098
986,0.889,0.691,1.089
987,0.889,0.691,1.088
988,0.828,0.632,1.025
989,0.791,0.604,0.987
990,0.815,0.63,1.014
991,0.803,0.618,1.002
992,0.803,0.618,1.0
993,0.754,0.581,0.941
994,0.717,0.545,0.913
995,0.729,0.568,0.915
996,0.754,0.58,0.951
997,0.729,0.556,0.915
