haplotype,jaccard,union,total_ref,pop,mutual,total,seqID,unique_ref_motifs,shared_with_ref_perc
HG02257.maternal,0.04848167694513434,1821121,93589,AFR,88291,1815823,chr19,93589,94.3390783104852
HG02257.maternal,0.027482649537137794,1819548,53731,AFR,50006,1815823,chr22,53731,93.06731681896856
HG02257.maternal,0.0431782620352586,1820152,82920,AFR,78591,1815823,chr9,82920,94.77930535455862
HG02257.maternal,0.05305442308759068,1820753,101529,AFR,96599,1815823,chr11,101529,95.14424450157098
HG02257.maternal,0.030714343033718117,1819378,59436,AFR,55881,1815823,chr15,59436,94.01877649909146
HG02257.maternal,0.08764899397034566,1824151,168213,AFR,159885,1815823,chr1,168213,95.0491341335093
HG02257.maternal,0.03148710771668035,1819189,60647,AFR,57281,1815823,chr20,60647,94.44984912691477
HG02257.maternal,0.0405943911885077,1820350,78423,AFR,73896,1815823,chr16,78423,94.2274587812249
HG02257.maternal,0.07097754519995679,1823619,137232,AFR,129436,1815823,chr2,137232,94.31910924565699
HG02257.maternal,0.04614815799622688,1820246,88424,AFR,84001,1815823,chr5,88424,94.99796435356917
HG02257.maternal,0.013153855717424527,1817794,25882,AFR,23911,1815823,chr21,25882,92.38466888184838
HG02257.maternal,0.04350288537864243,1820385,83754,AFR,79192,1815823,chr12,83754,94.55309597153568
HG02257.maternal,0.03949067394421777,1820759,76839,AFR,71903,1815823,chr4,76839,93.57617876338838
HG02257.maternal,0.04925170605749216,1821744,95645,AFR,89724,1815823,chr7,95645,93.80939934131423
HG02257.maternal,0.03208598192088159,1818894,61432,AFR,58361,1815823,chr14,61432,95.00097668967314
HG02257.maternal,0.04107107248427664,1820381,79323,AFR,74765,1815823,chr8,79323,94.25387340367863
HG02257.maternal,1.4869216976019807e-05,1815832,36,AFR,27,1815823,chrM,36,75.0
HG02257.maternal,0.052644209647658376,1820960,101000,AFR,95863,1815823,chr3,101000,94.91386138613862
HG02257.maternal,0.04546412934498402,1821238,88216,AFR,82801,1815823,chr10,88216,93.86165774916115
HG02257.maternal,0.020470476691198388,1818326,39725,AFR,37222,1815823,chr18,39725,93.69918187539334
HG02559.paternal,0.022580615026670647,1819791,44164,AFR,41092,1816719,chr13,44164,93.04410832352141
HG02559.paternal,0.04807553479935726,1821571,92425,AFR,87573,1816719,chr17,92425,94.75033811198269
HG02559.paternal,0.045635820161519604,1821946,88373,AFR,83146,1816719,chr6,88373,94.08529754563045
HG02559.paternal,0.04889765452685596,1821253,93589,AFR,89055,1816719,chr19,93589,95.15541356355982
HG02559.paternal,0.027666702928530063,1820094,53731,AFR,50356,1816719,chr22,53731,93.71870986953527
HG02559.paternal,0.04298061444330488,1821356,82920,AFR,78283,1816719,chr9,82920,94.4078630004824
HG02559.paternal,0.052794841862448566,1822053,101529,AFR,96195,1816719,chr11,101529,94.74632863516828
HG02559.paternal,0.030820412513873168,1820060,59436,AFR,56095,1816719,chr15,59436,94.37882764654418
HG02559.paternal,0.08737240740446545,1825439,168213,AFR,159493,1816719,chr1,168213,94.81609625890984
HG02559.paternal,0.031395672718502556,1820219,60647,AFR,57147,1816719,chr20,60647,94.2288983791449
HG02559.paternal,0.040543567781255146,1821300,78423,AFR,73842,1816719,chr16,78423,94.15860143070273
HG02559.paternal,0.07083234915490356,1824703,137232,AFR,129248,1816719,chr2,137232,94.18211495861024
HG02559.paternal,0.04571604216581451,1821855,88424,AFR,83288,1816719,chr5,88424,94.19162218402244
HG02559.paternal,0.01298250783678379,1818986,25882,AFR,23615,1816719,chr21,25882,91.24101692295804
HG02559.paternal,0.0433840932311657,1821451,83754,AFR,79022,1816719,chr12,83754,94.35012059125535
HG02559.paternal,0.03954429442989316,1821527,76839,AFR,72031,1816719,chr4,76839,93.7427608375955
HG02559.paternal,0.04927873074608063,1822551,95645,AFR,89813,1816719,chr7,95645,93.9024517747922
HG02559.paternal,0.03151922107337477,1820762,61432,AFR,57389,1816719,chr14,61432,93.4187394191952
HG02559.paternal,0.04087141405507603,1821591,79323,AFR,74451,1816719,chr8,79323,93.85802352407246
HG02559.paternal,4.403475002298063e-06,1816747,36,AFR,8,1816719,chrM,36,22.22222222222222
HG02559.paternal,0.052391880797783834,1822248,101000,AFR,95471,1816719,chr3,101000,94.52574257425742
HG02559.paternal,0.04542054505312619,1822171,88216,AFR,82764,1816719,chr10,88216,93.81971524440011
HG02559.paternal,0.02047554000533203,1819195,39725,AFR,37249,1816719,chr18,39725,93.76714915040907
HG02559.maternal,0.022607582558248133,1820230,44164,AFR,41151,1817217,chr13,44164,93.17770129517254
HG02559.maternal,0.04809000554878347,1822021,92425,AFR,87621,1817217,chr17,92425,94.80227211252367
HG02559.maternal,0.04548280041191887,1822689,88373,AFR,82901,1817217,chr6,88373,93.80806354882148
HG02559.maternal,0.04861432757844827,1822220,93589,AFR,88586,1817217,chr19,93589,94.65428629432947
HG02559.maternal,0.02748700228513749,1820897,53731,AFR,50051,1817217,chr22,53731,93.15106735404143
HG02559.maternal,0.04300493305763394,1821791,82920,AFR,78346,1817217,chr9,82920,94.48383984563435
HG02559.maternal,0.053102260490429716,1821994,101529,AFR,96752,1817217,chr11,101529,95.29494036186705
HG02559.maternal,0.03065686455422576,1820832,59436,AFR,55821,1817217,chr15,59436,93.9178275792449
HG02559.maternal,0.08753381032040516,1825626,168213,AFR,159804,1817217,chr1,168213,95.00098089921707
HG02559.maternal,0.03142560702255075,1820649,60647,AFR,57215,1817217,chr20,60647,94.34102263920721
HG02559.maternal,0.04044510527451067,1821951,78423,AFR,73689,1817217,chr16,78423,93.96350560422326
HG02559.maternal,0.07089516459997776,1825061,137232,AFR,129388,1817217,chr2,137232,94.2841319808791
HG02559.maternal,0.04582406539991647,1822143,88424,AFR,83498,1817217,chr5,88424,94.42911426761965
HG02559.maternal,0.01321785212651624,1819055,25882,AFR,24044,1817217,chr21,25882,92.89853952553898
HG02559.maternal,0.043574425942964304,1821596,83754,AFR,79375,1817217,chr12,83754,94.77159299854335
HG02559.maternal,0.039364634441462286,1822321,76839,AFR,71735,1817217,chr4,76839,93.35753979099155
HG02559.maternal,0.04930843775062069,1822974,95645,AFR,89888,1817217,chr7,95645,93.98086674682419
HG02559.maternal,0.031848837483927556,1820663,61432,AFR,57986,1817217,chr14,61432,94.39054564396406
HG02559.maternal,0.040864242114240744,1822082,79323,AFR,74458,1817217,chr8,79323,93.86684820291718
HG02559.maternal,1.6508705866038456e-05,1817223,36,AFR,30,1817217,chrM,36,83.33333333333333
HG02559.maternal,0.05244858646028279,1822623,101000,AFR,95594,1817217,chr3,101000,94.64752475247525
HG02559.maternal,0.045452300898939535,1822592,88216,AFR,82841,1817217,chr10,88216,93.90700099755146
HG02559.maternal,0.02043068245700127,1819763,39725,AFR,37179,1817217,chr18,39725,93.59093769666457
HG02486.paternal,0.02351899854586837,1755687,44164,AFR,41292,1752815,chr13,44164,93.49696585454217
HG02486.paternal,0.04973802629408184,1757810,92425,AFR,87430,1752815,chr17,92425,94.59561806870435
HG02486.paternal,0.047123718030016,1758329,88373,AFR,82859,1752815,chr6,88373,93.76053772079707
HG02486.paternal,0.050406787124125114,1757799,93589,AFR,88605,1752815,chr19,93589,94.67458782549231
HG02486.paternal,0.028481347757324433,1756518,53731,AFR,50028,1752815,chr22,53731,93.10826152500418
HG02486.paternal,0.0445595117857092,1757425,82920,AFR,78310,1752815,chr9,82920,94.44042450554751
HG02486.paternal,0.054698195572113126,1758175,101529,AFR,96169,1752815,chr11,101529,94.72072018832058
HG02486.paternal,0.031778004879201335,1756435,59436,AFR,55816,1752815,chr15,59436,93.90941516925768
HG02486.paternal,0.09077054633123738,1761166,168213,AFR,159862,1752815,chr1,168213,95.0354609929078
HG02486.paternal,0.03230173101302031,1756717,60647,AFR,56745,1752815,chr20,60647,93.56604613583524
HG02486.paternal,0.041918245935852125,1757564,78423,AFR,73674,1752815,chr16,78423,93.94437856241154
HG02486.paternal,0.07344327618099962,1760733,137232,AFR,129314,1752815,chr2,137232,94.23020869767984
HG02486.paternal,0.04729865012138214,1758084,88424,AFR,83155,1752815,chr5,88424,94.04121053107754
HG02486.paternal,0.013432114690602704,1755122,25882,AFR,23575,1752815,chr21,25882,91.08646936094583
HG02486.paternal,0.04501860933818354,1757451,83754,AFR,79118,1752815,chr12,83754,94.46474198247248
HG02486.paternal,0.041048391731260854,1757511,76839,AFR,72143,1752815,chr4,76839,93.88852015252671
HG02486.paternal,0.05102156275533383,1758727,95645,AFR,89733,1752815,chr7,95645,93.81880913795807
HG02486.paternal,0.03279091677601337,1756645,61432,AFR,57602,1752815,chr14,61432,93.76546425315796
HG02486.paternal,0.04227553937394223,1757825,79323,AFR,74313,1752815,chr8,79323,93.68405128399077
HG02486.paternal,4.5640140046769735e-06,1752843,36,AFR,8,1752815,chrM,36,22.22222222222222
HG02486.paternal,0.0542552029899705,1758412,101000,AFR,95403,1752815,chr3,101000,94.45841584158416
HG02486.paternal,0.04700941951385686,1758371,88216,AFR,82660,1752815,chr10,88216,93.7018227985853
HG02486.paternal,0.021192475531805803,1755340,39725,AFR,37200,1752815,chr18,39725,93.64380113278791
HG02486.maternal,0.022735106921634416,1818949,44164,AFR,41354,1816139,chr13,44164,93.63735168915859
HG02486.maternal,0.04828657441761216,1820651,92425,AFR,87913,1816139,chr17,92425,95.11820394914795
HG02486.maternal,0.0457835612316282,1821134,88373,AFR,83378,1816139,chr6,88373,94.34782116709854
HG02486.maternal,0.04871911741286429,1821010,93589,AFR,88718,1816139,chr19,93589,94.79532851082926
HG02486.maternal,0.02774217377635215,1819396,53731,AFR,50474,1816139,chr22,53731,93.93832238372634
HG02486.maternal,0.04326475138218671,1820304,82920,AFR,78755,1816139,chr9,82920,94.9770863482875
HG02486.maternal,0.05287639298304949,1821361,101529,AFR,96307,1816139,chr11,101529,94.85664194466605
HG02486.maternal,0.031198627689228788,1818830,59436,AFR,56745,1816139,chr15,59436,95.4724409448819
HG02486.maternal,0.08781983987106359,1824155,168213,AFR,160197,1816139,chr1,168213,95.2346132581905
HG02486.maternal,0.031308763002731055,1819810,60647,AFR,56976,1816139,chr20,60647,93.94693884281168
HG02486.maternal,0.04039305746384141,1821006,78423,AFR,73556,1816139,chr16,78423,93.7939125001594
HG02486.maternal,0.07120956787398432,1823519,137232,AFR,129852,1816139,chr2,137232,94.62224554039874
HG02486.maternal,0.04595630029842681,1820882,88424,AFR,83681,1816139,chr5,88424,94.63607165475436
HG02486.maternal,0.013181662171022235,1818056,25882,AFR,23965,1816139,chr21,25882,92.59330809056488
HG02486.maternal,0.04346897180113437,1820747,83754,AFR,79146,1816139,chr12,83754,94.49817322157747
HG02486.maternal,0.03933714446350253,1821332,76839,AFR,71646,1816139,chr4,76839,93.24171319251943
HG02486.maternal,0.04920228018731913,1822131,95645,AFR,89653,1816139,chr7,95645,93.73516650112394
HG02486.maternal,0.031498096127042796,1820237,61432,AFR,57334,1816139,chr14,61432,93.3292095324912
HG02486.maternal,0.041149148498144515,1820548,79323,AFR,74914,1816139,chr8,79323,94.4417129962306
HG02486.maternal,1.8170385355330146e-05,1816142,36,AFR,33,1816139,chrM,36,91.66666666666667
HG02486.maternal,0.05253220778564817,1821454,101000,AFR,95685,1816139,chr3,101000,94.73762376237623
HG02486.maternal,0.045790954386423506,1820971,88216,AFR,83384,1816139,chr10,88216,94.52253559444999
HG02486.maternal,0.02045569765025057,1818662,39725,AFR,37202,1816139,chr18,39725,93.64883574575205
HG01891.maternal,0.022621966340044833,1818719,44164,AFR,41143,1815698,chr13,44164,93.15958699393171
HG01891.maternal,0.04819692087282587,1820386,92425,AFR,87737,1815698,chr17,92425,94.9277792804977
HG01891.maternal,0.04539215567856268,1821394,88373,AFR,82677,1815698,chr6,88373,93.55459246602469
HG01891.maternal,0.04859268599836666,1820809,93589,AFR,88478,1815698,chr19,93589,94.53888811719327
HG01891.maternal,0.027475502064097778,1819439,53731,AFR,49990,1815698,chr22,53731,93.03753885094265
HG01891.maternal,0.04291992839262987,1820483,82920,AFR,78135,1815698,chr9,82920,94.22937771345876
HG01891.maternal,0.0528620233095932,1820967,101529,AFR,96260,1815698,chr11,101529,94.81034975228752
HG01891.maternal,0.03068812616699912,1819303,59436,AFR,55831,1815698,chr15,59436,93.93465239921933
HG01891.maternal,0.0871525572520548,1824869,168213,AFR,159042,1815698,chr1,168213,94.54798380624565
HG01891.maternal,0.03136396991125635,1819285,60647,AFR,57060,1815698,chr20,60647,94.0854452817122
HG01891.maternal,0.040466279290770325,1820454,78423,AFR,73667,1815698,chr16,78423,93.93545260956607
HG01891.maternal,0.07114864927866275,1823211,137232,AFR,129719,1815698,chr2,137232,94.52532936924332
HG01891.maternal,0.04563027037475536,1821028,88424,AFR,83094,1815698,chr5,88424,93.97222473536597
HG01891.maternal,0.013021561047093693,1817908,25882,AFR,23672,1815698,chr21,25882,91.46124719882543
HG01891.maternal,0.04335340445563535,1820526,83754,AFR,78926,1815698,chr12,83754,94.2354992000382
HG01891.maternal,0.039380920030469606,1820831,76839,AFR,71706,1815698,chr4,76839,93.31979853980401
HG01891.maternal,0.04923492606169997,1821654,95645,AFR,89689,1815698,chr7,95645,93.7728056876993
HG01891.maternal,0.03156184793402418,1819697,61432,AFR,57433,1815698,chr14,61432,93.4903633285584
HG01891.maternal,0.040844596208950944,1820657,79323,AFR,74364,1815698,chr8,79323,93.74834537271661
HG01891.maternal,1.707327685199617e-05,1815703,36,AFR,31,1815698,chrM,36,86.11111111111111
HG01891.maternal,0.05242067440210671,1821228,101000,AFR,95470,1815698,chr3,101000,94.52475247524752
HG01891.maternal,0.04537081318039336,1821281,88216,AFR,82633,1815698,chr10,88216,93.67121610592183
HG01891.maternal,0.020434281415060925,1818268,39725,AFR,37155,1815698,chr18,39725,93.53052234109502
HG01891.paternal,0.02252919479151838,1819417,44164,AFR,40990,1816243,chr13,44164,92.81315098270085
HG01891.paternal,0.048120331305370176,1821039,92425,AFR,87629,1816243,chr17,92425,94.8109277792805
HG01891.paternal,0.0454491562265344,1821816,88373,AFR,82800,1816243,chr6,88373,93.69377524809614
HG01891.paternal,0.04856490446513819,1821377,93589,AFR,88455,1816243,chr19,93589,94.51431257946982
HG01891.paternal,0.02748138831698956,1819959,53731,AFR,50015,1816243,chr22,53731,93.08406692598314
HG01891.paternal,0.04290479244735952,1821032,82920,AFR,78131,1816243,chr9,82920,94.22455378678244
HG01891.paternal,0.05327063486048272,1820778,101529,AFR,96994,1816243,chr11,101529,95.53329590560332
HG01891.paternal,0.031046064204045733,1819200,59436,AFR,56479,1816243,chr15,59436,95.02490073356215
HG01891.paternal,0.08723255513259655,1825236,168213,AFR,159220,1816243,chr1,168213,94.65380202481377
HG01891.paternal,0.03138744853750909,1819772,60647,AFR,57118,1816243,chr20,60647,94.18108068000066
HG01891.paternal,0.040503879374730906,1820912,78423,AFR,73754,1816243,chr16,78423,94.04638945207401
HG01891.paternal,0.07089309844832264,1824155,137232,AFR,129320,1816243,chr2,137232,94.23458085577708
HG01891.paternal,0.045895665610703934,1821087,88424,AFR,83580,1816243,chr5,88424,94.52184927169094
HG01891.paternal,0.013078383408199988,1818344,25882,AFR,23781,1816243,chr21,25882,91.8823893053087
HG01891.paternal,0.04356735825998599,1820675,83754,AFR,79322,1816243,chr12,83754,94.70831243880889
HG01891.paternal,0.03940052302696779,1821321,76839,AFR,71761,1816243,chr4,76839,93.39137677481487
HG01891.paternal,0.049208684576332484,1822219,95645,AFR,89669,1816243,chr7,95645,93.75189502849078
HG01891.paternal,0.03189990926721876,1819629,61432,AFR,58046,1816243,chr14,61432,94.48821461127751
HG01891.paternal,0.04104044401533799,1820838,79323,AFR,74728,1816243,chr8,79323,94.20722867264223
HG01891.paternal,4.955210403739532e-06,1816270,36,AFR,9,1816243,chrM,36,25.0
HG01891.paternal,0.05249165167545645,1821623,101000,AFR,95620,1816243,chr3,101000,94.67326732673267
HG01891.paternal,0.04555753380361102,1821477,88216,AFR,82982,1816243,chr10,88216,94.06683594812732
HG01891.paternal,0.020436012995388716,1818799,39725,AFR,37169,1816243,chr18,39725,93.56576463184393
HG01258.maternal,0.022970757789121634,1817920,44164,AMR,41759,1815515,chr13,44164,94.55438818947559
HG01258.maternal,0.04874970592309367,1819252,92425,AMR,88688,1815515,chr17,92425,95.95672166621586
HG01258.maternal,0.04595610351838799,1820237,88373,AMR,83651,1815515,chr6,88373,94.65673904925713
HG01258.maternal,0.04920555449608727,1819571,93589,AMR,89533,1815515,chr19,93589,95.66615734755153
HG01258.maternal,0.027858503021308347,1818583,53731,AMR,50663,1815515,chr22,53731,94.29007463103237
HG01258.maternal,0.0434223666629842,1819431,82920,AMR,79004,1815515,chr9,82920,95.27737578388809
HG01258.maternal,0.05348237449587052,1819721,101529,AMR,97323,1815515,chr11,101529,95.85734125225305
HG01258.maternal,0.031169635412885612,1818276,59436,AMR,56675,1815515,chr15,59436,95.3546672050609
HG01258.maternal,0.08848321234368742,1822470,168213,AMR,161258,1815515,chr1,168213,95.86536117898142
HG01258.maternal,0.031787984777491805,1818360,60647,AMR,57802,1815515,chr20,60647,95.30891882533349
HG01258.maternal,0.04091867652805434,1819487,78423,AMR,74451,1815515,chr16,78423,94.9351593282583
HG01258.maternal,0.07185663253992126,1821836,137232,AMR,130911,1815515,chr2,137232,95.39393144456103
HG01258.maternal,0.04643195940769174,1819458,88424,AMR,84481,1815515,chr5,88424,95.54080340179136
HG01258.maternal,0.013147165725264677,1817502,25882,AMR,23895,1815515,chr21,25882,92.32284985704351
HG01258.maternal,0.04412292627469133,1819009,83754,AMR,80260,1815515,chr12,83754,95.82825894882633
HG01258.maternal,0.04005724740872484,1819471,76839,AMR,72883,1815515,chr4,76839,94.85157276903655
HG01258.maternal,0.04990042986829275,1820325,95645,AMR,90835,1815515,chr7,95645,94.97098646034816
HG01258.maternal,0.03192969704833383,1818871,61432,AMR,58076,1815515,chr14,61432,94.53704909493423
HG01258.maternal,0.041536967279751064,1819271,79323,AMR,75567,1815515,chr8,79323,95.26492946560266
HG01258.maternal,1.542255317062907e-05,1815523,36,AMR,28,1815515,chrM,36,77.77777777777777
HG01258.maternal,0.05324491970615988,1819629,101000,AMR,96886,1815515,chr3,101000,95.92673267326732
HG01258.maternal,0.046144571891113054,1819759,88216,AMR,83972,1815515,chr10,88216,95.18908134578761
HG01258.maternal,0.02073951401478368,1817545,39725,AMR,37695,1815515,chr18,39725,94.8898678414097
HG03516.paternal,0.022534898778577072,1820909,44164,AFR,41034,1817779,chr13,44164,92.91277963952541
HG03516.paternal,0.04797627766759658,1822755,92425,AFR,87449,1817779,chr17,92425,94.61617527725183
HG03516.paternal,0.04539309623924321,1823383,88373,AFR,82769,1817779,chr6,88373,93.6586966607448
HG03516.paternal,0.048563673029617456,1822844,93589,AFR,88524,1817779,chr19,93589,94.58803919264017
HG03516.paternal,0.02760320177813114,1821238,53731,AFR,50272,1817779,chr22,53731,93.56237553739926
HG03516.paternal,0.042911550277559364,1822493,82920,AFR,78206,1817779,chr9,82920,94.31500241196333
HG03516.paternal,0.052887157825442975,1822900,101529,AFR,96408,1817779,chr11,101529,94.95612091126674
HG03516.paternal,0.030732290676043408,1821244,59436,AFR,55971,1817779,chr15,59436,94.1701998788613
HG03516.paternal,0.0871800374109683,1826737,168213,AFR,159255,1817779,chr1,168213,94.67460897790302
HG03516.paternal,0.03129755904733669,1821420,60647,AFR,57006,1817779,chr20,60647,93.9964054281333
HG03516.paternal,0.040542253532720084,1822321,78423,AFR,73881,1817779,chr16,78423,94.20833173941318
HG03516.paternal,0.07085222377234741,1825659,137232,AFR,129352,1817779,chr2,137232,94.25789903229567
HG03516.paternal,0.045624068514543654,1823029,88424,AFR,83174,1817779,chr5,88424,94.06269791006966
HG03516.paternal,0.01301112484141318,1819981,25882,AFR,23680,1817779,chr21,25882,91.49215671122788
HG03516.paternal,0.04332794715140475,1822565,83754,AFR,78968,1817779,chr12,83754,94.2856460586957
HG03516.paternal,0.03934394573914723,1822898,76839,AFR,71720,1817779,chr4,76839,93.33801845417041
HG03516.paternal,0.049074053260099004,1823917,95645,AFR,89507,1817779,chr7,95645,93.58251868890167
HG03516.paternal,0.031467477842954616,1821881,61432,AFR,57330,1817779,chr14,61432,93.32269826800365
HG03516.paternal,0.04077055671921992,1822786,79323,AFR,74316,1817779,chr8,79323,93.68783328920993
HG03516.paternal,6.05125745129838e-06,1817804,36,AFR,11,1817779,chrM,36,30.555555555555557
HG03516.paternal,0.05234699311645213,1823333,101000,AFR,95446,1817779,chr3,101000,94.5009900990099
HG03516.paternal,0.04537349713453926,1823267,88216,AFR,82728,1817779,chr10,88216,93.77890632084882
HG03516.paternal,0.02042213248264462,1820329,39725,AFR,37175,1817779,chr18,39725,93.5808684707363
HG03516.maternal,0.022580739094913385,1820091,44164,AFR,41099,1817026,chr13,44164,93.05995833710715
HG03516.maternal,0.04805995528821428,1821891,92425,AFR,87560,1817026,chr17,92425,94.73627265350284
HG03516.maternal,0.04554780445271684,1822393,88373,AFR,83006,1817026,chr6,88373,93.92687811888247
HG03516.maternal,0.048428960249347,1822360,93589,AFR,88255,1817026,chr19,93589,94.3006122514398
HG03516.maternal,0.02724389421582721,1821142,53731,AFR,49615,1817026,chr22,53731,92.33961772533547
HG03516.maternal,0.042904098400249426,1821784,82920,AFR,78162,1817026,chr9,82920,94.26193921852388
HG03516.maternal,0.05283505508224609,1822275,101529,AFR,96280,1817026,chr11,101529,94.83004855755499
HG03516.maternal,0.030756892450850604,1820470,59436,AFR,55992,1817026,chr15,59436,94.2055320008076
HG03516.maternal,0.08720467600546111,1826003,168213,AFR,159236,1817026,chr1,168213,94.66331377479743
HG03516.maternal,0.031209119277522648,1820846,60647,AFR,56827,1817026,chr20,60647,93.70125480238099
HG03516.maternal,0.04021409614460106,1822172,78423,AFR,73277,1817026,chr16,78423,93.43814952246153
HG03516.maternal,0.07097242308676636,1824751,137232,AFR,129507,1817026,chr2,137232,94.37084644980763
HG03516.maternal,0.04567849879322626,1822214,88424,AFR,83236,1817026,chr5,88424,94.13281462046503
HG03516.maternal,0.013177462245847716,1818939,25882,AFR,23969,1817026,chr21,25882,92.6087628467661
HG03516.maternal,0.043384800498862626,1821744,83754,AFR,79036,1817026,chr12,83754,94.36683621080785
HG03516.maternal,0.03927807279745419,1822289,76839,AFR,71576,1817026,chr4,76839,93.15061362068741
HG03516.maternal,0.049162801795896424,1823045,95645,AFR,89626,1817026,chr7,95645,93.70693711119243
HG03516.maternal,0.03136439080607445,1821333,61432,AFR,57125,1817026,chr14,61432,92.98899596301602
HG03516.maternal,0.04083881877753585,1821943,79323,AFR,74406,1817026,chr8,79323,93.80129344578495
HG03516.maternal,1.5409728161388283e-05,1817034,36,AFR,28,1817026,chrM,36,77.77777777777777
HG03516.maternal,0.05228432578456663,1822726,101000,AFR,95300,1817026,chr3,101000,94.35643564356435
HG03516.maternal,0.045383639985975534,1822529,88216,AFR,82713,1817026,chr10,88216,93.76190260270246
HG03516.maternal,0.020454138257377987,1819534,39725,AFR,37217,1817026,chr18,39725,93.68659534298301
HG01123.maternal,0.022928224044331934,1818283,44164,AMR,41690,1815809,chr13,44164,94.39815234127343
HG01123.maternal,0.048821374864791184,1819408,92425,AMR,88826,1815809,chr17,92425,96.10603191777116
HG01123.maternal,0.04596649272177973,1820500,88373,AMR,83682,1815809,chr6,88373,94.69181763660846
HG01123.maternal,0.04888983129522703,1820399,93589,AMR,88999,1815809,chr19,93589,95.09557747171142
HG01123.maternal,0.02785400002309117,1818877,53731,AMR,50663,1815809,chr22,53731,94.29007463103237
HG01123.maternal,0.04359886886097378,1819405,82920,AMR,79324,1815809,chr9,82920,95.66328991799324
HG01123.maternal,0.053456370584243795,1820045,101529,AMR,97293,1815809,chr11,101529,95.82779304435186
HG01123.maternal,0.031144184061858367,1818606,59436,AMR,56639,1815809,chr15,59436,95.29409785315298
HG01123.maternal,0.08858539786422352,1822569,168213,AMR,161453,1815809,chr1,168213,95.98128563190717
HG01123.maternal,0.03187305986543818,1818495,60647,AMR,57961,1815809,chr20,60647,95.57109172753805
HG01123.maternal,0.04103162721782925,1819572,78423,AMR,74660,1815809,chr16,78423,95.2016627775015
HG01123.maternal,0.07203448442426424,1821808,137232,AMR,131233,1815809,chr2,137232,95.62857059577941
HG01123.maternal,0.04649231658674217,1819634,88424,AMR,84599,1815809,chr5,88424,95.67425133447932
HG01123.maternal,0.013298333279230336,1817521,25882,AMR,24170,1815809,chr21,25882,93.38536434587745
HG01123.maternal,0.04415884100288694,1819228,83754,AMR,80335,1815809,chr12,83754,95.91780691071472
HG01123.maternal,0.04005249038061021,1819762,76839,AMR,72886,1815809,chr4,76839,94.85547703640079
HG01123.maternal,0.04995811601725895,1820505,95645,AMR,90949,1815809,chr7,95645,95.0901772178368
HG01123.maternal,0.03189957833322065,1819209,61432,AMR,58032,1815809,chr14,61432,94.46542518557104
HG01123.maternal,0.041564028917739214,1819506,79323,AMR,75626,1815809,chr8,79323,95.33930890157961
