sampleA,sampleB,jaccard
HG02257.paternal,NA21309.maternal,0.7051203559288697
HG02257.paternal,NA21309.paternal,0.7300433863861163
HG02257.paternal,HG02109.maternal,0.6692592682801417
HG02257.paternal,HG03492.paternal,0.680121360768692
HG02257.paternal,HG03492.maternal,0.7039099657117576
HG02257.paternal,HG02055.paternal,0.7122293640054127
HG02257.paternal,HG02109.paternal,0.7136272600834492
HG02257.paternal,HG02055.maternal,0.6947237389156199
HG02257.paternal,HG03098.paternal,0.6740601711288987
HG02257.paternal,HG03098.maternal,0.7056178779858473
HG02257.paternal,HG00733.paternal,0.6752357868220534
HG02257.paternal,HG00733.maternal,0.6875808290041867
HG02257.paternal,HG02145.maternal,0.676089811745575
HG02257.paternal,HG02145.paternal,0.6843786834551329
HG02257.maternal,HG02257.paternal,0.7217520959859456
HG02257.maternal,HG02257.maternal,1.0
HG02257.maternal,HG02559.paternal,0.7170357347175129
HG02257.maternal,HG02559.maternal,0.7263576634554422
HG02257.maternal,HG02486.paternal,0.6815930756119634
HG02257.maternal,HG02486.maternal,0.7096382765447593
HG02257.maternal,HG01891.maternal,0.7079137409730378
HG02257.maternal,HG01891.paternal,0.705168891857658
HG02257.maternal,HG01258.maternal,0.7063965412116845
HG02257.maternal,HG03516.paternal,0.6955257067534062
HG02257.maternal,HG03516.maternal,0.6795827448756468
HG02257.maternal,HG01123.maternal,0.7010728195998972
HG02257.maternal,HG01258.paternal,0.6740353175623198
HG02257.maternal,HG01361.maternal,0.7060769130534832
HG02257.maternal,HG01123.paternal,0.704697075102758
HG02257.maternal,HG01361.paternal,0.7233880497544202
HG02257.maternal,HG01358.maternal,0.7138199964892044
HG02257.maternal,HG02622.maternal,0.6990338964336977
HG02257.maternal,HG02622.paternal,0.7439685540116591
HG02257.maternal,HG02717.maternal,0.6833602275524437
HG02257.maternal,HG02630.paternal,0.6897943494137997
HG02257.maternal,HG02630.maternal,0.7048634575970752
HG02257.maternal,HG01358.paternal,0.6907062325799405
HG02257.maternal,HG02717.paternal,0.6824236702164587
HG02257.maternal,HG02572.paternal,0.6716752183014189
HG02257.maternal,HG02572.maternal,0.6849077125816093
HG02257.maternal,HG02886.maternal,0.7150046255531158
HG02257.maternal,HG02886.paternal,0.7255020756198811
HG02257.maternal,HG01175.paternal,0.7292731087598273
HG02257.maternal,HG01106.paternal,0.6862287475520741
HG02257.maternal,HG01175.maternal,0.7223335809702696
HG02257.maternal,HG00741.maternal,0.7027845957590465
HG02257.maternal,HG00741.paternal,0.725714910939477
HG02257.maternal,HG01106.maternal,0.7116472337646094
HG02257.maternal,HG00438.maternal,0.7230446282379613
HG02257.maternal,HG02148.paternal,0.7045693240925226
HG02257.maternal,HG02148.maternal,0.7060663330863396
HG02257.maternal,HG01952.maternal,0.6982303032977702
HG02257.maternal,HG01952.paternal,0.7061373244295986
HG02257.maternal,HG00673.maternal,0.7036717301679533
HG02257.maternal,HG00621.paternal,0.684037249291635
HG02257.maternal,HG00673.paternal,0.6892811142645263
HG02257.maternal,HG00438.paternal,0.7194235354294835
HG02257.maternal,HG00621.maternal,0.7297216764070086
HG02257.maternal,HG01071.maternal,0.7005008411811343
HG02257.maternal,HG01928.maternal,0.6965493462790313
HG02257.maternal,HG01928.paternal,0.7114067409634469
HG02257.maternal,HG00735.paternal,0.7208982943706961
HG02257.maternal,HG01071.paternal,0.7117579686535713
HG02257.maternal,HG00735.maternal,0.7062589417414353
HG02257.maternal,HG03579.maternal,0.7150876899717219
HG02257.maternal,HG03579.paternal,0.6513631171918232
HG02257.maternal,HG01978.paternal,0.7188795812102711
HG02257.maternal,HG03453.maternal,0.724365655750566
HG02257.maternal,HG01978.maternal,0.7123891098195166
HG02257.maternal,HG03540.maternal,0.7104448409455997
HG02257.maternal,HG03453.paternal,0.7056804159445407
HG02257.maternal,HG03540.paternal,0.7141833970593153
HG02257.maternal,HG03486.paternal,0.7005199555744652
HG02257.maternal,NA18906.maternal,0.6989953994930054
HG02257.maternal,NA18906.paternal,0.6981632512247292
HG02257.maternal,HG03486.maternal,0.7103471465729975
HG02257.maternal,HG02818.paternal,0.7330109800983956
HG02257.maternal,HG02818.maternal,0.68232483422776
HG02257.maternal,HG01243.paternal,0.6990158065728859
HG02257.maternal,HG02080.paternal,0.7309873834493105
HG02257.maternal,HG02723.maternal,0.7018335168879468
HG02257.maternal,HG02723.paternal,0.7092597945479611
HG02257.maternal,HG02080.maternal,0.7071426590877582
HG02257.maternal,HG01109.maternal,0.7204479225746607
HG02257.maternal,HG01243.maternal,0.7329968141473266
HG02257.maternal,NA20129.paternal,0.6854380896307148
HG02257.maternal,NA20129.maternal,0.7160645695779881
HG02257.maternal,HG01109.paternal,0.6989805634907299
HG02257.maternal,NA21309.maternal,0.7044784971716651
HG02257.maternal,NA21309.paternal,0.726229627800476
HG02257.maternal,HG02109.maternal,0.7103576889668397
HG02257.maternal,HG03492.paternal,0.679520201180941
HG02257.maternal,HG03492.maternal,0.6958563551129008
HG02257.maternal,HG02055.paternal,0.6942858498915353
HG02257.maternal,HG02109.paternal,0.7050104840965811
HG02257.maternal,HG02055.maternal,0.7010785101267325
HG02257.maternal,HG03098.paternal,0.6642984258109874
HG02257.maternal,HG03098.maternal,0.7185711493899886
HG02257.maternal,HG00733.paternal,0.7159310519843052
HG02257.maternal,HG00733.maternal,0.6924545062028871
HG02257.maternal,HG02145.maternal,0.6788132543914167
HG02257.maternal,HG02145.paternal,0.6857757195758524
HG02559.paternal,HG02257.paternal,0.709968370687764
HG02559.paternal,HG02257.maternal,0.7170357347175129
HG02559.paternal,HG02559.paternal,1.0
HG02559.paternal,HG02559.maternal,0.7107718641110141
HG02559.paternal,HG02486.paternal,0.6977673819261583
HG02559.paternal,HG02486.maternal,0.7043199663566089
HG02559.paternal,HG01891.maternal,0.7214707280915219
HG02559.paternal,HG01891.paternal,0.7343140680296644
HG02559.paternal,HG01258.maternal,0.7128779220923669
HG02559.paternal,HG03516.paternal,0.6889528193325661
HG02559.paternal,HG03516.maternal,0.6782144383905548
HG02559.paternal,HG01123.maternal,0.7065022465027454
HG02559.paternal,HG01258.paternal,0.7036117616299175
HG02559.paternal,HG01361.maternal,0.6971086921166446
HG02559.paternal,HG01123.paternal,0.7107260414118275
HG02559.paternal,HG01361.paternal,0.6969346219881551
HG02559.paternal,HG01358.maternal,0.7237873011515632
HG02559.paternal,HG02622.maternal,0.7048368879144243
HG02559.paternal,HG02622.paternal,0.7077660908253726
HG02559.paternal,HG02717.maternal,0.7100594838071859
HG02559.paternal,HG02630.paternal,0.69259399757
HG02559.paternal,HG02630.maternal,0.7314758845607771
HG02559.paternal,HG01358.paternal,0.6782324430407427
HG02559.paternal,HG02717.paternal,0.7235077024560286
HG02559.paternal,HG02572.paternal,0.6770385671879846
HG02559.paternal,HG02572.maternal,0.6960274100985154
HG02559.paternal,HG02886.maternal,0.6895061609840015
HG02559.paternal,HG02886.paternal,0.7205243104378478
HG02559.paternal,HG01175.paternal,0.7045452658669212
HG02559.paternal,HG01106.paternal,0.6843232224487189
HG02559.paternal,HG01175.maternal,0.7036933353659381
HG02559.paternal,HG00741.maternal,0.702226019348756
HG02559.paternal,HG00741.paternal,0.711785157988429
HG02559.paternal,HG01106.maternal,0.7262859720545013
HG02559.paternal,HG00438.maternal,0.6959363831111258
HG02559.paternal,HG02148.paternal,0.6861275271309546
HG02559.paternal,HG02148.maternal,0.7190170880450762
HG02559.paternal,HG01952.maternal,0.7049133139959701
HG02559.paternal,HG01952.paternal,0.6757113944769467
HG02559.paternal,HG00673.maternal,0.7143310355959136
HG02559.paternal,HG00621.paternal,0.717110632509635
HG02559.paternal,HG00673.paternal,0.6834164993627178
HG02559.paternal,HG00438.paternal,0.6866216867998158
HG02559.paternal,HG00621.maternal,0.6926342415660829
HG02559.paternal,HG01071.maternal,0.7131857341155591
HG02559.paternal,HG01928.maternal,0.7234957862690347
HG02559.paternal,HG01928.paternal,0.69978653157285
HG02559.paternal,HG00735.paternal,0.7087904461569211
HG02559.paternal,HG01071.paternal,0.6923163559347641
HG02559.paternal,HG00735.maternal,0.6708231795016526
HG02559.paternal,HG03579.maternal,0.6897311385459534
HG02559.paternal,HG03579.paternal,0.6973448750010501
HG02559.paternal,HG01978.paternal,0.6989292960479887
HG02559.paternal,HG03453.maternal,0.7179051509114954
HG02559.paternal,HG01978.maternal,0.6957102159342701
HG02559.paternal,HG03540.maternal,0.7222211345093684
HG02559.paternal,HG03453.paternal,0.7136981571311617
HG02559.paternal,HG03540.paternal,0.6961925184393019
HG02559.paternal,HG03486.paternal,0.7108882943403985
HG02559.paternal,NA18906.maternal,0.6829088920784635
HG02559.paternal,NA18906.paternal,0.6767146047829166
HG02559.paternal,HG03486.maternal,0.733383064970161
HG02559.paternal,HG02818.paternal,0.6977920312375049
HG02559.paternal,HG02818.maternal,0.6970140111360664
HG02559.paternal,HG01243.paternal,0.6856799459148158
HG02559.paternal,HG02080.paternal,0.6983002286564368
HG02559.paternal,HG02723.maternal,0.6949444810194227
HG02559.paternal,HG02723.paternal,0.6971040996063959
HG02559.paternal,HG02080.maternal,0.6963153691515436
HG02559.paternal,HG01109.maternal,0.6869834993619899
HG02559.paternal,HG01243.maternal,0.6919452774746495
HG02559.paternal,NA20129.paternal,0.7178115209828739
HG02559.paternal,NA20129.maternal,0.7344890845199415
HG02559.paternal,HG01109.paternal,0.7009696765876352
HG02559.paternal,NA21309.maternal,0.7071039161013775
HG02559.paternal,NA21309.paternal,0.7251165306791714
HG02559.paternal,HG02109.maternal,0.6887334512808996
HG02559.paternal,HG03492.paternal,0.6951689377027378
HG02559.paternal,HG03492.maternal,0.7197516422710661
HG02559.paternal,HG02055.paternal,0.715852538469147
HG02559.paternal,HG02109.paternal,0.6981002012849147
HG02559.paternal,HG02055.maternal,0.7154602974974819
HG02559.paternal,HG03098.paternal,0.6630177790699588
HG02559.paternal,HG03098.maternal,0.6907992269088433
HG02559.paternal,HG00733.paternal,0.7077389967987661
HG02559.paternal,HG00733.maternal,0.6841653218085834
HG02559.paternal,HG02145.maternal,0.7075122691991144
HG02559.paternal,HG02145.paternal,0.6744644644920721
HG02559.maternal,HG02257.paternal,0.6954763438551285
HG02559.maternal,HG02257.maternal,0.7263576634554422
HG02559.maternal,HG02559.paternal,0.7107718641110141
HG02559.maternal,HG02559.maternal,1.0
HG02559.maternal,HG02486.paternal,0.6812528775801147
HG02559.maternal,HG02486.maternal,0.741283070913988
HG02559.maternal,HG01891.maternal,0.7091010562089761
HG02559.maternal,HG01891.paternal,0.7003590664272891
HG02559.maternal,HG01258.maternal,0.7116900363672733
HG02559.maternal,HG03516.paternal,0.7189114440011487
HG02559.maternal,HG03516.maternal,0.6818985462958921
HG02559.maternal,HG01123.maternal,0.714917105530661
HG02559.maternal,HG01258.paternal,0.6958830821061115
HG02559.maternal,HG01361.maternal,0.6813116902619831
HG02559.maternal,HG01123.paternal,0.725679597358718
HG02559.maternal,HG01361.paternal,0.6835417777231039
HG02559.maternal,HG01358.maternal,0.7145435906578713
HG02559.maternal,HG02622.maternal,0.7252933481606391
HG02559.maternal,HG02622.paternal,0.7087212416024508
HG02559.maternal,HG02717.maternal,0.7326875845751759
HG02559.maternal,HG02630.paternal,0.695362160049112
HG02559.maternal,HG02630.maternal,0.7056508892944072
HG02559.maternal,HG01358.paternal,0.6895086580388115
HG02559.maternal,HG02717.paternal,0.7058750703432752
HG02559.maternal,HG02572.paternal,0.673547930785829
HG02559.maternal,HG02572.maternal,0.6883866914320675
HG02559.maternal,HG02886.maternal,0.709921205626107
HG02559.maternal,HG02886.paternal,0.7112651193563901
HG02559.maternal,HG01175.paternal,0.7387683102367982
HG02559.maternal,HG01106.paternal,0.7001541566231291
HG02559.maternal,HG01175.maternal,0.7184647036132185
HG02559.maternal,HG00741.maternal,0.7057945199028198
HG02559.maternal,HG00741.paternal,0.7191499226339104
HG02559.maternal,HG01106.maternal,0.7071560558167367
HG02559.maternal,HG00438.maternal,0.7083147301310867
HG02559.maternal,HG02148.paternal,0.6982664669089144
HG02559.maternal,HG02148.maternal,0.7161261525156575
HG02559.maternal,HG01952.maternal,0.7237875133601562
HG02559.maternal,HG01952.paternal,0.7035511140088581
HG02559.maternal,HG00673.maternal,0.6839242717013723
HG02559.maternal,HG00621.paternal,0.6853425141341135
HG02559.maternal,HG00673.paternal,0.7081214627591395
HG02559.maternal,HG00438.paternal,0.7002074316318047
HG02559.maternal,HG00621.maternal,0.7207469552240474
HG02559.maternal,HG01071.maternal,0.6831934242742218
HG02559.maternal,HG01928.maternal,0.6976160463826958
HG02559.maternal,HG01928.paternal,0.7019767307978534
HG02559.maternal,HG00735.paternal,0.7125194016233387
HG02559.maternal,HG01071.paternal,0.7267868753222877
HG02559.maternal,HG00735.maternal,0.7161094885628929
HG02559.maternal,HG03579.maternal,0.7000190422047009
HG02559.maternal,HG03579.paternal,0.6819725531761403
HG02559.maternal,HG01978.paternal,0.7440574043002295
HG02559.maternal,HG03453.maternal,0.6835108418716034
HG02559.maternal,HG01978.maternal,0.6875871305595802
HG02559.maternal,HG03540.maternal,0.7377186101501702
HG02559.maternal,HG03453.paternal,0.7139575292800695
HG02559.maternal,HG03540.paternal,0.6995504674806851
HG02559.maternal,HG03486.paternal,0.703202256512361
HG02559.maternal,NA18906.maternal,0.7000397627489314
HG02559.maternal,NA18906.paternal,0.7151879163033515
HG02559.maternal,HG03486.maternal,0.7117687279034087
HG02559.maternal,HG02818.paternal,0.6977307127122546
HG02559.maternal,HG02818.maternal,0.6908424223766382
HG02559.maternal,HG01243.paternal,0.6948750076914041
HG02559.maternal,HG02080.paternal,0.7144787736045803
HG02559.maternal,HG02723.maternal,0.7069371520814784
HG02559.maternal,HG02723.paternal,0.7058114232650968
HG02559.maternal,HG02080.maternal,0.7171848651661905
HG02559.maternal,HG01109.maternal,0.6944117517654047
HG02559.maternal,HG01243.maternal,0.695543204640223
HG02559.maternal,NA20129.paternal,0.6948935643223756
HG02559.maternal,NA20129.maternal,0.6994235929373571
HG02559.maternal,HG01109.paternal,0.6555576161541231
HG02559.maternal,NA21309.maternal,0.6914493032460215
HG02559.maternal,NA21309.paternal,0.7032453176836473
HG02559.maternal,HG02109.maternal,0.7011298312976509
HG02559.maternal,HG03492.paternal,0.680191492484003
HG02559.maternal,HG03492.maternal,0.7064627009120847
HG02559.maternal,HG02055.paternal,0.6805303416059687
HG02559.maternal,HG02109.paternal,0.728206279285093
HG02559.maternal,HG02055.maternal,0.7242735984385618
HG02559.maternal,HG03098.paternal,0.6785264492342441
HG02559.maternal,HG03098.maternal,0.6996641934157628
HG02559.maternal,HG00733.paternal,0.7242889628210729
HG02559.maternal,HG00733.maternal,0.6840749420924388
HG02559.maternal,HG02145.maternal,0.6818253764661576
HG02559.maternal,HG02145.paternal,0.6580265184198167
HG02486.paternal,HG02257.paternal,0.6718961566144454
HG02486.paternal,HG02257.maternal,0.6815930756119634
HG02486.paternal,HG02559.paternal,0.6977673819261583
HG02486.paternal,HG02559.maternal,0.6812528775801147
HG02486.paternal,HG02486.paternal,1.0
HG02486.paternal,HG02486.maternal,0.692953783541615
HG02486.paternal,HG01891.maternal,0.6856747027502211
HG02486.paternal,HG01891.paternal,0.6808529522710631
HG02486.paternal,HG01258.maternal,0.6837831309914797
HG02486.paternal,HG03516.paternal,0.704300577060781
HG02486.paternal,HG03516.maternal,0.6630874175416095
HG02486.paternal,HG01123.maternal,0.6813162734063178
HG02486.paternal,HG01258.paternal,0.6879839257414535
HG02486.paternal,HG01361.maternal,0.6855380713906353
HG02486.paternal,HG01123.paternal,0.6866451560816585
HG02486.paternal,HG01361.paternal,0.6721444864612898
HG02486.paternal,HG01358.maternal,0.6884022026284402
HG02486.paternal,HG02622.maternal,0.65961657424084
HG02486.paternal,HG02622.paternal,0.6675332106417102
HG02486.paternal,HG02717.maternal,0.6668646178716946
HG02486.paternal,HG02630.paternal,0.6663459873395802
HG02486.paternal,HG02630.maternal,0.6849363792734539
HG02486.paternal,HG01358.paternal,0.7327590211723168
HG02486.paternal,HG02717.paternal,0.7190333370787488
HG02486.paternal,HG02572.paternal,0.6872870130311229
HG02486.paternal,HG02572.maternal,0.6655064526594194
HG02486.paternal,HG02886.maternal,0.6713734744456727
HG02486.paternal,HG02886.paternal,0.7059418037678907
HG02486.paternal,HG01175.paternal,0.6977195997962029
HG02486.paternal,HG01106.paternal,0.7225455542250372
HG02486.paternal,HG01175.maternal,0.6806031909132566
HG02486.paternal,HG00741.maternal,0.6619252207815709
HG02486.paternal,HG00741.paternal,0.6884694053849197
HG02486.paternal,HG01106.maternal,0.7042185463208522
HG02486.paternal,HG00438.maternal,0.665429888113194
HG02486.paternal,HG02148.paternal,0.7055568222441782
HG02486.paternal,HG02148.maternal,0.7057181487845413
HG02486.paternal,HG01952.maternal,0.6975299139318453
HG02486.paternal,HG01952.paternal,0.7284297932505099
HG02486.paternal,HG00673.maternal,0.6831479569749243
HG02486.paternal,HG00621.paternal,0.7369906339554064
HG02486.paternal,HG00673.paternal,0.7118636774387882
HG02486.paternal,HG00438.paternal,0.6688047193220656
HG02486.paternal,HG00621.maternal,0.6662524775746846
HG02486.paternal,HG01071.maternal,0.6890278551532033
HG02486.paternal,HG01928.maternal,0.6626654811302114
HG02486.paternal,HG01928.paternal,0.723156170462326
HG02486.paternal,HG00735.paternal,0.6803699811737697
HG02486.paternal,HG01071.paternal,0.6833890251890008
HG02486.paternal,HG00735.maternal,0.6651412184174528
HG02486.paternal,HG03579.maternal,0.6850435710474836
HG02486.paternal,HG03579.paternal,0.7158264690994431
HG02486.paternal,HG01978.paternal,0.6855411077437616
HG02486.paternal,HG03453.maternal,0.6878064262864684
HG02486.paternal,HG01978.maternal,0.67848653315586
HG02486.paternal,HG03540.maternal,0.677157250869374
HG02486.paternal,HG03453.paternal,0.6848928425437487
HG02486.paternal,HG03540.paternal,0.6859650392070656
HG02486.paternal,HG03486.paternal,0.6686482216919728
HG02486.paternal,NA18906.maternal,0.7026759752208909
HG02486.paternal,NA18906.paternal,0.7150173883762454
HG02486.paternal,HG03486.maternal,0.6798512611491794
HG02486.paternal,HG02818.paternal,0.6432817815850468
HG02486.paternal,HG02818.maternal,0.6580596757455361
HG02486.paternal,HG01243.paternal,0.7014110383941664
HG02486.paternal,HG02080.paternal,0.6881449177008527
HG02486.paternal,HG02723.maternal,0.68633853314182
HG02486.paternal,HG02723.paternal,0.6615639914422075
HG02486.paternal,HG02080.maternal,0.7023601006018144
HG02486.paternal,HG01109.maternal,0.6859823890420707
HG02486.paternal,HG01243.maternal,0.6812014347974444
HG02486.paternal,NA20129.paternal,0.68145775263136
HG02486.paternal,NA20129.maternal,0.6818355905861456
HG02486.paternal,HG01109.paternal,0.7210244917007069
HG02486.paternal,NA21309.maternal,0.6971416084650749
HG02486.paternal,NA21309.paternal,0.6682579273966645
HG02486.paternal,HG02109.maternal,0.6766835686352489
HG02486.paternal,HG03492.paternal,0.7148124007591833
HG02486.paternal,HG03492.maternal,0.6958993358965396
HG02486.paternal,HG02055.paternal,0.6774801982699098
HG02486.paternal,HG02109.paternal,0.6872669493883639
HG02486.paternal,HG02055.maternal,0.713886402714996
HG02486.paternal,HG03098.paternal,0.6810773659630325
HG02486.paternal,HG03098.maternal,0.6968043429594807
HG02486.paternal,HG00733.paternal,0.6985979278590025
HG02486.paternal,HG00733.maternal,0.6689067162946404
HG02486.paternal,HG02145.maternal,0.6568376838667038
HG02486.paternal,HG02145.paternal,0.7143537416917433
HG02486.maternal,HG02257.paternal,0.6920759752973191
HG02486.maternal,HG02257.maternal,0.7096382765447593
HG02486.maternal,HG02559.paternal,0.7043199663566089
HG02486.maternal,HG02559.maternal,0.741283070913988
HG02486.maternal,HG02486.paternal,0.692953783541615
HG02486.maternal,HG02486.maternal,1.0
HG02486.maternal,HG01891.maternal,0.6787730435944055
HG02486.maternal,HG01891.paternal,0.6814764463080653
HG02486.maternal,HG01258.maternal,0.6748147725512891
HG02486.maternal,HG03516.paternal,0.6926027652854874
HG02486.maternal,HG03516.maternal,0.6890849737640627
HG02486.maternal,HG01123.maternal,0.7073297123538215
HG02486.maternal,HG01258.paternal,0.6590009383814425
HG02486.maternal,HG01361.maternal,0.7057701412287818
HG02486.maternal,HG01123.paternal,0.7326387228020023
HG02486.maternal,HG01361.paternal,0.7063632285256961
HG02486.maternal,HG01358.maternal,0.7357957668467828
HG02486.maternal,HG02622.maternal,0.7215016607212196
HG02486.maternal,HG02622.paternal,0.6920345378746684
HG02486.maternal,HG02717.maternal,0.7364689505141334
HG02486.maternal,HG02630.paternal,0.6907086372192314
HG02486.maternal,HG02630.maternal,0.6928486080399939
HG02486.maternal,HG01358.paternal,0.6844630274358249
HG02486.maternal,HG02717.paternal,0.7177120883041714
HG02486.maternal,HG02572.paternal,0.6629460427213236
HG02486.maternal,HG02572.maternal,0.7038206425940633
HG02486.maternal,HG02886.maternal,0.709978105167347
HG02486.maternal,HG02886.paternal,0.7235427452077795
HG02486.maternal,HG01175.paternal,0.7285132205842352
HG02486.maternal,HG01106.paternal,0.7221241700244027
HG02486.maternal,HG01175.maternal,0.6974374116919816
HG02486.maternal,HG00741.maternal,0.7143739651885965
HG02486.maternal,HG00741.paternal,0.7147363790261505
HG02486.maternal,HG01106.maternal,0.7082122364844834
HG02486.maternal,HG00438.maternal,0.6705153432097962
HG02486.maternal,HG02148.paternal,0.7032372260250294
HG02486.maternal,HG02148.maternal,0.7557566352495493
HG02486.maternal,HG01952.maternal,0.7060987254535641
HG02486.maternal,HG01952.paternal,0.7141032235455044
HG02486.maternal,HG00673.maternal,0.6931278546964649
HG02486.maternal,HG00621.paternal,0.6751775008978644
HG02486.maternal,HG00673.paternal,0.7091377780282008
HG02486.maternal,HG00438.paternal,0.7002031790902215
HG02486.maternal,HG00621.maternal,0.7279711433548094
HG02486.maternal,HG01071.maternal,0.6891077820350485
HG02486.maternal,HG01928.maternal,0.7186255438741421
HG02486.maternal,HG01928.paternal,0.6951534855376117
HG02486.maternal,HG00735.paternal,0.7284037565272046
HG02486.maternal,HG01071.paternal,0.6777813157414891
HG02486.maternal,HG00735.maternal,0.7120765832106039
HG02486.maternal,HG03579.maternal,0.7213953553324303
HG02486.maternal,HG03579.paternal,0.701995173420137
HG02486.maternal,HG01978.paternal,0.7216860642031004
HG02486.maternal,HG03453.maternal,0.6845741437902064
HG02486.maternal,HG01978.maternal,0.6942449700857167
HG02486.maternal,HG03540.maternal,0.7202578541376432
HG02486.maternal,HG03453.paternal,0.7012096584834933
HG02486.maternal,HG03540.paternal,0.6908392021196271
HG02486.maternal,HG03486.paternal,0.7196267419731107
HG02486.maternal,NA18906.maternal,0.7014631020414928
HG02486.maternal,NA18906.paternal,0.7095588031237339
HG02486.maternal,HG03486.maternal,0.7154036312615878
HG02486.maternal,HG02818.paternal,0.6924625793531977
HG02486.maternal,HG02818.maternal,0.6977039268257699
HG02486.maternal,HG01243.paternal,0.689033189033189
HG02486.maternal,HG02080.paternal,0.7294436252109604
HG02486.maternal,HG02723.maternal,0.6966337026515412
HG02486.maternal,HG02723.paternal,0.6792716819445088
HG02486.maternal,HG02080.maternal,0.7344886967972852
HG02486.maternal,HG01109.maternal,0.7129738711003923
HG02486.maternal,HG01243.maternal,0.6961624461651998
HG02486.maternal,NA20129.paternal,0.6860713288932913
HG02486.maternal,NA20129.maternal,0.7071822745024128
HG02486.maternal,HG01109.paternal,0.6561730532733803
HG02486.maternal,NA21309.maternal,0.6911245691371757
HG02486.maternal,NA21309.paternal,0.7123502852503865
HG02486.maternal,HG02109.maternal,0.7036378495383664
HG02486.maternal,HG03492.paternal,0.6993805961167603
HG02486.maternal,HG03492.maternal,0.7045298691530898
HG02486.maternal,HG02055.paternal,0.6652360162140385
