sampleA,sampleB,jaccard
HG02257.maternal,HG00438.paternal,0.8884453635099333
HG02257.maternal,HG00621.maternal,0.8886190624084719
HG02257.maternal,HG01071.maternal,0.8866274689520223
HG02257.maternal,HG01928.maternal,0.888696518023757
HG02257.maternal,HG01928.paternal,0.8540204739139472
HG02257.maternal,HG00735.paternal,0.8905955990474579
HG02257.maternal,HG01071.paternal,0.8859973234858662
HG02257.maternal,HG00735.maternal,0.8882441817782893
HG02257.maternal,HG03579.maternal,0.8838680999955394
HG02257.maternal,HG03579.paternal,0.8487085845987715
HG02257.maternal,HG01978.paternal,0.8871819246722821
HG02257.maternal,HG03453.maternal,0.8849669642092811
HG02257.maternal,HG01978.maternal,0.8879735475121261
HG02257.maternal,HG03540.maternal,0.8855799519549835
HG02257.maternal,HG03453.paternal,0.8844358237115473
HG02257.maternal,HG03540.paternal,0.8858893997680529
HG02257.maternal,HG03486.paternal,0.8843685682512282
HG02257.maternal,NA18906.maternal,0.8850763643837365
HG02257.maternal,NA18906.paternal,0.8849614979595501
HG02257.maternal,HG03486.maternal,0.8845330374850684
HG02257.maternal,HG02818.paternal,0.8844785389416959
HG02257.maternal,HG02818.maternal,0.8847421186334223
HG02257.maternal,HG01243.paternal,0.8511024051059856
HG02257.maternal,HG02080.paternal,0.8879676050906287
HG02257.maternal,HG02723.maternal,0.8856136895644962
HG02257.maternal,HG02723.paternal,0.8851834026197481
HG02257.maternal,HG02080.maternal,0.8873296522739531
HG02257.maternal,HG01109.maternal,0.8835370065738296
HG02257.maternal,HG01243.maternal,0.8850754273141521
HG02257.maternal,NA20129.paternal,0.8853491878537488
HG02257.maternal,NA20129.maternal,0.8882329633851095
HG02257.maternal,HG01109.paternal,0.8526945666573094
HG02257.maternal,NA21309.maternal,0.8851648260365744
HG02257.maternal,NA21309.paternal,0.8856184970978215
HG02257.maternal,HG02109.maternal,0.885632659627745
HG02257.maternal,HG03492.paternal,0.8523303462755204
HG02257.maternal,HG03492.maternal,0.8871319865788689
HG02257.maternal,HG02055.paternal,0.8458075576686619
HG02257.maternal,HG02109.paternal,0.8841216076022906
HG02257.maternal,HG02055.maternal,0.8818111611857626
HG02257.maternal,HG03098.paternal,0.8463835506731273
HG02257.maternal,HG03098.maternal,0.8828846155840036
HG02257.maternal,HG00733.paternal,0.8908519986615397
HG02257.maternal,HG00733.maternal,0.8897283246077112
HG02257.maternal,HG02145.maternal,0.8823637338021438
HG02257.maternal,HG02145.paternal,0.8471293191623437
HG02559.paternal,HG02257.paternal,0.8847159610728815
HG02559.paternal,HG02257.maternal,0.8851212846803815
HG02559.paternal,HG02559.paternal,1.0
HG02559.paternal,HG02559.maternal,0.886669103354322
HG02559.paternal,HG02486.paternal,0.8500362799568787
HG02559.paternal,HG02486.maternal,0.8846994090434868
HG02559.paternal,HG01891.maternal,0.8853342814285788
HG02559.paternal,HG01891.paternal,0.8851533668475215
HG02559.paternal,HG01258.maternal,0.8851003626716047
HG02559.paternal,HG03516.paternal,0.8852010726641804
HG02559.paternal,HG03516.maternal,0.8847723669038963
HG02559.paternal,HG01123.maternal,0.885844104063528
HG02559.paternal,HG01258.paternal,0.8501302050256081
HG02559.paternal,HG01361.maternal,0.8858976289243198
HG02559.paternal,HG01123.paternal,0.8865023390624732
HG02559.paternal,HG01361.paternal,0.8859011563780903
HG02559.paternal,HG01358.maternal,0.8862571792191689
HG02559.paternal,HG02622.maternal,0.8853204606318354
HG02559.paternal,HG02622.paternal,0.8850721110570979
HG02559.paternal,HG02717.maternal,0.8853743308013566
HG02559.paternal,HG02630.paternal,0.884896657903528
HG02559.paternal,HG02630.maternal,0.8855727097964234
HG02559.paternal,HG01358.paternal,0.85101927140221
HG02559.paternal,HG02717.paternal,0.8503172928215739
HG02559.paternal,HG02572.paternal,0.844535708946364
HG02559.paternal,HG02572.maternal,0.8788862808830874
HG02559.paternal,HG02886.maternal,0.8861520546495046
HG02559.paternal,HG02886.paternal,0.8849430248430673
HG02559.paternal,HG01175.paternal,0.88301739881879
HG02559.paternal,HG01106.paternal,0.8502336907589909
HG02559.paternal,HG01175.maternal,0.8810418754006136
HG02559.paternal,HG00741.maternal,0.8832585928252223
HG02559.paternal,HG00741.paternal,0.8842973920297841
HG02559.paternal,HG01106.maternal,0.8853860001733281
HG02559.paternal,HG00438.maternal,0.8838578134811803
HG02559.paternal,HG02148.paternal,0.8847548312520016
HG02559.paternal,HG02148.maternal,0.8853990619835419
HG02559.paternal,HG01952.maternal,0.8854797023074288
HG02559.paternal,HG01952.paternal,0.8491115918578049
HG02559.paternal,HG00673.maternal,0.8854005143821498
HG02559.paternal,HG00621.paternal,0.84952759362219
HG02559.paternal,HG00673.paternal,0.8490522033195559
HG02559.paternal,HG00438.paternal,0.8852247044619063
HG02559.paternal,HG00621.maternal,0.8839886210759133
HG02559.paternal,HG01071.maternal,0.8821114828449662
HG02559.paternal,HG01928.maternal,0.8849675394279028
HG02559.paternal,HG01928.paternal,0.8495805139559182
HG02559.paternal,HG00735.paternal,0.8858417860848703
HG02559.paternal,HG01071.paternal,0.8817592978224789
HG02559.paternal,HG00735.maternal,0.885683496146521
HG02559.paternal,HG03579.maternal,0.8845938169015619
HG02559.paternal,HG03579.paternal,0.8489496308799765
HG02559.paternal,HG01978.paternal,0.8835379459946975
HG02559.paternal,HG03453.maternal,0.8857145674010438
HG02559.paternal,HG01978.maternal,0.883170833737228
HG02559.paternal,HG03540.maternal,0.8865193926896286
HG02559.paternal,HG03453.paternal,0.8843297344377117
HG02559.paternal,HG03540.paternal,0.8852679065001721
HG02559.paternal,HG03486.paternal,0.8851911992819975
HG02559.paternal,NA18906.maternal,0.885713648016452
HG02559.paternal,NA18906.paternal,0.8849931300149853
HG02559.paternal,HG03486.maternal,0.8849705937600861
HG02559.paternal,HG02818.paternal,0.8842912867250917
HG02559.paternal,HG02818.maternal,0.8840453930966222
HG02559.paternal,HG01243.paternal,0.8504899723690433
HG02559.paternal,HG02080.paternal,0.8837034959408182
HG02559.paternal,HG02723.maternal,0.886637583261508
HG02559.paternal,HG02723.paternal,0.8855585350088648
HG02559.paternal,HG02080.maternal,0.8836158356129156
HG02559.paternal,HG01109.maternal,0.8825177274828322
HG02559.paternal,HG01243.maternal,0.884409657995709
HG02559.paternal,NA20129.paternal,0.884746005373028
HG02559.paternal,NA20129.maternal,0.8859226690993638
HG02559.paternal,HG01109.paternal,0.8482760048336555
HG02559.paternal,NA21309.maternal,0.8846808868353949
HG02559.paternal,NA21309.paternal,0.8844956655720355
HG02559.paternal,HG02109.maternal,0.8841146893126925
HG02559.paternal,HG03492.paternal,0.8493063182543465
HG02559.paternal,HG03492.maternal,0.8834357450236627
HG02559.paternal,HG02055.paternal,0.8452339750708976
HG02559.paternal,HG02109.paternal,0.8845619376875455
HG02559.paternal,HG02055.maternal,0.8803254556508466
HG02559.paternal,HG03098.paternal,0.8459522559861004
HG02559.paternal,HG03098.maternal,0.8834203861776501
HG02559.paternal,HG00733.paternal,0.8871445031598854
HG02559.paternal,HG00733.maternal,0.8864195761492014
HG02559.paternal,HG02145.maternal,0.8818274307311049
HG02559.paternal,HG02145.paternal,0.8472373594394077
HG02559.maternal,HG02257.paternal,0.8859553124284876
HG02559.maternal,HG02257.maternal,0.8865114617420934
HG02559.maternal,HG02559.paternal,0.886669103354322
HG02559.maternal,HG02559.maternal,1.0
HG02559.maternal,HG02486.paternal,0.850130414886731
HG02559.maternal,HG02486.maternal,0.8851856463898056
HG02559.maternal,HG01891.maternal,0.8868815812572649
HG02559.maternal,HG01891.paternal,0.8859421925234169
HG02559.maternal,HG01258.maternal,0.8869031572769038
HG02559.maternal,HG03516.paternal,0.8842376993095441
HG02559.maternal,HG03516.maternal,0.8854922782476782
HG02559.maternal,HG01123.maternal,0.8874813552154223
HG02559.maternal,HG01258.paternal,0.8509391917365855
HG02559.maternal,HG01361.maternal,0.8859593704301078
HG02559.maternal,HG01123.paternal,0.8869827045471435
HG02559.maternal,HG01361.paternal,0.8876116349122166
HG02559.maternal,HG01358.maternal,0.8866852434805458
HG02559.maternal,HG02622.maternal,0.8857510860128396
HG02559.maternal,HG02622.paternal,0.8854194877925021
HG02559.maternal,HG02717.maternal,0.8860567200986437
HG02559.maternal,HG02630.paternal,0.8848763288637214
HG02559.maternal,HG02630.maternal,0.8850672124294501
HG02559.maternal,HG01358.paternal,0.8516511192045869
HG02559.maternal,HG02717.paternal,0.8507442185446117
HG02559.maternal,HG02572.paternal,0.8442600145011031
HG02559.maternal,HG02572.maternal,0.8794825589611837
HG02559.maternal,HG02886.maternal,0.8859994272266564
HG02559.maternal,HG02886.paternal,0.8859783299811848
HG02559.maternal,HG01175.paternal,0.8846228069265327
HG02559.maternal,HG01106.paternal,0.8516099318809145
HG02559.maternal,HG01175.maternal,0.8820936570515165
HG02559.maternal,HG00741.maternal,0.8843120788397907
HG02559.maternal,HG00741.paternal,0.8860724659202898
HG02559.maternal,HG01106.maternal,0.8866940234455523
HG02559.maternal,HG00438.maternal,0.8853644969603633
HG02559.maternal,HG02148.paternal,0.8861989446129555
HG02559.maternal,HG02148.maternal,0.8858544442817397
HG02559.maternal,HG01952.maternal,0.8870289410242108
HG02559.maternal,HG01952.paternal,0.8501953545289325
HG02559.maternal,HG00673.maternal,0.8860533933640581
HG02559.maternal,HG00621.paternal,0.8502373884471301
HG02559.maternal,HG00673.paternal,0.8503901524049848
HG02559.maternal,HG00438.paternal,0.886212631916753
HG02559.maternal,HG00621.maternal,0.8855970505331398
HG02559.maternal,HG01071.maternal,0.8832918297903669
HG02559.maternal,HG01928.maternal,0.8857879129785967
HG02559.maternal,HG01928.paternal,0.8505512087811813
HG02559.maternal,HG00735.paternal,0.8865370367389789
HG02559.maternal,HG01071.paternal,0.883529593520044
HG02559.maternal,HG00735.maternal,0.8854066553605938
HG02559.maternal,HG03579.maternal,0.8848189076203474
HG02559.maternal,HG03579.paternal,0.8501029184681502
HG02559.maternal,HG01978.paternal,0.8846860311230776
HG02559.maternal,HG03453.maternal,0.8853654475312884
HG02559.maternal,HG01978.maternal,0.8843070913592438
HG02559.maternal,HG03540.maternal,0.8865183915657175
HG02559.maternal,HG03453.paternal,0.8850114772675386
HG02559.maternal,HG03540.paternal,0.8862166406001732
HG02559.maternal,HG03486.paternal,0.884850141298829
HG02559.maternal,NA18906.maternal,0.8854847589943494
HG02559.maternal,NA18906.paternal,0.8852495763340678
HG02559.maternal,HG03486.maternal,0.8851282530243949
HG02559.maternal,HG02818.paternal,0.8854798593204363
HG02559.maternal,HG02818.maternal,0.8850938768562333
HG02559.maternal,HG01243.paternal,0.8509738142992069
HG02559.maternal,HG02080.paternal,0.8854465116809992
HG02559.maternal,HG02723.maternal,0.8869668946978211
HG02559.maternal,HG02723.paternal,0.8865849750515615
HG02559.maternal,HG02080.maternal,0.8847916538064309
HG02559.maternal,HG01109.maternal,0.8830236359546788
HG02559.maternal,HG01243.maternal,0.8848294113068521
HG02559.maternal,NA20129.paternal,0.8862783062328865
HG02559.maternal,NA20129.maternal,0.8862008252494986
HG02559.maternal,HG01109.paternal,0.8499755798048353
HG02559.maternal,NA21309.maternal,0.8852601783065548
HG02559.maternal,NA21309.paternal,0.8846904658769333
HG02559.maternal,HG02109.maternal,0.885332666649723
HG02559.maternal,HG03492.paternal,0.8495365249812336
HG02559.maternal,HG03492.maternal,0.884364046335282
HG02559.maternal,HG02055.paternal,0.8456599712870658
HG02559.maternal,HG02109.paternal,0.8846120333306018
HG02559.maternal,HG02055.maternal,0.8819678208914109
HG02559.maternal,HG03098.paternal,0.8463176576813246
HG02559.maternal,HG03098.maternal,0.8827639775691482
HG02559.maternal,HG00733.paternal,0.8871071659044432
HG02559.maternal,HG00733.maternal,0.8866135157785857
HG02559.maternal,HG02145.maternal,0.8824032884967893
HG02559.maternal,HG02145.paternal,0.846553170853266
HG02486.paternal,HG02257.paternal,0.8497710355576235
HG02486.paternal,HG02257.maternal,0.8501491571609435
HG02486.paternal,HG02559.paternal,0.8500362799568787
HG02486.paternal,HG02559.maternal,0.850130414886731
HG02486.paternal,HG02486.paternal,1.0
HG02486.paternal,HG02486.maternal,0.850223776796578
HG02486.paternal,HG01891.maternal,0.8503827014088992
HG02486.paternal,HG01891.paternal,0.8503640268949073
HG02486.paternal,HG01258.maternal,0.8493873434411386
HG02486.paternal,HG03516.paternal,0.848967106806433
HG02486.paternal,HG03516.maternal,0.8497170117812014
HG02486.paternal,HG01123.maternal,0.8499193912092355
HG02486.paternal,HG01258.paternal,0.8833500723026749
HG02486.paternal,HG01361.maternal,0.8493788900347738
HG02486.paternal,HG01123.paternal,0.8495235724675446
HG02486.paternal,HG01361.paternal,0.8499935992818757
HG02486.paternal,HG01358.maternal,0.8492019037206494
HG02486.paternal,HG02622.maternal,0.849748120555964
HG02486.paternal,HG02622.paternal,0.850690483992053
HG02486.paternal,HG02717.maternal,0.8495268088114787
HG02486.paternal,HG02630.paternal,0.8496759728715689
HG02486.paternal,HG02630.maternal,0.8501103288307009
HG02486.paternal,HG01358.paternal,0.8839556616911572
HG02486.paternal,HG02717.paternal,0.8840834605532333
HG02486.paternal,HG02572.paternal,0.877504013176731
HG02486.paternal,HG02572.maternal,0.8441007364997878
HG02486.paternal,HG02886.maternal,0.8501561661267691
HG02486.paternal,HG02886.paternal,0.8500379941966845
HG02486.paternal,HG01175.paternal,0.8477023263327781
HG02486.paternal,HG01106.paternal,0.8838736580996052
HG02486.paternal,HG01175.maternal,0.8452108224103932
HG02486.paternal,HG00741.maternal,0.8477700373511688
HG02486.paternal,HG00741.paternal,0.847771586950341
HG02486.paternal,HG01106.maternal,0.8495654877574815
HG02486.paternal,HG00438.maternal,0.8479792807281155
HG02486.paternal,HG02148.paternal,0.8491844783398442
HG02486.paternal,HG02148.maternal,0.8489004040559003
HG02486.paternal,HG01952.maternal,0.8486434074397896
HG02486.paternal,HG01952.paternal,0.8819512703420701
HG02486.paternal,HG00673.maternal,0.8495232666597575
HG02486.paternal,HG00621.paternal,0.8825992901572302
HG02486.paternal,HG00673.paternal,0.8826924068915712
HG02486.paternal,HG00438.paternal,0.848830786322625
HG02486.paternal,HG00621.maternal,0.8487874930813099
HG02486.paternal,HG01071.maternal,0.8467177274599964
HG02486.paternal,HG01928.maternal,0.8489458973257298
HG02486.paternal,HG01928.paternal,0.8831222420361906
HG02486.paternal,HG00735.paternal,0.8492782743453848
HG02486.paternal,HG01071.paternal,0.8462690149967821
HG02486.paternal,HG00735.maternal,0.84887883594978
HG02486.paternal,HG03579.maternal,0.8492569244136975
HG02486.paternal,HG03579.paternal,0.8828654836297373
HG02486.paternal,HG01978.paternal,0.8473902835470472
HG02486.paternal,HG03453.maternal,0.849544346146693
HG02486.paternal,HG01978.maternal,0.8474402555473941
HG02486.paternal,HG03540.maternal,0.8511069676132726
HG02486.paternal,HG03453.paternal,0.8492045725419478
HG02486.paternal,HG03540.paternal,0.8500762708085535
HG02486.paternal,HG03486.paternal,0.8497805352856047
HG02486.paternal,NA18906.maternal,0.8523179268510407
HG02486.paternal,NA18906.paternal,0.8500432846575329
HG02486.paternal,HG03486.maternal,0.8503780395865674
HG02486.paternal,HG02818.paternal,0.8494294284021663
HG02486.paternal,HG02818.maternal,0.8501798604985691
HG02486.paternal,HG01243.paternal,0.8846750195897685
HG02486.paternal,HG02080.paternal,0.8485188867828771
HG02486.paternal,HG02723.maternal,0.8502872797167761
HG02486.paternal,HG02723.paternal,0.8502145030286593
HG02486.paternal,HG02080.maternal,0.8477544621871188
HG02486.paternal,HG01109.maternal,0.8465743757010816
HG02486.paternal,HG01243.maternal,0.8494668189942235
HG02486.paternal,NA20129.paternal,0.8494680817991332
HG02486.paternal,NA20129.maternal,0.8513786952592142
HG02486.paternal,HG01109.paternal,0.881771374584145
HG02486.paternal,NA21309.maternal,0.8485488700769861
HG02486.paternal,NA21309.paternal,0.8486254833135104
HG02486.paternal,HG02109.maternal,0.8494993221903534
HG02486.paternal,HG03492.paternal,0.8821821184444211
HG02486.paternal,HG03492.maternal,0.8479573704898749
HG02486.paternal,HG02055.paternal,0.8792567321089093
HG02486.paternal,HG02109.paternal,0.8493653630231279
HG02486.paternal,HG02055.maternal,0.8461819295026797
HG02486.paternal,HG03098.paternal,0.8805268199953012
HG02486.paternal,HG03098.maternal,0.8484144136585557
HG02486.paternal,HG00733.paternal,0.8506385669562333
HG02486.paternal,HG00733.maternal,0.8502067213603431
HG02486.paternal,HG02145.maternal,0.8479392813426205
HG02486.paternal,HG02145.paternal,0.878752280643112
HG02486.maternal,HG02257.paternal,0.8845470987525292
HG02486.maternal,HG02257.maternal,0.8861896959577888
HG02486.maternal,HG02559.paternal,0.8846994090434868
HG02486.maternal,HG02559.maternal,0.8851856463898056
HG02486.maternal,HG02486.paternal,0.850223776796578
HG02486.maternal,HG02486.maternal,1.0
HG02486.maternal,HG01891.maternal,0.8849618241768622
HG02486.maternal,HG01891.paternal,0.8848709865732632
HG02486.maternal,HG01258.maternal,0.8894031944985659
HG02486.maternal,HG03516.paternal,0.8835861511308769
HG02486.maternal,HG03516.maternal,0.884502807952832
HG02486.maternal,HG01123.maternal,0.8903753947880688
HG02486.maternal,HG01258.paternal,0.8541551802891423
HG02486.maternal,HG01361.maternal,0.889068392116884
HG02486.maternal,HG01123.paternal,0.8894418453581846
HG02486.maternal,HG01361.paternal,0.889637103297108
HG02486.maternal,HG01358.maternal,0.8896246459660418
HG02486.maternal,HG02622.maternal,0.8845012395543104
HG02486.maternal,HG02622.paternal,0.8848435670337687
HG02486.maternal,HG02717.maternal,0.8854079708610042
HG02486.maternal,HG02630.paternal,0.8839986662400571
HG02486.maternal,HG02630.maternal,0.8838280721001347
HG02486.maternal,HG01358.paternal,0.8547557232665175
HG02486.maternal,HG02717.paternal,0.8493639544299889
HG02486.maternal,HG02572.paternal,0.8439495041603156
HG02486.maternal,HG02572.maternal,0.8784762224161292
HG02486.maternal,HG02886.maternal,0.8852885347156259
HG02486.maternal,HG02886.paternal,0.8842217414330686
HG02486.maternal,HG01175.paternal,0.888360160850716
HG02486.maternal,HG01106.paternal,0.8546078873579035
HG02486.maternal,HG01175.maternal,0.8854471507097296
HG02486.maternal,HG00741.maternal,0.8873742308331948
HG02486.maternal,HG00741.paternal,0.8890546034338805
HG02486.maternal,HG01106.maternal,0.8899732934026432
HG02486.maternal,HG00438.maternal,0.8864535294362043
HG02486.maternal,HG02148.paternal,0.8891330466921878
HG02486.maternal,HG02148.maternal,0.8878277490466381
HG02486.maternal,HG01952.maternal,0.8886947135370493
HG02486.maternal,HG01952.paternal,0.8532553607453115
HG02486.maternal,HG00673.maternal,0.8878269690903383
HG02486.maternal,HG00621.paternal,0.8529359677800484
HG02486.maternal,HG00673.paternal,0.8524642606387177
HG02486.maternal,HG00438.paternal,0.887055100269707
HG02486.maternal,HG00621.maternal,0.8882814783532199
HG02486.maternal,HG01071.maternal,0.8866789247458198
HG02486.maternal,HG01928.maternal,0.8879720329173769
HG02486.maternal,HG01928.paternal,0.8525885513312683
HG02486.maternal,HG00735.paternal,0.8889165648319076
HG02486.maternal,HG01071.paternal,0.8854877702487688
HG02486.maternal,HG00735.maternal,0.8891156611190689
HG02486.maternal,HG03579.maternal,0.8838815243548254
HG02486.maternal,HG03579.paternal,0.8487602427960405
HG02486.maternal,HG01978.paternal,0.8869206731380963
HG02486.maternal,HG03453.maternal,0.8843360985091284
HG02486.maternal,HG01978.maternal,0.8869803644909869
HG02486.maternal,HG03540.maternal,0.8852144208780341
HG02486.maternal,HG03453.paternal,0.8836819710426352
HG02486.maternal,HG03540.paternal,0.8850284922911457
HG02486.maternal,HG03486.paternal,0.8842040956877453
HG02486.maternal,NA18906.maternal,0.8845772109657072
HG02486.maternal,NA18906.paternal,0.8842932675946447
HG02486.maternal,HG03486.maternal,0.8847077711985296
HG02486.maternal,HG02818.paternal,0.8838897298441356
HG02486.maternal,HG02818.maternal,0.8837552647401051
HG02486.maternal,HG01243.paternal,0.8509984025351907
HG02486.maternal,HG02080.paternal,0.887504968448727
HG02486.maternal,HG02723.maternal,0.8842335350503411
HG02486.maternal,HG02723.paternal,0.8857733684803087
HG02486.maternal,HG02080.maternal,0.8868859561178681
HG02486.maternal,HG01109.maternal,0.8832330687897898
HG02486.maternal,HG01243.maternal,0.8853804357702303
HG02486.maternal,NA20129.paternal,0.8845301889826683
HG02486.maternal,NA20129.maternal,0.8877837711959339
HG02486.maternal,HG01109.paternal,0.8523568058556373
HG02486.maternal,NA21309.maternal,0.8846948308075566
HG02486.maternal,NA21309.paternal,0.8853430411707544
HG02486.maternal,HG02109.maternal,0.8843981984458095
HG02486.maternal,HG03492.paternal,0.8522270998893053
HG02486.maternal,HG03492.maternal,0.8862152351013511
HG02486.maternal,HG02055.paternal,0.8453518867944025
